Index,Requirement,Ground Truth,Response
6289,"at a certain moment either the semaphore is red or the engine stops and, finally, both the engine stops and the car stops afterwards",G!(engine_stops | semaphore_is_red) | F((engine_stops | semaphore_is_red) & F(car_stops & engine_stops)),F((semaphore_is_red | engine_stops) & F(engine_stops & F car_stops))
6290,"after both the engine stops and a manager collect claims, finally, an elevator is blocked and the train derails",G((engine_stops & manager_collect_claims) -> F(elevator_is_blocked & train_derails)),F((engine_stops & manager_collect_claims) & F(elevator_is_blocked & train_derails))
6291,( prop_1 ) until whenever ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2
6292,"when at any time ( prop_1 ) , whenever ( prop_2 )",F prop_1 -> F prop_2,G(prop_1 -> G(prop_2))
6293,"if at any time ( prop_1 ) , whenever ( prop_2 )",F prop_1 -> F prop_2,F(prop_1) -> G(prop_2 -> prop_2)
6294,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2))
6295,"first, at a certain moment the sensor retrieves data and a house collapses, and then, it is going to happen that a sensor gathers information",G!(house_collapses & sensor_retrieves_data) | F(house_collapses & sensor_retrieves_data & F sensor_gathers_information),F((sensor_retrieves_data & house_collapses) & F(sensor_gathers_information))
6296,never drop apple or at any time get_close tree,G!drop_apple | F get_close_tree,G(!drop_apple & !get_close_tree)
6297,"If (prop_2) is always true, then whenever (prop_3), (prop_1) should be as well .",G prop_2 -> (prop_3 -> prop_1),G prop_2 -> G (prop_3 -> prop_1)
6298,when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),GF(prop_1 | prop_2)
6300,"If (prop_3) is always true, then either (prop_1) or (prop_2) must be true as well.",G prop_3 -> (prop_1 | prop_2),G prop_3 -> (G prop_1 | G prop_2)
6301,"after both an elevator rises and the bar is closing, it will happen that either the semaphore is red or a car stops",G((bar_is_closing & elevator_rises) -> F(car_stops | semaphore_is_red)),F(elevator_rises & bar_is_closing) -> F(semaphore_is_red | car_stops)
6302,(prop_2) and then (prop_1).,prop_2 U prop_1,F(prop_2 & F prop_1)
6303,"It is always the case that if ( prop_3 ) , or the event that ( prop_4 ) does n't take place , then at the same time ( prop_2 ) , and right away the event that ( prop_1 ) must be observed .",G((prop_3 | prop_4) -> (prop_1 & prop_2)),G((prop_3 | !prop_4) -> (prop_2 & X prop_1))
6304,"first, eventually, both the train has arrived and an elevator falls, and then, it is going to happen that either the table is old or the bar has to be repaired",G!(elevator_falls & train_has_arrived) | F(elevator_falls & train_has_arrived & F(bar_has_to_be_repaired | table_is_old)),F((train_has_arrived & elevator_falls) & F(table_is_old | bar_has_to_be_repaired))
6308,never ( prop_1 ) or whenever ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1) | G(prop_2 -> prop_2)
6309,"Get help should always hold, with at most a two-step grace period for recovery.",!G!(get_help & X get_help),G(get_help | X get_help | XX get_help)
6314,whenever make_contact_with house can infer that whenever get_hold_of orange,F make_contact_with_house -> F get_hold_of_orange,G(make_contact_with_house -> G(get_hold_of_orange -> get_hold_of_orange))
6315,( prop_1 ) means that never ( prop_2 ),prop_1 -> G!prop_2,G(prop_1 -> G(!prop_2))
6316,"it is going to happen that the train has arrived and, in the future the train is crossing or a manager collect claims afterwards",G!train_has_arrived | F(train_has_arrived & F(manager_collect_claims | train_is_crossing)),F(train_has_arrived & F(train_is_crossing | manager_collect_claims))
6317,"Globally , when ( prop_3 ) and the scenario that ( prop_4 ) takes place , then in response promptly ( prop_1 ) , or ( prop_2 ) .",G((prop_3 & prop_4) -> (prop_1 | prop_2)),G((prop_3 & prop_4) -> X(prop_1 | prop_2))
6319,"eternally, a manager collect claims or a sensor gathers information after both the motorbike catches fire and the engine breaks",G((engine_breaks & motorbike_catches_fire) -> G(manager_collect_claims | sensor_gathers_information)),G((motorbike_catches_fire & engine_breaks) -> F(manager_collect_claims | sensor_gathers_information))
6320,never ( prop_1 ) or whenever ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1) | G(prop_2 -> prop_2)
6321,"If ( prop_4 ) and ( prop_3 ) then the following condition is true : at once ( prop_2 ) , or starting without any delay ( prop_1 ) .",G((prop_3 & prop_4) -> (prop_1 | prop_2)),(prop_4 & prop_3) -> (prop_2 | X prop_1)
6322,always have_in orange means that take_to trashcan,G have_in_orange -> take_to_trashcan,G(have_in_orange -> take_to_trashcan)
6323,whenever ( prop_1 ) can infer that never ( prop_2 ),F prop_1 -> G!prop_2,G(prop_1 -> G(!prop_2))
6325,"if either a motorbike has stopped or the semaphore is broken then eternally, either a motorbike falls down or the escalator is blocked",G((motorbike_has_stopped | semaphore_is_broken) -> G(escalator_is_blocked | motorbike_falls_down)),(motorbike_has_stopped | semaphore_is_broken) -> G(motorbike_falls_down | escalator_is_blocked)
6326,repeatedly go_to pear until venture_to trash can,GF go_to_pear U venture_to_trash_can,(G(go_to_pear)) U venture_to_trash_can
6329,"as a car starts and the engine stops, finally, the sensor captures data",G((car_starts & engine_stops) -> F sensor_captures_data),F(car_starts & engine_stops & F sensor_captures_data)
6330,Either (prop_2) happens until (prop_3) or make sure (prop_1) doesn't happen .,!prop_1 | (prop_2 U prop_3),(prop_2 U prop_3) | G(!prop_1)
6331,"If ( prop_3 ) and ( prop_2 ) happens and continues to happen until ( prop_4 ) is detected , then the scenario is equivalent to ( prop_1 ) .",prop_1 <-> ((prop_2 & prop_3) U prop_4),G((prop_3 & prop_2) & (prop_2 U prop_4) -> prop_1)
6332,whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2),G((prop_1 & prop_2) -> (prop_1 & prop_2))
6335,"Globally , when the transition action that ( prop_2 ) gets observed , then all of the following conditions hold : finally there will be a certain moment in the future before the end of the execution , at which ( prop_3 ) , until then ( prop_1 ) .",G(prop_2 -> (prop_3 U prop_1)),G(prop_2 -> (prop_1 U prop_3))
6336,when possible ( prop_1 ) can infer that when possible ( prop_2 ),F prop_1 -> F prop_2,G(prop_1 -> G(prop_2))
6341,the brake is pressed involves that it is going to happen that the semaphore is green after a car enters,G(brake_is_pressed -> G(car_enters -> F semaphore_is_green)),G(brake_is_pressed -> F(car_enters & F semaphore_is_green))
6342,You need to wait until (prop_2) before (prop_1).,!prop_2 U prop_1,(!prop_1) U prop_2
6343,Keep picking up trash can 4 from house 2,GF(house_2 & p_trash_can_4),G(house_2 & p_trash_can_4)
6344,"If (prop_4), then (prop_1) should happen, or else (prop_2) should continue to happen until (prop_3) occurs.",(prop_4 -> prop_1) | (prop_2 U prop_3),G(prop_4 -> (F prop_1 | (prop_2 U prop_3)))
6346,( prop_1 ) and at any time ( prop_2 ),prop_1 & F prop_2,prop_1 & G prop_2
6347,If ( prop_4 ) and ( prop_3 ) or ( prop_2 ) then the scenario is equivalent to ( prop_1 ) .,prop_1 <-> (prop_2 | (prop_3 & prop_4)),((prop_4 & prop_3) | prop_2) -> prop_1
6350,"the train has arrived implies that as a motorbike catches fire, at some point a bridge closes",G(train_has_arrived -> G(motorbike_catches_fire -> F bridge_closes)),G(train_has_arrived -> (motorbike_catches_fire -> F bridge_closes))
6351,repeatedly ( prop_1 ) or at some time ( prop_2 ),G(F prop_1 | F prop_2),GF(prop_1) | F(prop_2)
6353,"If record gas_leak holds, then in the next step avoid the nearest_fire_source persists until deliver_aid the injured_hostile holds, or else avoid the nearest_fire_source holds forever.",record_gas_leak -> X((avoid_nearest_fire_source U deliver_aid_injured_hostile) | G avoid_nearest_fire_source),G(record_gas_leak -> X(avoid_nearest_fire_source U deliver_aid_injured_hostile | G avoid_nearest_fire_source))
6357,at any time go_to peach means that at any time advance_to house,F go_to_peach -> F advance_to_house,G(go_to_peach -> G(advance_to_house))
6359,"If you do (prop_3) or (prop_2), then you should keep doing (prop_4) until (prop_1), and vice versa .",(prop_2 | prop_3) <-> (prop_4 U prop_1),((prop_3 | prop_2) -> (prop_4 U prop_1)) & (prop_1 -> (prop_4 U (prop_3 | prop_2)))
6363,get_to tree and repeatedly go_to apple trashcan,get_to_tree & GF go_to_apple_trashcan,F(get_to_tree & GF go_to_apple_trashcan)
6364,"Collect tin can 4 from table 4, move it to trash can 5, while always staying out of hallway 2",F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2,F(pd & table_4 & p_tin_can_4) & F(pd & trash_can_5 & p_tin_can_4) & G(!pd | !hallway_2)
6366,"the car starts implies that as the motorbike has stopped, in the future the table is old",G(car_starts -> G(motorbike_has_stopped -> F table_is_old)),car_starts -> (motorbike_has_stopped -> F table_is_old)
6369,"it will happen that either the escalator speeds up or the bar is closing and, finally, the sensor gathers information afterwards",G!(bar_is_closing | escalator_speeds_up) | F((bar_is_closing | escalator_speeds_up) & F sensor_gathers_information),F((escalator_speeds_up | bar_is_closing) & F sensor_gathers_information)
6372,"The scenario that ( prop_4 ) should happen if ( prop_2 ) and ( prop_1 ) , and the scenario that ( prop_3 ) should also happen .",prop_3 & ((prop_2 & prop_4) -> prop_1),((prop_2 & prop_1) -> prop_4) & prop_3
6374,(prop_2) as you (prop_1).,prop_2 -> prop_1,G(prop_1 -> prop_2)
6376,"If (prop_3) happens, then (prop_2), but do not do (prop_1) .",!prop_1 & (prop_3 -> prop_2),G(prop_3 -> (prop_2 & !prop_1))
6378,"For all time, ensure that (prop_3) is always the case, and if (prop_1), then also do (prop_2) .",(prop_1 -> prop_2) & G prop_3,G(prop_3 & (prop_1 -> prop_2))
6382,"Whenever neither pickup the bicycle nor get_help holds, pickup the person eventually holds.",G(!(get_help & pickup_bicycle) -> F pickup_person),G(!pickup_bicycle & !get_help -> F pickup_person)
6384,"If it is always the case that whenever ( prop_2 ) is detected then as a response ( prop_1 ) should happen , then ( prop_3 ) .",G(prop_2 -> prop_1) -> prop_3,(G(prop_2 -> F prop_1)) -> prop_3
6386,whenever get_close tree until put_in apple bucket,F get_close_tree U put_in_apple_bucket,G(get_close_tree -> (get_close_tree U put_in_apple_bucket))
6387,You need to wait until (prop_2) before (prop_1).,!prop_2 U prop_1,(!prop_1) U prop_2
6388,"as either the escalator is blocked or the engine stops, eventually, a semaphore is yellow",G((engine_stops | escalator_is_blocked) -> F semaphore_is_yellow),(escalator_is_blocked | engine_stops) -> F semaphore_is_yellow
6390,"Whenever neither photo the motorcycle on east_3rd_avenue nor photo the car on southeast_5th_street holds, record the collision on northeast_7th_street eventually holds.",G(!(photo_car_southeast_5th_street & photo_motorcycle_east_3rd_avenue) -> F record_collision_northeast_7th_street),G(!photo_motorcycle_east_3rd_avenue & !photo_car_southeast_5th_street -> F record_collision_northeast_7th_street)
6391,"if either a car starts or the elevator falls then forever, a semaphore is yellow",G((car_starts | elevator_falls) -> G semaphore_is_yellow),(car_starts | elevator_falls) -> G semaphore_is_yellow
6392,when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),GF(prop_1 | prop_2)
6393,"at a certain moment the escalator is blocked and the sensor captures data and, it will happen that either the engine stops or a manager collect claims afterwards",G!(escalator_is_blocked & sensor_captures_data) | F(escalator_is_blocked & sensor_captures_data & F(engine_stops | manager_collect_claims)),F((escalator_is_blocked & sensor_captures_data) & F(engine_stops | manager_collect_claims))
6394,acquire orange means that when possible journey_to flag,acquire_orange -> F journey_to_flag,G(journey_to_flag -> F acquire_orange)
6396,( prop_1 ) or whenever ( prop_2 ),prop_1 | F prop_2,prop_1 | G(prop_2 -> prop_1)
6397,Persistently return to charger_12 while regularly delivering box_1 from house_5 to house_23,GF charger_12 & GF(house_5 & F(p_box_1 & F(house_23 & pd))),GF(charger_12) & GF(p_box_1 & house_5 & F(p_box_1 & house_23))
6399,never ( prop_1 ) or whenever ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1) | G(prop_2 -> prop_2)
6400,(prop_2) and then (prop_1).,prop_2 U prop_1,F(prop_2 & F prop_1)
6402,Keep taking a picture of area 51 while you also keep visiting charger 4,GF(area_51 & photo) & GF charger_4,G(photo & area_51 & charger_4)
6404,For all time (prop_3) happens is equivalent to the scenario that if (prop_1) then (prop_2) .,(prop_1 -> prop_2) <-> G prop_3,G(prop_3 <-> (prop_1 -> prop_2))
6405,"first, at some point in time a table has been moved and a train derails, and then, it will happen that the semaphore is yellow and the bridge closes",G!(table_has_been_moved & train_derails) | F(table_has_been_moved & train_derails & F(bridge_closes & semaphore_is_yellow)),F((table_has_been_moved & train_derails) & F(semaphore_is_yellow & bridge_closes))
6408,"If deliver the chair to the loading_dock holds, then in the next step search the scissors persists until idle holds, or else search the scissors holds forever.",deliver_chair_loading_dock -> X((search_scissors U idle) | G search_scissors),deliver_chair_loading_dock -> (X (search_scissors U idle) | G search_scissors)
6414,"For all time, make sure (prop_2) is always true, and at some point either (prop_1) or (prop_3) happens .",(prop_1 | prop_3) & G prop_2,G(prop_2) & F(prop_1 | prop_3)
6417,"Until (prop_3) and (prop_2) happen at the same time, keep (prop_1) from happening .",!prop_3 U (prop_1 & prop_2),(!prop_1) U (prop_2 & prop_3)
6419,"It is necessary that either the scenario in which ( prop_1 ) is not the case and then ( prop_2 ) , or ( prop_3 ) .",prop_3 | (!prop_1 -> prop_2),G((!prop_1 & X prop_2) | prop_3)
6420,whenever make_way waste basket until never drop orange,F make_way_waste_basket U G!drop_orange,G(make_way_waste_basket -> (!drop_orange U !drop_orange))
6421,at any time ( prop_1 ) and at some time ( prop_2 ),F(prop_1 & F prop_2),G(prop_1) & F(prop_2)
6423,when possible ( prop_1 ) and repeatedly ( prop_2 ),F(prop_1 & GF prop_2),GF(prop_1) & GF(prop_2)
6426,"first, finally, a sensor gathers information, and then, at some point the escalator is blocked or the table is old",G!sensor_gathers_information | F(sensor_gathers_information & F(escalator_is_blocked | table_is_old)),F(sensor_gathers_information & F(escalator_is_blocked | table_is_old))
6428,secure apple and whenever withhold apple,secure_apple & F withhold_apple,secure_apple & G(withhold_apple -> secure_apple)
6429,go through the opposite of the red_room to reach the yellow_room,F yellow_room & G!red_room,(!red_room) U yellow_room
6430,if both the elevator rises and the train has arrived then it is never the case that both the motorbike has stopped and a sensor gathers information,G((elevator_rises & train_has_arrived) -> G!(motorbike_has_stopped & sensor_gathers_information)),(elevator_rises & train_has_arrived) -> G(!(motorbike_has_stopped & sensor_gathers_information))
6431,"If idle holds, then in the next step get_help persists until search the apple holds, or else get_help holds forever.",idle -> X((get_help U search_apple) | G get_help),G(idle -> (X(get_help U search_apple) | G get_help))
6434,"in the future a sensor gathers information and, it will happen that either the bridge closes or the escalator is blocked afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(bridge_closes | escalator_is_blocked)),F(sensor_gathers_information & F(bridge_closes | X escalator_is_blocked))
6438,at any time go_to transh can or repeatedly grab tree,F go_to_transh_can | GF grab_tree,G(go_to_transh_can | grab_tree)
6439,"when repeatedly go_to pear , move_to house",GF go_to_pear -> move_to_house,GF(go_to_pear) -> GF(move_to_house)
6441,venture_to trash can or take_to tree,take_to_tree | venture_to_trash_can,F(venture_to_trash_can | take_to_tree)
6444,"Everytime when ( prop_3 ) , or the scenario that ( prop_2 ) is observed then in response ( prop_1 ) .",G((prop_2 | prop_3) -> G prop_1),G((prop_3 | prop_2) -> F prop_1)
6446,"it is going to happen that either a constructor creates instances or a table is old and, finally, either the bar is closing or the brake is pressed afterwards",G!(constructor_creates_instances | table_is_old) | F((constructor_creates_instances | table_is_old) & F(bar_is_closing | brake_is_pressed)),F((constructor_creates_instances | table_is_old) & F(bar_is_closing | X brake_is_pressed))
6447,"If at some point (prop_2) happens and is equivalent to (prop_3), or if (prop_1) never happens .",!prop_1 | (prop_3 <-> F prop_2),F(prop_2 & prop_3) | G(!prop_1)
6448,go through the red and to the yellow,F yellow_room & G!red_room,F(red_room & F yellow_room)
6449,Keep doing (prop_2) after doing (prop_1),F(prop_2 -> G prop_1),G(prop_1 -> F G prop_2)
6450,Stay in locality 1 until you reach intersection 4 as you take package 5 from warehouse 9 to store 2,(locality_1 U intersection_4) & F(warehouse_9 & F(p_package_5 & F(pd & store_2))),locality_1 U intersection_4
6451,It is not the case that ( prop_3 ) or ( prop_2 ) is detected until ( prop_1 ) is detected .,!(prop_2 | prop_3) U prop_1,!( (prop_3 | prop_2) U prop_1 )
6454,"Avoid visiting store 4 before reaching street 6, as you take package 8 from office 2 to store 4",(!store_4 U street_6) & F(office_2 & F(p_package_8 & F(pd & store_4))),(!store_4) U street_6
6457,Go to parking lot 2 to collect dish 2,F(p_dish_2 & parking_lot_2),F(parking_lot_2 & F p_dish_2)
6458,"If (prop_3) eventually happens or (prop_1) happens, then (prop_2) should not happen.",(prop_1 | F prop_3) -> !prop_2,((F prop_3 | prop_1) -> G !prop_2)
6459,"finally, either the semaphore is green or the bar is up and, it is going to happen that a train has arrived afterwards",G!(bar_is_up | semaphore_is_green) | F((bar_is_up | semaphore_is_green) & F train_has_arrived),F((semaphore_is_green | bar_is_up) & F(train_has_arrived))
6463,pick_up fruit or forever touch flag,pick_up_fruit | G touch_flag,F pick_up_fruit | G touch_flag
6464,"In case that the scenario that ( prop_2 ) takes place and ( prop_1 ) then the following condition is true : at a certain time point in the future before the simulation ends , the transition action that ( prop_4 ) has to be ultimately detected , and until then continuously ( prop_3 ) .",G((prop_1 & prop_2) -> (prop_4 U prop_3)),(prop_1 & prop_2) -> (prop_3 U prop_4)
6467,"Avoid entering intersection 1 until you reach street 6, and then transport cone 3 from street 2 to intersection 1",(!intersection_1 U street_6) & F(street_2 & F(p_cone_3 & F(intersection_1 & pd))),(!intersection_1 U street_6) & F(street_2 & p_cone_3 & F(intersection_1 & p_cone_3))
6469,Do not go to street 4 until you reach intersection 6 as you go to and stay in street 4,(!street_4 U intersection_6) & FG street_4,(!street_4) U intersection_6
6470,"in the future the bridge closes and, finally, either the bar is down or the motorbike is driven afterwards",G!bridge_closes | F(bridge_closes & F(bar_is_down | motorbike_is_driven)),F(bridge_closes & F(bar_is_down | X motorbike_is_driven))
6472,repeatedly ( prop_1 ) and at some time ( prop_2 ),G(F prop_1 & F prop_2),GF(prop_1) & F(prop_2)
6473,( prop_2 ) is equivalent to ( prop_1 ) and ( prop_3 ) is not true .,!prop_3 & (prop_1 <-> prop_2),prop_2 <-> (prop_1 & !prop_3)
6474,"Remain still must hold until handing over the tie to the shelf does, or else idle holds forever.",(idle U deliver_tie_shelf) | G idle,(remain_still U deliver_tie_shelf) | G idle
6475,"For all time, make sure (prop_1) is always true, and if (prop_2), then do (prop_3) .",(prop_2 -> prop_3) & G prop_1,G(prop_1 & (prop_2 -> prop_3))
6478,never ( prop_1 ) and whenever ( prop_2 ),G(!prop_1 & F prop_2),G(!prop_1) & G(prop_2 -> prop_2)
6479,"If (prop_4) then (prop_2) happens, then (prop_1) should be equivalent to (prop_3) .",(prop_4 -> prop_2) -> (prop_1 <-> prop_3),G((prop_4 & F prop_2) -> (prop_1 <-> prop_3))
6480,Retrieve box 8 from house 3 and deliver it to office 2,F(house_3 & F(p_box_8 & F(office_2 & pd))),F(house_3 & p_box_8 & F(pd & office_2))
6483,acquire apple and approach tree,acquire_apple & approach_tree,F(acquire_apple & approach_tree)
6485,"If (prop_2), then do (prop_3) which is equivalent to saying that (prop_1) should happen eventually .",(prop_2 -> prop_3) <-> F prop_1,G(prop_2 -> (prop_3 <-> F prop_1))
6487,"If (prop_2) occurs then do (prop_1), until (prop_4) or (prop_3) happens .",(prop_2 -> prop_1) U (prop_3 | prop_4),G(prop_2 -> (prop_1 U (prop_3 | prop_4)))
6490,always a car stops or a house collapses implies that it will not happen that a bridge opens and an elevator is blocked,G((car_stops | house_collapses) -> G!(bridge_opens & elevator_is_blocked)),G((car_stops | house_collapses) -> !(bridge_opens & elevator_is_blocked))
6491,Keep taking box 2 from store 4 to hall 8,GF(store_4 & F(p_box_2 & F(hall_8 & pd))),G(F(pd & store_4 & p_box_2 & hall_8))
6494,at some time contact flag until hold pear,F contact_flag U hold_pear,F(contact_flag U hold_pear)
6497,"If (prop_3) is achieved at some point, then either (prop_2) or (prop_1) should have happened .",F prop_3 -> (prop_1 | prop_2),F(prop_3) -> (F(prop_1) | F(prop_2))
6501,( prop_1 ) or whenever ( prop_2 ),prop_1 | F prop_2,prop_1 | G(prop_2 -> prop_1)
6502,"Retrieve bottle 2 from kitchen 1 and move to hall 2, staying there indefintely",F(kitchen_1 & F(p_bottle_2 & F(hall_2 & G hall_2))),F(kitchen_1 & p_bottle_2 & F(hall_2 & G hall_2))
6505,"It is always the case that when the scenario that ( prop_3 ) gets detected , then in response at the same time instant ( prop_2 ) or right away ( prop_1 ) .",G(prop_3 -> (prop_1 | prop_2)),G(prop_3 -> (prop_2 | X prop_1))
6506,"Refrain from visiting building 3 until you arrive at street 6, and then ensure you move box 8 from store 3 to house 2",(!building_3 U street_6) & F(store_3 & F(p_box_8 & F(house_2 & pd))),(!building_3 U street_6) & F(p_box_8 & store_3 & F(p_box_8 & house_2))
6508,"If it is the case that for the event that ( prop_4 ) happens then ( prop_1 ) , and this in turn implies ( prop_2 ) , then ( prop_3 ) has to be true .",((prop_4 -> prop_1) -> prop_2) -> prop_3,((G(prop_4 -> prop_1)) -> prop_2) -> prop_3
6509,Deliver box_8 from store_5 to house_1,F(store_5 & F(p_box_8 & F(house_1 & pd))),F(p_box_8 & store_5) & F(p_box_8 & house_1)
6510,whenever ( prop_1 ) or forever ( prop_2 ),F(prop_1 | G prop_2),G(prop_1) | G(prop_2)
6512,grip apple and travel_to apple,grip_apple & travel_to_apple,F(grip_apple & F travel_to_apple)
6514,whenever ( prop_1 ) can infer that ( prop_2 ),F prop_1 -> prop_2,G(prop_1 -> prop_2)
6515,Do not enter park_4 until you reach street_3 as you take takeout_2 from store_7 to bench_3,(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd))),(!park_4) U street_3
6517,"It is equivalent to have ( prop_3 ) if ( prop_4 ) , ( prop_2 ) , or ( prop_1 ) .",prop_1 <-> (prop_2 | prop_3 | prop_4),(prop_4 | prop_2 | prop_1) <-> prop_3
6520,forever ( prop_1 ) and whenever ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & G(prop_2 -> prop_2)
6521,"If communicate the injured_rescuer ever holds, deliver_aid the injured_victim must have held beforehand.",F communicate_injured_rescuer -> (!communicate_injured_rescuer U (!communicate_injured_rescuer & deliver_aid_injured_victim)),G(communicate_injured_rescuer -> (deliver_aid_injured_victim U communicate_injured_rescuer))
6522,"It is always the case that everytime when ( prop_1 ) , or ( prop_3 ) , then for each time instant in the future before the end of the simulation ultimately the scenario that ( prop_2 ) should be observed at a time in the future before the simulation ends .",G((prop_1 | prop_3) -> GF prop_2),G((prop_1 | prop_3) -> F prop_2)
6523,whenever bring pear or at some time withhold apple,F bring_pear | F withhold_apple,G(bring_pear | F withhold_apple)
6526,"Whenever neither photo the car on northeast_5th_avenue nor record the person on southwest_7th_avenue holds, record the collision on west_10th_avenue eventually holds.",G(!(photo_car_northeast_5th_avenue & record_person_southwest_7th_avenue) -> F record_collision_west_10th_avenue),G(!photo_car_northeast_5th_avenue & !record_person_southwest_7th_avenue -> F record_collision_west_10th_avenue)
6531,"Globally , when ( prop_4 ) or ( prop_1 ) then in response ultimately there will be a certain time point in the future before the end of the execution , at which ( prop_2 ) , and before this ( prop_3 ) .",G((prop_1 | prop_4) -> (prop_2 U prop_3)),G((prop_4 | prop_1) -> F(prop_3 U prop_2))
6532,In the case ( prop_2 ) and ( prop_1 ) then ( prop_3 ) .,G((prop_1 & prop_2) -> G prop_3),G((prop_2 & prop_1) -> prop_3)
6534,"first, eventually, a train derails and a manager handles requests, and then, eventually, either the semaphore is green or the bar is up",G!(manager_handles_requests & train_derails) | F(manager_handles_requests & train_derails & F(bar_is_up | semaphore_is_green)),F((train_derails & manager_handles_requests) & F(semaphore_is_green | bar_is_up))
6535,at any time ( prop_1 ) means that at any time ( prop_2 ),F prop_1 -> F prop_2,G(prop_1) <-> G(prop_2)
6536,always ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1) | prop_2
6537,when possible ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2),GF(prop_1) & G(prop_2 -> prop_1)
6539,"if grasp orange , whenever move_past trash can",grasp_orange -> F move_past_trash_can,G(grasp_orange -> G(move_past_trash_can -> move_past_trash_can))
6540,"If ( prop_3 ) then ( prop_1 ) , or else ( prop_4 ) , and also ( prop_2 ) .",prop_2 & (prop_4 | (prop_3 -> prop_1)),((prop_3 -> prop_1) & (!prop_3 -> prop_4)) & prop_2
6542,"if drop pear , advance_to tree",drop_pear -> advance_to_tree,G(drop_pear -> advance_to_tree)
6546,"If the occurrence of (prop_3) is equivalent to the occurrence of (prop_1), then it implies that (prop_2) should not happen.",(prop_1 <-> F prop_3) -> !prop_2,G((prop_3 <-> prop_1) -> !prop_2)
6552,"If at some point ( prop_2 ) is equivalent to ( prop_1 ) and this scenario continues to hold until ( prop_4 ) is detected , then ( prop_3 ) .",((prop_1 <-> prop_2) U prop_4) -> prop_3,F((prop_2 <-> prop_1) U prop_4) -> prop_3
6553,Persistently take pictures of area 4 while repeatedly capturing images of area 3,GF(area_4 & photo) & GF(area_3 & photo),G(photo & area_4) & GF(photo & area_3)
6554,"In this task, avoid the probable_debris, then go_home.",avoid_probable_debris U go_home,F(avoid_probable_debris & F go_home)
6555,"On condition that ( prop_2 ) or ( prop_1 ) , then the condition that ( prop_3 ) is n't true .",G((prop_1 | prop_2) -> !G prop_3),G((prop_2 | prop_1) -> !prop_3)
6556,"The scenario in which (prop_1) is equivalent to the scenario in which (prop_3) happens, and at the same time (prop_2) does not happen .",!prop_2 & (prop_1 <-> prop_3),prop_1 <-> (prop_3 & !prop_2)
6557,( prop_1 ) can infer that ( prop_2 ),prop_1 -> prop_2,G(prop_1 -> prop_2)
6558,The scenario in which (prop_1) happens and then (prop_3) should always happen is equivalent to the scenario in which (prop_2) always happens .,(prop_1 -> prop_3) <-> G prop_2,(F(prop_1 & F G prop_3)) <-> G prop_2
6560,"When the transition action that ( prop_1 ) happens , then in response ultimately there must be sometime in the future before the end of the execution , at which the transition action that ( prop_2 ) will get observed , and till then ( prop_3 ) .",G(prop_1 -> (prop_2 U prop_3)),G(prop_1 -> (prop_3 U prop_2))
6562,"It is always the case that ( prop_3 ) is not true is equal to ( prop_2 ) is true , and ( prop_1 ) .",prop_1 & G(prop_2 <-> !prop_3),G((!prop_3 <-> prop_2) & prop_1)
6563,"each time a car enters then eventually, a sensor captures data after the escalator moves",G(car_enters -> G(escalator_moves -> F sensor_captures_data)),G(car_enters -> F(escalator_moves U sensor_captures_data))
6564,The scenario in which (prop_2) happens and continues until (prop_4) happens is equivalent to the scenario in which (prop_3) happens and then (prop_1) happens .,(prop_3 -> prop_1) <-> (prop_2 U prop_4),(prop_2 U prop_4) <-> (prop_3 & F prop_1)
6565,at any time contact house can infer that move_to tree,F contact_house -> move_to_tree,G(contact_house -> move_to_tree)
6568,During the interval that ( prop_2 ) and ( prop_3 ) then in the future until the execution ends the event that ( prop_1 ) should consecutively not get observed .,G((prop_2 & prop_3) -> G prop_1),G((prop_2 & prop_3) -> G(!prop_1))
6572,"For each time instant in the future ( prop_2 ) happens , is equivalent to the case that ( prop_1 ) and ( prop_3 ) happen at the same time .",(prop_1 & prop_3) <-> G prop_2,G(prop_2 <-> (prop_1 & prop_3))
6573,at any time go_to transh can or whenever get_near flag,F go_to_transh_can | F get_near_flag,G(get_near_flag -> go_to_transh_can)
6575,"If (prop_3) or (prop_1), then either do (prop_4) or make sure (prop_2) is true .",(prop_1 | prop_3) -> (prop_2 | prop_4),G((prop_3 | prop_1) -> (prop_4 | prop_2))
6577,at any time withold apple and whenever visit waste basket,F withold_apple & F visit_waste_basket,G(withold_apple & (visit_waste_basket -> withold_apple))
6578,at the blue_room,F blue_room,blue_room
