source;APs;original NL;original LTL;Spot LTL;lifted_LTL
warehouse.jsonl;"['get_help', 'idle', '""deliver(cat,shelf)""']";Whenever deliver the cat to the shelf and idle are equal, idle and get_help are equal as well.;"G ( ( ""deliver(cat,shelf)"" <-> ""idle"" ) -> ( ""idle"" <-> ""get_help"" ) )";"G((""deliver(cat,shelf)"" <-> idle) -> (get_help <-> idle))";G((ap_2 <-> ap_1) -> (ap_0 <-> ap_1))
warehouse.jsonl;"['idle', '""search(cow)""', '""search(chair)""']";Whenever neither search the cow nor idle holds, search the chair eventually holds.;"G ( ! ( ""search(cow)"" & ""idle"" ) -> F ""search(chair)"" )";"G(!(idle & ""search(cow)"") -> F""search(chair)"")";G(!(ap_0 & ap_1) -> Fap_2)
warehouse.jsonl;"['""deliver(train,shelf)""']";Our agent must always avoid handing over the train to the shelf.;"G ( ! ""deliver(train,shelf)"" )";"G!""deliver(train,shelf)""";G!ap_0
warehouse.jsonl;"['get_help', '""pickup(kite)""']";At every step, pickup the kite equals the value of get_help in the next step.;"G ( ""pickup(kite)"" <-> X ""get_help"" )";"G(""pickup(kite)"" <-> Xget_help)";G(ap_1 <-> Xap_0)
warehouse.jsonl;"['get_help', '""deliver(bed,shelf)""']";The robot must Please deliver the bed to the shelf and then get_help.;"( ""deliver(bed,shelf)"" U ""get_help"" )";"""deliver(bed,shelf)"" U get_help";ap_1 U ap_0
warehouse.jsonl;"['""search(toilet)""', '""pickup(toaster)""']";Both search the toilet and pickup the toaster hold at every step.;"G ( ""search(toilet)"" & ""pickup(toaster)"" )";"G(""pickup(toaster)"" & ""search(toilet)"")";G(ap_1 & ap_0)
warehouse.jsonl;"['get_help', '""pickup(zebra)""', '""pickup(knife)""']";Whenever pickup the knife and get_help are equal, get_help and pickup the zebra are equal as well.;"G ( ( ""pickup(knife)"" <-> ""get_help"" ) -> ( ""get_help"" <-> ""pickup(zebra)"" ) )";"G((get_help <-> ""pickup(knife)"") -> (get_help <-> ""pickup(zebra)""))";G((ap_0 <-> ap_2) -> (ap_0 <-> ap_1))
warehouse.jsonl;"['get_help', 'idle', '""deliver(fork,shelf)""']";If idle holds and get_help holds next, then deliver the fork to the shelf holds in the step after that.;"G ( ""idle"" & X ""get_help"" -> X X ""deliver(fork,shelf)"" )";"G((idle & Xget_help) -> XX""deliver(fork,shelf)"")";G((ap_1 & Xap_0) -> XXap_2)
warehouse.jsonl;['idle'];Stand by should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""idle"" & X ""idle"" ) )";!G!(idle & Xidle);!G!(ap_0 & Xap_0)
warehouse.jsonl;"['""search(cake)""']";This controller must eventually, avoid looking for the cake.;"F ( ! ""search(cake)"" )";"F!""search(cake)""";F!ap_0
warehouse.jsonl;['get_help'];From some point onwards, get_help never occurs again.;"F G ! ""get_help""";FG!get_help;FG!ap_0
warehouse.jsonl;"['""deliver(broccoli,loading_dock)""']";From some point onwards, deliver the broccoli to the loading_dock never occurs again.;"F G ! ""deliver(broccoli,loading_dock)""";"FG!""deliver(broccoli,loading_dock)""";FG!ap_0
warehouse.jsonl;"['get_help', '""pickup(person)""', '""pickup(bicycle)""']";Whenever neither pickup the bicycle nor get_help holds, pickup the person eventually holds.;"G ( ! ( ""pickup(bicycle)"" & ""get_help"" ) -> F ""pickup(person)"" )";"G(!(get_help & ""pickup(bicycle)"") -> F""pickup(person)"")";G(!(ap_0 & ap_2) -> Fap_1)
warehouse.jsonl;"['get_help', '""deliver(dog,loading_dock)""', '""search(truck)""']";If every search the truck is eventually followed by delivering the dog to the loading_dock, then get_help must occur infinitely often.;"G ( ""search(truck)"" -> F ""deliver(dog,loading_dock)"" ) -> G F ""get_help""";"G(""search(truck)"" -> F""deliver(dog,loading_dock)"") -> GFget_help";G(ap_2 -> Fap_1) -> GFap_0
warehouse.jsonl;"['get_help', '""pickup(laptop)""']";At every step, get_help equals the value of pickup the laptop in the next step.;"G ( ""get_help"" <-> X ""pickup(laptop)"" )";"G(get_help <-> X""pickup(laptop)"")";G(ap_0 <-> Xap_1)
warehouse.jsonl;"['idle', '""deliver(fire_hydrant,loading_dock)""']";Globally, it is not the case that both deliver the fire_hydrant to the loading_dock and idle hold simultaneously.;"G ( ! ( ""deliver(fire_hydrant,loading_dock)"" & ""idle"" ) )";"G!(""deliver(fire_hydrant,loading_dock)"" & idle)";G!(ap_1 & ap_0)
warehouse.jsonl;"['""search(sports_ball)""', '""search(chair)""']";Either search the chair happens infinitely often, or search the sports_ball happens in the next step.;"G F ""search(chair)"" | X ""search(sports_ball)""";"GF""search(chair)"" | X""search(sports_ball)""";GFap_1 | Xap_0
warehouse.jsonl;['get_help'];From some point onwards, get_help never occurs again.;"F G ! ""get_help""";FG!get_help;FG!ap_0
warehouse.jsonl;['get_help', 'idle'];Globally, it is not the case that both idle and get_help hold simultaneously.;"G ( ! ( ""idle"" & ""get_help"" ) )";G!(get_help & idle);G!(ap_0 & ap_1)
warehouse.jsonl;"['""search(tennis_racket)""']";Find the tennis_racket holds at all times.;"G ""search(tennis_racket)""";"G""search(tennis_racket)""";Gap_0
warehouse.jsonl;['get_help'];Get help should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""get_help"" & X ""get_help"" ) )";!G!(get_help & Xget_help);!G!(ap_0 & Xap_0)
warehouse.jsonl;"['idle', '""search(mouse)""']";Whenever idle holds, eventually search the mouse will hold.;"G ( ""idle"" -> F ""search(mouse)"" )";"G(idle -> F""search(mouse)"")";G(ap_0 -> Fap_1)
warehouse.jsonl;"['get_help', '""search(umbrella)""', '""deliver(laptop,shelf)""']";If get_help holds and search the umbrella holds next, then deliver the laptop to the shelf holds in the step after that.;"G ( ""get_help"" & X ""search(umbrella)"" -> X X ""deliver(laptop,shelf)"" )";"G((get_help & X""search(umbrella)"") -> XX""deliver(laptop,shelf)"")";G((ap_0 & Xap_1) -> XXap_2)
warehouse.jsonl;"['""pickup(elephant)""', '""deliver(stop_sign,loading_dock)""']";Our agent must always maintain both pickup the elephant and deliver the stop_sign to the loading_dock.;"G ( ""pickup(elephant)"" & ""deliver(stop_sign,loading_dock)"" )";"G(""deliver(stop_sign,loading_dock)"" & ""pickup(elephant)"")";G(ap_1 & ap_0)
warehouse.jsonl;"['""pickup(motorbike)""']";The system must eventually, avoid pickuping the motorbike.;"F ( ! ""pickup(motorbike)"" )";"F!""pickup(motorbike)""";F!ap_0
warehouse.jsonl;"['""deliver(vase,loading_dock)""', '""pickup(fork)""']";Transport the vase to the loading_dock must keep holding until, from some point on, pickup the fork holds infinitely often.;"""deliver(vase,loading_dock)"" U ( G ( F ""pickup(fork)"" ) )";"""deliver(vase,loading_dock)"" U GF""pickup(fork)""";ap_0 U GFap_1
warehouse.jsonl;"['get_help', '""pickup(tv_monitor)""']";At every step, pickup the tv_monitor equals the value of get_help in the next step.;"G ( ""pickup(tv_monitor)"" <-> X ""get_help"" )";"G(""pickup(tv_monitor)"" <-> Xget_help)";G(ap_1 <-> Xap_0)
warehouse.jsonl;"['""pickup(parking_meter)""']";This controller must eventually, avoid pickuping the parking_meter.;"F ( ! ""pickup(parking_meter)"" )";"F!""pickup(parking_meter)""";F!ap_0
warehouse.jsonl;['get_help'];From some point onwards, get_help never occurs again.;"F G ! ""get_help""";FG!get_help;FG!ap_0
warehouse.jsonl;"['get_help', '""search(suitcase)""']";Globally, if search the suitcase occurs then finally get_help happens.;"G ( ""search(suitcase)"" -> F ""get_help"" )";"G(""search(suitcase)"" -> Fget_help)";G(ap_1 -> Fap_0)
warehouse.jsonl;"['get_help', '""pickup(apple)""', '""pickup(laptop)""']";If every get_help is eventually followed by pickup the laptop, then pickup the apple must occur infinitely often.;"G ( ""get_help"" -> F ""pickup(laptop)"" ) -> G F ""pickup(apple)""";"G(get_help -> F""pickup(laptop)"") -> GF""pickup(apple)""";G(ap_0 -> Fap_2) -> GFap_1
warehouse.jsonl;['get_help'];The system must always avoid requesting assistance.;"G ( ! ""get_help"" )";G!get_help;G!ap_0
warehouse.jsonl;"['get_help', '""deliver(microwave,shelf)""']";If get_help happens infinitely often, then so does deliver the microwave to the shelf.;"G F ""get_help"" -> G F ""deliver(microwave,shelf)""";"GFget_help -> GF""deliver(microwave,shelf)""";GFap_0 -> GFap_1
warehouse.jsonl;"['""search(frisbee)""']";You must always avoid looking for the frisbee.;"G ( ! ""search(frisbee)"" )";"G!""search(frisbee)""";G!ap_0
warehouse.jsonl;"['""pickup(boat)""', '""search(cow)""']";This controller must eventually pickup the boat or search the cow.;"F ( ""pickup(boat)"" | ""search(cow)"" )";"F(""pickup(boat)"" | ""search(cow)"")";F(ap_0 | ap_1)
warehouse.jsonl;"['get_help', '""pickup(traffic_light)""']";This controller must pickup the traffic_light must hold until calling for help does, or else pickup the traffic_light holds forever.;"( ""pickup(traffic_light)"" U ""get_help"" ) | G ""pickup(traffic_light)""";"(""pickup(traffic_light)"" U get_help) | G""pickup(traffic_light)""";(ap_1 U ap_0) | Gap_1
warehouse.jsonl;"['get_help', 'idle', '""deliver(baseball_glove,loading_dock)""']";Whenever neither get_help nor idle holds, deliver the baseball_glove to the loading_dock eventually holds.;"G ( ! ( ""get_help"" & ""idle"" ) -> F ""deliver(baseball_glove,loading_dock)"" )";"G(!(get_help & idle) -> F""deliver(baseball_glove,loading_dock)"")";G(!(ap_0 & ap_1) -> Fap_2)
warehouse.jsonl;"['get_help', '""search(dog)""']";Once search the dog has occurred, get_help will never occur again.;"G ( ""search(dog)"" -> X G ! ""get_help"" )";"G(""search(dog)"" -> XG!get_help)";G(ap_1 -> XG!ap_0)
warehouse.jsonl;"['""search(hair-drier)""', '""pickup(knife)""']";The system must Please search the hair-drier and then pickup the knife.;"( ""search(hair-drier)"" U ""pickup(knife)"" )";"""search(hair-drier)"" U ""pickup(knife)""";ap_0 U ap_1
warehouse.jsonl;"['get_help', '""deliver(book,shelf)""']";Get help must hold until delivering the book to the shelf does, or else get_help holds forever.;"( ""get_help"" U ""deliver(book,shelf)"" ) | G ""get_help""";"(get_help U ""deliver(book,shelf)"") | Gget_help";(ap_0 U ap_1) | Gap_0
warehouse.jsonl;"['get_help', '""search(train)""']";At every step, search the train equals the value of get_help in the next step.;"G ( ""search(train)"" <-> X ""get_help"" )";"G(""search(train)"" <-> Xget_help)";G(ap_1 <-> Xap_0)
warehouse.jsonl;"['""search(orange)""', '""search(refrigerator)""']";Look for the orange can only happen after searching for the refrigerator.;"! ""search(orange)"" U ""search(refrigerator)""";"!""search(orange)"" U ""search(refrigerator)""";!ap_0 U ap_1
warehouse.jsonl;"['idle', '""pickup(bowl)""', '""deliver(keyboard,loading_dock)""']";If every pickup the bowl is eventually followed by remaining still, then deliver the keyboard to the loading_dock must occur infinitely often.;"G ( ""pickup(bowl)"" -> F ""idle"" ) -> G F ""deliver(keyboard,loading_dock)""";"G(""pickup(bowl)"" -> Fidle) -> GF""deliver(keyboard,loading_dock)""";G(ap_1 -> Fap_0) -> GFap_2
warehouse.jsonl;"['""pickup(pizza)""', '""pickup(cell_phone)""', '""search(book)""']";Whenever pickup the cell_phone and pickup the pizza are equal, pickup the pizza and search the book are equal as well.;"G ( ( ""pickup(cell_phone)"" <-> ""pickup(pizza)"" ) -> ( ""pickup(pizza)"" <-> ""search(book)"" ) )";"G((""pickup(cell_phone)"" <-> ""pickup(pizza)"") -> (""pickup(pizza)"" <-> ""search(book)""))";G((ap_1 <-> ap_0) -> (ap_0 <-> ap_2))
warehouse.jsonl;"['get_help', 'idle', '""deliver(stop_sign,shelf)""']";If get_help holds and idle holds next, then deliver the stop_sign to the shelf holds in the step after that.;"G ( ""get_help"" & X ""idle"" -> X X ""deliver(stop_sign,shelf)"" )";"G((get_help & Xidle) -> XX""deliver(stop_sign,shelf)"")";G((ap_0 & Xap_1) -> XXap_2)
warehouse.jsonl;['idle'];From some point onwards, idle never occurs again.;"F G ! ""idle""";FG!idle;FG!ap_0
warehouse.jsonl;"['get_help', 'idle', '""search(elephant)""']";If every idle is eventually followed by searching for the elephant, then get_help must occur infinitely often.;"G ( ""idle"" -> F ""search(elephant)"" ) -> G F ""get_help""";"G(idle -> F""search(elephant)"") -> GFget_help";G(ap_1 -> Fap_2) -> GFap_0
warehouse.jsonl;['get_help', 'idle'];At every step, idle equals the value of get_help in the next step.;"G ( ""idle"" <-> X ""get_help"" )";G(idle <-> Xget_help);G(ap_1 <-> Xap_0)
warehouse.jsonl;"['""search(toothbrush)""', '""search(snowboard)""', '""pickup(bus)""']";If search the snowboard holds, then in the next step pickup the bus persists until searching for the toothbrush holds, or else pickup the bus holds forever.;"""search(snowboard)"" -> X ( ( ""pickup(bus)"" U ""search(toothbrush)"" ) | G ""pickup(bus)"" )";"""search(snowboard)"" -> X((""pickup(bus)"" U ""search(toothbrush)"") | G""pickup(bus)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
warehouse.jsonl;"['get_help', 'idle', '""search(orange)""']";If idle holds and search the orange holds next, then get_help holds in the step after that.;"G ( ""idle"" & X ""search(orange)"" -> X X ""get_help"" )";"G((idle & X""search(orange)"") -> XXget_help)";G((ap_1 & Xap_2) -> XXap_0)
warehouse.jsonl;"['""pickup(bear)""']";Retrieve the bear should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""pickup(bear)"" & X ""pickup(bear)"" ) )";"!G!(""pickup(bear)"" & X""pickup(bear)"")";!G!(ap_0 & Xap_0)
warehouse.jsonl;"['""deliver(carrot,shelf)""']";From some point onwards, deliver the carrot to the shelf never occurs again.;"F G ! ""deliver(carrot,shelf)""";"FG!""deliver(carrot,shelf)""";FG!ap_0
warehouse.jsonl;"['""search(skateboard)""', '""search(refrigerator)""']";If search the skateboard ever holds, search the refrigerator must have held beforehand.;"( F ""search(skateboard)"" ) -> ( ! ""search(skateboard)"" U ( ""search(refrigerator)"" & ! ""search(skateboard)"" ) )";"F""search(skateboard)"" -> (!""search(skateboard)"" U (""search(refrigerator)"" & !""search(skateboard)""))";Fap_0 -> (!ap_0 U (ap_1 & !ap_0))
warehouse.jsonl;"['idle', '""pickup(elephant)""', '""deliver(boat,loading_dock)""']";If pickup the elephant holds, then in the next step deliver the boat to the loading_dock persists until idleing holds, or else deliver the boat to the loading_dock holds forever.;"""pickup(elephant)"" -> X ( ( ""deliver(boat,loading_dock)"" U ""idle"" ) | G ""deliver(boat,loading_dock)"" )";"""pickup(elephant)"" -> X((""deliver(boat,loading_dock)"" U idle) | G""deliver(boat,loading_dock)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
warehouse.jsonl;"['idle', '""deliver(stop_sign,shelf)""']";This controller must always have either idle or deliver the stop_sign to the shelf.;"G ( ""idle"" | ""deliver(stop_sign,shelf)"" )";"G(""deliver(stop_sign,shelf)"" | idle)";G(ap_1 | ap_0)
warehouse.jsonl;"['""search(knife)""', '""deliver(horse,loading_dock)""']";Whenever search the knife holds, from the next step onwards deliver the horse to the loading_dock will eventually hold.;"G ( ""search(knife)"" -> X F ""deliver(horse,loading_dock)"" )";"G(""search(knife)"" -> XF""deliver(horse,loading_dock)"")";G(ap_0 -> XFap_1)
warehouse.jsonl;"['""deliver(sports_ball,loading_dock)""', '""pickup(train)""']";If pickup the train happens infinitely often, then so does deliver the sports_ball to the loading_dock.;"G F ""pickup(train)"" -> G F ""deliver(sports_ball,loading_dock)""";"GF""pickup(train)"" -> GF""deliver(sports_ball,loading_dock)""";GFap_1 -> GFap_0
warehouse.jsonl;"['idle', '""pickup(dining_table)""', '""search(handbag)""']";If idle holds, then in the next step search the handbag persists until pickuping the dining_table holds, or else search the handbag holds forever.;"""idle"" -> X ( ( ""search(handbag)"" U ""pickup(dining_table)"" ) | G ""search(handbag)"" )";"idle -> X((""search(handbag)"" U ""pickup(dining_table)"") | G""search(handbag)"")";ap_0 -> X((ap_2 U ap_1) | Gap_2)
warehouse.jsonl;"['""pickup(fire_hydrant)""', '""deliver(sandwich,loading_dock)""', '""search(aeroplane)""']";If search the aeroplane holds and pickup the fire_hydrant holds next, then deliver the sandwich to the loading_dock holds in the step after that.;"G ( ""search(aeroplane)"" & X ""pickup(fire_hydrant)"" -> X X ""deliver(sandwich,loading_dock)"" )";"G((""search(aeroplane)"" & X""pickup(fire_hydrant)"") -> XX""deliver(sandwich,loading_dock)"")";G((ap_2 & Xap_0) -> XXap_1)
warehouse.jsonl;"['""deliver(kite,shelf)""']";From some point onwards, deliver the kite to the shelf never occurs again.;"F G ! ""deliver(kite,shelf)""";"FG!""deliver(kite,shelf)""";FG!ap_0
warehouse.jsonl;['get_help', 'idle'];Once get_help has occurred, idle will never occur again.;"G ( ""get_help"" -> X G ! ""idle"" )";G(get_help -> XG!idle);G(ap_0 -> XG!ap_1)
warehouse.jsonl;"['get_help', '""deliver(sheep,shelf)""']";Deliver the sheep to the shelf and get_help are mutually exclusive at all times.;"G ! ( ""deliver(sheep,shelf)"" & ""get_help"" )";"G!(""deliver(sheep,shelf)"" & get_help)";G!(ap_1 & ap_0)
warehouse.jsonl;"['idle', '""search(cup)""']";Search for the cup and idle never coincide, yet one of them is always true.;"G ( ! ( ""search(cup)"" & ""idle"" ) ) & G ( ""search(cup)"" | ""idle"" )";"G!(idle & ""search(cup)"") & G(idle | ""search(cup)"")";G!(ap_0 & ap_1) & G(ap_0 | ap_1)
warehouse.jsonl;"['get_help', '""search(donut)""']";Whenever search the donut holds, get_help holds exactly three steps later.;"G ( ""search(donut)"" -> X ( X ( X ""get_help"" ) ) )";"G(""search(donut)"" -> XXXget_help)";G(ap_1 -> XXXap_0)
warehouse.jsonl;"['get_help', '""search(bottle)""', '""search(remote)""']";If every get_help is eventually followed by looking for the bottle, then search the remote must occur infinitely often.;"G ( ""get_help"" -> F ""search(bottle)"" ) -> G F ""search(remote)""";"G(get_help -> F""search(bottle)"") -> GF""search(remote)""";G(ap_0 -> Fap_1) -> GFap_2
warehouse.jsonl;"['""pickup(truck)""', '""pickup(bicycle)""']";At every step, pickup the truck equals the value of pickup the bicycle in the next step.;"G ( ""pickup(truck)"" <-> X ""pickup(bicycle)"" )";"G(""pickup(truck)"" <-> X""pickup(bicycle)"")";G(ap_0 <-> Xap_1)
warehouse.jsonl;"['""pickup(kite)""']";Collect the kite should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""pickup(kite)"" & X ""pickup(kite)"" ) )";"!G!(""pickup(kite)"" & X""pickup(kite)"")";!G!(ap_0 & Xap_0)
warehouse.jsonl;"['idle', '""pickup(cell_phone)""']";Remain still can only happen after picking up the cell_phone.;"! ""idle"" U ""pickup(cell_phone)""";"!idle U ""pickup(cell_phone)""";!ap_0 U ap_1
warehouse.jsonl;"['idle', '""deliver(parking_meter,loading_dock)""']";Either deliver the parking_meter to the loading_dock happens infinitely often, or idle happens in the next step.;"G F ""deliver(parking_meter,loading_dock)"" | X ""idle""";"GF""deliver(parking_meter,loading_dock)"" | Xidle";GFap_1 | Xap_0
warehouse.jsonl;"['""search(oven)""']";Look for the oven holds at all times.;"G ""search(oven)""";"G""search(oven)""";Gap_0
warehouse.jsonl;"['""deliver(dog,shelf)""']";Deliver the dog to the shelf should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""deliver(dog,shelf)"" & X ""deliver(dog,shelf)"" ) )";"!G!(""deliver(dog,shelf)"" & X""deliver(dog,shelf)"")";!G!(ap_0 & Xap_0)
warehouse.jsonl;"['idle', '""search(hair-drier)""']";The robot must eventually search the hair-drier or idle.;"F ( ""search(hair-drier)"" | ""idle"" )";"F(idle | ""search(hair-drier)"")";F(ap_0 | ap_1)
warehouse.jsonl;"['""deliver(cow,loading_dock)""']";The system must eventually, avoid delivering the cow to the loading_dock.;"F ( ! ""deliver(cow,loading_dock)"" )";"F!""deliver(cow,loading_dock)""";F!ap_0
warehouse.jsonl;"['get_help', '""search(skis)""']";This controller must always maintain both search the skis and get_help.;"G ( ""search(skis)"" & ""get_help"" )";"G(get_help & ""search(skis)"")";G(ap_0 & ap_1)
warehouse.jsonl;"['get_help', '""search(spoon)""']";Whenever get_help holds, search the spoon holds as well.;"G ( ""get_help"" -> ""search(spoon)"" )";"G(get_help -> ""search(spoon)"")";G(ap_0 -> ap_1)
warehouse.jsonl;"['get_help', '""deliver(horse,loading_dock)""']";When deliver the horse to the loading_dock happens, get_help must hold now or in the next step.;"G ( ""deliver(horse,loading_dock)"" -> ( ""get_help"" | X ""get_help"" ) )";"G(""deliver(horse,loading_dock)"" -> (get_help | Xget_help))";G(ap_1 -> (ap_0 | Xap_0))
warehouse.jsonl;"['get_help', 'idle', '""search(apple)""']";If idle holds, then in the next step get_help persists until search the apple holds, or else get_help holds forever.;"""idle"" -> X ( ( ""get_help"" U ""search(apple)"" ) | G ""get_help"" )";"idle -> X((get_help U ""search(apple)"") | Gget_help)";ap_1 -> X((ap_0 U ap_2) | Gap_0)
warehouse.jsonl;"['""search(orange)""', '""search(bed)""']";Once search the orange has occurred, search the bed will never occur again.;"G ( ""search(orange)"" -> X G ! ""search(bed)"" )";"G(""search(orange)"" -> XG!""search(bed)"")";G(ap_0 -> XG!ap_1)
warehouse.jsonl;"['""pickup(pizza)""', '""pickup(boat)""', '""deliver(surfboard,shelf)""']";If every pickup the pizza is eventually followed by picking up the boat, then deliver the surfboard to the shelf must occur infinitely often.;"G ( ""pickup(pizza)"" -> F ""pickup(boat)"" ) -> G F ""deliver(surfboard,shelf)""";"G(""pickup(pizza)"" -> F""pickup(boat)"") -> GF""deliver(surfboard,shelf)""";G(ap_0 -> Fap_1) -> GFap_2
warehouse.jsonl;"['idle', '""pickup(orange)""']";Every idle is directly followed by pickup the orange in the next step.;"G ( ""idle"" -> X ""pickup(orange)"" )";"G(idle -> X""pickup(orange)"")";G(ap_0 -> Xap_1)
warehouse.jsonl;"['get_help', 'idle', '""deliver(cake,shelf)""']";If every get_help is eventually followed by droping off the cake to the shelf, then idle must occur infinitely often.;"G ( ""get_help"" -> F ""deliver(cake,shelf)"" ) -> G F ""idle""";"G(get_help -> F""deliver(cake,shelf)"") -> GFidle";G(ap_0 -> Fap_2) -> GFap_1
warehouse.jsonl;"['get_help', '""search(potted_plant)""', '""pickup(bottle)""']";If search the potted_plant holds and get_help holds next, then pickup the bottle holds in the step after that.;"G ( ""search(potted_plant)"" & X ""get_help"" -> X X ""pickup(bottle)"" )";"G((""search(potted_plant)"" & Xget_help) -> XX""pickup(bottle)"")";G((ap_1 & Xap_0) -> XXap_2)
warehouse.jsonl;"['""pickup(sofa)""', '""search(cup)""']";Our agent must always maintain both pickup the sofa and search the cup.;"G ( ""pickup(sofa)"" & ""search(cup)"" )";"G(""pickup(sofa)"" & ""search(cup)"")";G(ap_0 & ap_1)
warehouse.jsonl;"['get_help', 'idle', '""search(sofa)""']";If get_help holds and idle holds next, then search the sofa holds in the step after that.;"G ( ""get_help"" & X ""idle"" -> X X ""search(sofa)"" )";"G((get_help & Xidle) -> XX""search(sofa)"")";G((ap_0 & Xap_1) -> XXap_2)
warehouse.jsonl;"['""search(teddy-bear)""', '""pickup(umbrella)""', '""pickup(skis)""']";Whenever pickup the skis and pickup the umbrella are equal, pickup the umbrella and search the teddy-bear are equal as well.;"G ( ( ""pickup(skis)"" <-> ""pickup(umbrella)"" ) -> ( ""pickup(umbrella)"" <-> ""search(teddy-bear)"" ) )";"G((""pickup(skis)"" <-> ""pickup(umbrella)"") -> (""pickup(umbrella)"" <-> ""search(teddy-bear)""))";G((ap_2 <-> ap_1) -> (ap_1 <-> ap_0))
warehouse.jsonl;['get_help'];The robot must eventually, avoid requesting assistance.;"F ( ! ""get_help"" )";F!get_help;F!ap_0
warehouse.jsonl;"['""deliver(pizza,shelf)""', '""search(spoon)""', '""pickup(tie)""']";Whenever pickup the tie and search the spoon are equal, search the spoon and deliver the pizza to the shelf are equal as well.;"G ( ( ""pickup(tie)"" <-> ""search(spoon)"" ) -> ( ""search(spoon)"" <-> ""deliver(pizza,shelf)"" ) )";"G((""pickup(tie)"" <-> ""search(spoon)"") -> (""deliver(pizza,shelf)"" <-> ""search(spoon)""))";G((ap_2 <-> ap_1) -> (ap_0 <-> ap_1))
warehouse.jsonl;"['idle', '""search(elephant)""', '""deliver(apple,loading_dock)""']";If idle holds and search the elephant holds next, then deliver the apple to the loading_dock holds in the step after that.;"G ( ""idle"" & X ""search(elephant)"" -> X X ""deliver(apple,loading_dock)"" )";"G((idle & X""search(elephant)"") -> XX""deliver(apple,loading_dock)"")";G((ap_0 & Xap_1) -> XXap_2)
warehouse.jsonl;"['""deliver(cow,loading_dock)""', '""deliver(parking_meter,shelf)""']";Our agent must eventually deliver the cow to the loading_dock or deliver the parking_meter to the shelf.;"F ( ""deliver(cow,loading_dock)"" | ""deliver(parking_meter,shelf)"" )";"F(""deliver(cow,loading_dock)"" | ""deliver(parking_meter,shelf)"")";F(ap_0 | ap_1)
warehouse.jsonl;"['get_help', '""deliver(spoon,shelf)""']";If get_help ever holds, deliver the spoon to the shelf must have held beforehand.;"( F ""get_help"" ) -> ( ! ""get_help"" U ( ""deliver(spoon,shelf)"" & ! ""get_help"" ) )";"Fget_help -> (!get_help U (""deliver(spoon,shelf)"" & !get_help))";Fap_0 -> (!ap_0 U (ap_1 & !ap_0))
warehouse.jsonl;"['""pickup(carrot)""', '""search(chair)""']";You must Eventually, both search the chair and pickup the carrot hold simultaneously.;"F ( ""search(chair)"" & ""pickup(carrot)"" )";"F(""pickup(carrot)"" & ""search(chair)"")";F(ap_0 & ap_1)
warehouse.jsonl;"['""search(backpack)""']";Search for the backpack should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""search(backpack)"" & X ""search(backpack)"" ) )";"!G!(""search(backpack)"" & X""search(backpack)"")";!G!(ap_0 & Xap_0)
warehouse.jsonl;"['""pickup(wine_glass)""', '""deliver(backpack,shelf)""', '""deliver(hot_dog,shelf)""']";If every deliver the backpack to the shelf is eventually followed by picking up the wine_glass, then deliver the hot_dog to the shelf must occur infinitely often.;"G ( ""deliver(backpack,shelf)"" -> F ""pickup(wine_glass)"" ) -> G F ""deliver(hot_dog,shelf)""";"G(""deliver(backpack,shelf)"" -> F""pickup(wine_glass)"") -> GF""deliver(hot_dog,shelf)""";G(ap_1 -> Fap_0) -> GFap_2
warehouse.jsonl;"['idle', '""search(aeroplane)""']";Either idle or search the aeroplane happens infinitely often.;"G F ""idle"" | G F ""search(aeroplane)""";"GFidle | GF""search(aeroplane)""";GFap_0 | GFap_1
warehouse.jsonl;"['idle', '""pickup(clock)""', '""pickup(train)""']";Whenever neither idle nor pickup the train holds, pickup the clock eventually holds.;"G ( ! ( ""idle"" & ""pickup(train)"" ) -> F ""pickup(clock)"" )";"G(!(idle & ""pickup(train)"") -> F""pickup(clock)"")";G(!(ap_0 & ap_2) -> Fap_1)
warehouse.jsonl;['get_help'];Get help should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""get_help"" & X ""get_help"" ) )";!G!(get_help & Xget_help);!G!(ap_0 & Xap_0)
warehouse.jsonl;"['""deliver(parking_meter,loading_dock)""', '""pickup(baseball_bat)""']";Either pickup the baseball_bat or deliver the parking_meter to the loading_dock happens infinitely often.;"G F ""pickup(baseball_bat)"" | G F ""deliver(parking_meter,loading_dock)""";"GF""pickup(baseball_bat)"" | GF""deliver(parking_meter,loading_dock)""";GFap_1 | GFap_0
warehouse.jsonl;['idle'];From some point onwards, idle never occurs again.;"F G ! ""idle""";FG!idle;FG!ap_0
warehouse.jsonl;['idle'];Idle should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""idle"" & X ""idle"" ) )";!G!(idle & Xidle);!G!(ap_0 & Xap_0)
