source;APs;original NL;original LTL;Spot LTL;lifted_LTL
traffic_light.jsonl;"['get_help', '""photo(vehicle,west_2nd_avenue)""', '""record(jaywalker,northeast_8th_avenue)""']";If record the jaywalker on northeast_8th_avenue holds and photo the vehicle on west_2nd_avenue holds next, then get_help holds in the step after that.;"G ( ""record(jaywalker,northeast_8th_avenue)"" & X ""photo(vehicle,west_2nd_avenue)"" -> X X ""get_help"" )";"G((""record(jaywalker,northeast_8th_avenue)"" & X""photo(vehicle,west_2nd_avenue)"") -> XXget_help)";G((ap_2 & Xap_1) -> XXap_0)
traffic_light.jsonl;"['get_help', '""record(collision,north_6th_avenue)""']";Whenever get_help holds, from the next step onwards record the collision on north_6th_avenue will eventually hold.;"G ( ""get_help"" -> X F ""record(collision,north_6th_avenue)"" )";"G(get_help -> XF""record(collision,north_6th_avenue)"")";G(ap_0 -> XFap_1)
traffic_light.jsonl;"['""record(vehicle,south_2nd_street)""', '""photo(person,east_4th_avenue)""']";When photo the person on east_4th_avenue happens, record the vehicle on south_2nd_street must hold now or in the next step.;"G ( ""photo(person,east_4th_avenue)"" -> ( ""record(vehicle,south_2nd_street)"" | X ""record(vehicle,south_2nd_street)"" ) )";"G(""photo(person,east_4th_avenue)"" -> (""record(vehicle,south_2nd_street)"" | X""record(vehicle,south_2nd_street)""))";G(ap_1 -> (ap_0 | Xap_0))
traffic_light.jsonl;"['""record(motorcycle,east_3rd_avenue)""', '""photo(jaywalker,southeast_6th_avenue)""']";Once photo the jaywalker on southeast_6th_avenue has occurred, record the motorcycle on east_3rd_avenue will never occur again.;"G ( ""photo(jaywalker,southeast_6th_avenue)"" -> X G ! ""record(motorcycle,east_3rd_avenue)"" )";"G(""photo(jaywalker,southeast_6th_avenue)"" -> XG!""record(motorcycle,east_3rd_avenue)"")";G(ap_1 -> XG!ap_0)
traffic_light.jsonl;"['""record(person,north_6th_avenue)""', '""photo(cyclist,northeast_1st_street)""', '""photo(vehicle,northwest_2nd_avenue)""']";If record the person on north_6th_avenue holds and photo the cyclist on northeast_1st_street holds next, then photo the vehicle on northwest_2nd_avenue holds in the step after that.;"G ( ""record(person,north_6th_avenue)"" & X ""photo(cyclist,northeast_1st_street)"" -> X X ""photo(vehicle,northwest_2nd_avenue)"" )";"G((""record(person,north_6th_avenue)"" & X""photo(cyclist,northeast_1st_street)"") -> XX""photo(vehicle,northwest_2nd_avenue)"")";G((ap_0 & Xap_1) -> XXap_2)
traffic_light.jsonl;"['get_help', '""photo(car,northwest_10th_street)""', '""photo(jaywalker,east_6th_avenue)""']";If get_help holds and photo the car on northwest_10th_street holds next, then photo the jaywalker on east_6th_avenue holds in the step after that.;"G ( ""get_help"" & X ""photo(car,northwest_10th_street)"" -> X X ""photo(jaywalker,east_6th_avenue)"" )";"G((get_help & X""photo(car,northwest_10th_street)"") -> XX""photo(jaywalker,east_6th_avenue)"")";G((ap_0 & Xap_1) -> XXap_2)
traffic_light.jsonl;"['""change(light_north,yellow)""', '""photo(cyclist,south_3rd_street)""']";Either change light_north yellow or photo the cyclist on south_3rd_street happens infinitely often.;"G F ""change(light_north,yellow)"" | G F ""photo(cyclist,south_3rd_street)""";"GF""change(light_north,yellow)"" | GF""photo(cyclist,south_3rd_street)""";GFap_0 | GFap_1
traffic_light.jsonl;"['""photo(car,northeast_2nd_avenue)""']";Take a picture of the car on northeast_2nd_avenue should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""photo(car,northeast_2nd_avenue)"" & X ""photo(car,northeast_2nd_avenue)"" ) )";"!G!(""photo(car,northeast_2nd_avenue)"" & X""photo(car,northeast_2nd_avenue)"")";!G!(ap_0 & Xap_0)
traffic_light.jsonl;"['""photo(car,southwest_7th_street)""', '""record(collision,south_7th_street)""']";Whenever record the collision on south_7th_street holds, photo the car on southwest_7th_street holds as well.;"G ( ""record(collision,south_7th_street)"" -> ""photo(car,southwest_7th_street)"" )";"G(""record(collision,south_7th_street)"" -> ""photo(car,southwest_7th_street)"")";G(ap_1 -> ap_0)
traffic_light.jsonl;"['""change(light_north,green)""']";Switch light_north green holds at all times.;"G ""change(light_north,green)""";"G""change(light_north,green)""";Gap_0
traffic_light.jsonl;"['""change(light_west,yellow)""', '""photo(person,northeast_9th_avenue)""']";Whenever change light_west yellow holds, eventually photo the person on northeast_9th_avenue will hold.;"G ( ""change(light_west,yellow)"" -> F ""photo(person,northeast_9th_avenue)"" )";"G(""change(light_west,yellow)"" -> F""photo(person,northeast_9th_avenue)"")";G(ap_0 -> Fap_1)
traffic_light.jsonl;"['""change(light_north,yellow)""', '""change(light_east,green)""', '""record(car,southeast_10th_avenue)""']";If change light_north yellow holds, then in the next step change light_east green persists until recording the car on southeast_10th_avenue holds, or else change light_east green holds forever.;"""change(light_north,yellow)"" -> X ( ( ""change(light_east,green)"" U ""record(car,southeast_10th_avenue)"" ) | G ""change(light_east,green)"" )";"""change(light_north,yellow)"" -> X((""change(light_east,green)"" U ""record(car,southeast_10th_avenue)"") | G""change(light_east,green)"")";ap_0 -> X((ap_1 U ap_2) | Gap_1)
traffic_light.jsonl;"['get_help', '""change(light_west,red)""']";Call for help can only happen after change light_west red.;"! ""get_help"" U ""change(light_west,red)""";"!get_help U ""change(light_west,red)""";!ap_0 U ap_1
traffic_light.jsonl;"['get_help', '""change(light_south,green)""', '""record(jaywalker,northeast_3rd_street)""']";If every change light_south green is eventually followed by geting help, then record the jaywalker on northeast_3rd_street must occur infinitely often.;"G ( ""change(light_south,green)"" -> F ""get_help"" ) -> G F ""record(jaywalker,northeast_3rd_street)""";"G(""change(light_south,green)"" -> Fget_help) -> GF""record(jaywalker,northeast_3rd_street)""";G(ap_1 -> Fap_0) -> GFap_2
traffic_light.jsonl;"['get_help', '""photo(cyclist,southeast_7th_street)""', '""photo(car,northeast_6th_street)""']";Whenever photo the cyclist on southeast_7th_street and get_help are equal, get_help and photo the car on northeast_6th_street are equal as well.;"G ( ( ""photo(cyclist,southeast_7th_street)"" <-> ""get_help"" ) -> ( ""get_help"" <-> ""photo(car,northeast_6th_street)"" ) )";"G((get_help <-> ""photo(cyclist,southeast_7th_street)"") -> (get_help <-> ""photo(car,northeast_6th_street)""))";G((ap_0 <-> ap_1) -> (ap_0 <-> ap_2))
traffic_light.jsonl;"['""record(vehicle,west_5th_street)""', '""record(motorcycle,east_1st_avenue)""']";Take a video of the motorcycle on east_1st_avenue and record the vehicle on west_5th_street are mutually exclusive at all times.;"G ! ( ""record(motorcycle,east_1st_avenue)"" & ""record(vehicle,west_5th_street)"" )";"G!(""record(motorcycle,east_1st_avenue)"" & ""record(vehicle,west_5th_street)"")";G!(ap_1 & ap_0)
traffic_light.jsonl;"['get_help', '""change(light_west,red)""', '""photo(cyclist,northeast_7th_street)""']";If change light_west red holds and get_help holds next, then photo the cyclist on northeast_7th_street holds in the step after that.;"G ( ""change(light_west,red)"" & X ""get_help"" -> X X ""photo(cyclist,northeast_7th_street)"" )";"G((""change(light_west,red)"" & Xget_help) -> XX""photo(cyclist,northeast_7th_street)"")";G((ap_1 & Xap_0) -> XXap_2)
traffic_light.jsonl;"['get_help', '""photo(car,northwest_5th_street)""', '""photo(pedestrian,northwest_10th_street)""']";Whenever neither get_help nor photo the car on northwest_5th_street holds, photo the pedestrian on northwest_10th_street eventually holds.;"G ( ! ( ""get_help"" & ""photo(car,northwest_5th_street)"" ) -> F ""photo(pedestrian,northwest_10th_street)"" )";"G(!(get_help & ""photo(car,northwest_5th_street)"") -> F""photo(pedestrian,northwest_10th_street)"")";G(!(ap_0 & ap_1) -> Fap_2)
traffic_light.jsonl;"['""record(motorcycle,southwest_10th_street)""', '""record(collision,west_1st_street)""']";Either record the motorcycle on southwest_10th_street happens infinitely often, or record the collision on west_1st_street happens in the next step.;"G F ""record(motorcycle,southwest_10th_street)"" | X ""record(collision,west_1st_street)""";"GF""record(motorcycle,southwest_10th_street)"" | X""record(collision,west_1st_street)""";GFap_0 | Xap_1
traffic_light.jsonl;"['get_help', '""record(collision,north_5th_street)""']";Take a video of the collision on north_5th_street must hold until calling for help does, or else record the collision on north_5th_street holds forever.;"( ""record(collision,north_5th_street)"" U ""get_help"" ) | G ""record(collision,north_5th_street)""";"(""record(collision,north_5th_street)"" U get_help) | G""record(collision,north_5th_street)""";(ap_1 U ap_0) | Gap_1
traffic_light.jsonl;"['get_help', '""record(person,south_4th_avenue)""', '""photo(car,north_5th_avenue)""']";If record the person on south_4th_avenue holds, then in the next step photo the car on north_5th_avenue persists until geting help holds, or else photo the car on north_5th_avenue holds forever.;"""record(person,south_4th_avenue)"" -> X ( ( ""photo(car,north_5th_avenue)"" U ""get_help"" ) | G ""photo(car,north_5th_avenue)"" )";"""record(person,south_4th_avenue)"" -> X((""photo(car,north_5th_avenue)"" U get_help) | G""photo(car,north_5th_avenue)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
traffic_light.jsonl;"['""photo(pedestrian,north_3rd_avenue)""', '""record(car,southeast_7th_avenue)""']";When record the car on southeast_7th_avenue happens, photo the pedestrian on north_3rd_avenue must hold now or in the next step.;"G ( ""record(car,southeast_7th_avenue)"" -> ( ""photo(pedestrian,north_3rd_avenue)"" | X ""photo(pedestrian,north_3rd_avenue)"" ) )";"G(""record(car,southeast_7th_avenue)"" -> (""photo(pedestrian,north_3rd_avenue)"" | X""photo(pedestrian,north_3rd_avenue)""))";G(ap_1 -> (ap_0 | Xap_0))
traffic_light.jsonl;"['get_help', '""change(light_north,green)""']";This controller must Eventually, both change light_north green and get_help hold simultaneously.;"F ( ""change(light_north,green)"" & ""get_help"" )";"F(""change(light_north,green)"" & get_help)";F(ap_1 & ap_0)
traffic_light.jsonl;"['get_help', '""record(cyclist,southwest_1st_street)""']";Get help must hold until record the cyclist on southwest_1st_street does, or else get_help holds forever.;"( ""get_help"" U ""record(cyclist,southwest_1st_street)"" ) | G ""get_help""";"(get_help U ""record(cyclist,southwest_1st_street)"") | Gget_help";(ap_0 U ap_1) | Gap_0
traffic_light.jsonl;"['get_help', '""photo(collision,north_3rd_avenue)""', '""record(collision,east_2nd_street)""']";Whenever neither get_help nor record the collision on east_2nd_street holds, photo the collision on north_3rd_avenue eventually holds.;"G ( ! ( ""get_help"" & ""record(collision,east_2nd_street)"" ) -> F ""photo(collision,north_3rd_avenue)"" )";"G(!(get_help & ""record(collision,east_2nd_street)"") -> F""photo(collision,north_3rd_avenue)"")";G(!(ap_0 & ap_2) -> Fap_1)
traffic_light.jsonl;['get_help'];Call for help holds at all times.;"G ""get_help""";Gget_help;Gap_0
traffic_light.jsonl;"['get_help', '""record(jaywalker,northeast_8th_avenue)""']";Every get_help is directly followed by recording the jaywalker on northeast_8th_avenue in the next step.;"G ( ""get_help"" -> X ""record(jaywalker,northeast_8th_avenue)"" )";"G(get_help -> X""record(jaywalker,northeast_8th_avenue)"")";G(ap_0 -> Xap_1)
traffic_light.jsonl;"['get_help', '""change(light_east,red)""']";Call for help can only happen after change light_east red.;"! ""get_help"" U ""change(light_east,red)""";"!get_help U ""change(light_east,red)""";!ap_0 U ap_1
traffic_light.jsonl;"['""photo(pedestrian,west_10th_avenue)""']";Our agent must eventually, avoid photoing the pedestrian on west_10th_avenue.;"F ( ! ""photo(pedestrian,west_10th_avenue)"" )";"F!""photo(pedestrian,west_10th_avenue)""";F!ap_0
traffic_light.jsonl;"['get_help', '""change(light_north,green)""', '""photo(pedestrian,west_4th_avenue)""']";If get_help holds and change light_north green holds next, then photo the pedestrian on west_4th_avenue holds in the step after that.;"G ( ""get_help"" & X ""change(light_north,green)"" -> X X ""photo(pedestrian,west_4th_avenue)"" )";"G((get_help & X""change(light_north,green)"") -> XX""photo(pedestrian,west_4th_avenue)"")";G((ap_0 & Xap_1) -> XXap_2)
traffic_light.jsonl;"['""record(person,northeast_7th_avenue)""', '""record(pedestrian,northwest_2nd_avenue)""']";Begin recording the person on northeast_7th_avenue must hold until record the pedestrian on northwest_2nd_avenue does, or else record the person on northeast_7th_avenue holds forever.;"( ""record(person,northeast_7th_avenue)"" U ""record(pedestrian,northwest_2nd_avenue)"" ) | G ""record(person,northeast_7th_avenue)""";"(""record(person,northeast_7th_avenue)"" U ""record(pedestrian,northwest_2nd_avenue)"") | G""record(person,northeast_7th_avenue)""";(ap_0 U ap_1) | Gap_0
traffic_light.jsonl;"['""record(cyclist,northwest_2nd_avenue)""']";This controller must eventually, avoid begining recording the cyclist on northwest_2nd_avenue.;"F ( ! ""record(cyclist,northwest_2nd_avenue)"" )";"F!""record(cyclist,northwest_2nd_avenue)""";F!ap_0
traffic_light.jsonl;"['""record(person,southeast_8th_street)""', '""photo(jaywalker,south_8th_street)""']";Once record the person on southeast_8th_street has occurred, photo the jaywalker on south_8th_street will never occur again.;"G ( ""record(person,southeast_8th_street)"" -> X G ! ""photo(jaywalker,south_8th_street)"" )";"G(""record(person,southeast_8th_street)"" -> XG!""photo(jaywalker,south_8th_street)"")";G(ap_0 -> XG!ap_1)
traffic_light.jsonl;"['""photo(motorcycle,northwest_8th_avenue)""', '""photo(motorcycle,west_4th_street)""']";Photograph the motorcycle on northwest_8th_avenue must keep holding until, from some point on, photo the motorcycle on west_4th_street holds infinitely often.;"""photo(motorcycle,northwest_8th_avenue)"" U ( G ( F ""photo(motorcycle,west_4th_street)"" ) )";"""photo(motorcycle,northwest_8th_avenue)"" U GF""photo(motorcycle,west_4th_street)""";ap_0 U GFap_1
traffic_light.jsonl;"['""record(car,south_10th_street)""', '""photo(pedestrian,north_7th_avenue)""']";Whenever photo the pedestrian on north_7th_avenue holds, eventually record the car on south_10th_street will hold.;"G ( ""photo(pedestrian,north_7th_avenue)"" -> F ""record(car,south_10th_street)"" )";"G(""photo(pedestrian,north_7th_avenue)"" -> F""record(car,south_10th_street)"")";G(ap_1 -> Fap_0)
traffic_light.jsonl;"['""photo(person,southeast_7th_avenue)""', '""record(car,northeast_2nd_street)""']";This controller must always maintain both record the car on northeast_2nd_street and photo the person on southeast_7th_avenue.;"G ( ""record(car,northeast_2nd_street)"" & ""photo(person,southeast_7th_avenue)"" )";"G(""photo(person,southeast_7th_avenue)"" & ""record(car,northeast_2nd_street)"")";G(ap_0 & ap_1)
traffic_light.jsonl;"['""change(light_west,yellow)""', '""record(collision,north_6th_street)""', '""photo(person,southeast_3rd_street)""']";If change light_west yellow holds, then in the next step record the collision on north_6th_street persists until photoing the person on southeast_3rd_street holds, or else record the collision on north_6th_street holds forever.;"""change(light_west,yellow)"" -> X ( ( ""record(collision,north_6th_street)"" U ""photo(person,southeast_3rd_street)"" ) | G ""record(collision,north_6th_street)"" )";"""change(light_west,yellow)"" -> X((""record(collision,north_6th_street)"" U ""photo(person,southeast_3rd_street)"") | G""record(collision,north_6th_street)"")";ap_0 -> X((ap_1 U ap_2) | Gap_1)
traffic_light.jsonl;"['get_help', '""photo(motorcycle,southwest_7th_street)""', '""record(vehicle,west_3rd_avenue)""']";Whenever neither photo the motorcycle on southwest_7th_street nor get_help holds, record the vehicle on west_3rd_avenue eventually holds.;"G ( ! ( ""photo(motorcycle,southwest_7th_street)"" & ""get_help"" ) -> F ""record(vehicle,west_3rd_avenue)"" )";"G(!(get_help & ""photo(motorcycle,southwest_7th_street)"") -> F""record(vehicle,west_3rd_avenue)"")";G(!(ap_0 & ap_1) -> Fap_2)
traffic_light.jsonl;"['get_help', '""record(motorcycle,southeast_6th_avenue)""']";Begin recording the motorcycle on southeast_6th_avenue must hold until calling for help does, or else record the motorcycle on southeast_6th_avenue holds forever.;"( ""record(motorcycle,southeast_6th_avenue)"" U ""get_help"" ) | G ""record(motorcycle,southeast_6th_avenue)""";"(""record(motorcycle,southeast_6th_avenue)"" U get_help) | G""record(motorcycle,southeast_6th_avenue)""";(ap_1 U ap_0) | Gap_1
traffic_light.jsonl;"['get_help', '""record(person,northeast_1st_avenue)""']";Begin recording the person on northeast_1st_avenue must hold until calling for help does, or else record the person on northeast_1st_avenue holds forever.;"( ""record(person,northeast_1st_avenue)"" U ""get_help"" ) | G ""record(person,northeast_1st_avenue)""";"(""record(person,northeast_1st_avenue)"" U get_help) | G""record(person,northeast_1st_avenue)""";(ap_1 U ap_0) | Gap_1
traffic_light.jsonl;"['get_help', '""record(pedestrian,west_9th_street)""']";If record the pedestrian on west_9th_street ever holds, get_help must have held beforehand.;"( F ""record(pedestrian,west_9th_street)"" ) -> ( ! ""record(pedestrian,west_9th_street)"" U ( ""get_help"" & ! ""record(pedestrian,west_9th_street)"" ) )";"F""record(pedestrian,west_9th_street)"" -> (!""record(pedestrian,west_9th_street)"" U (get_help & !""record(pedestrian,west_9th_street)""))";Fap_1 -> (!ap_1 U (ap_0 & !ap_1))
traffic_light.jsonl;"['get_help', '""record(cyclist,south_9th_avenue)""']";Once get_help has occurred, record the cyclist on south_9th_avenue will never occur again.;"G ( ""get_help"" -> X G ! ""record(cyclist,south_9th_avenue)"" )";"G(get_help -> XG!""record(cyclist,south_9th_avenue)"")";G(ap_0 -> XG!ap_1)
traffic_light.jsonl;"['get_help', '""photo(jaywalker,west_4th_avenue)""']";Our agent must eventually get_help and photo the jaywalker on west_4th_avenue.;"F ( ""get_help"" & ""photo(jaywalker,west_4th_avenue)"" )";"F(get_help & ""photo(jaywalker,west_4th_avenue)"")";F(ap_0 & ap_1)
traffic_light.jsonl;"['get_help', '""photo(vehicle,west_6th_street)""', '""photo(pedestrian,northwest_3rd_avenue)""']";Whenever get_help and photo the vehicle on west_6th_street are equal, photo the vehicle on west_6th_street and photo the pedestrian on northwest_3rd_avenue are equal as well.;"G ( ( ""get_help"" <-> ""photo(vehicle,west_6th_street)"" ) -> ( ""photo(vehicle,west_6th_street)"" <-> ""photo(pedestrian,northwest_3rd_avenue)"" ) )";"G((get_help <-> ""photo(vehicle,west_6th_street)"") -> (""photo(pedestrian,northwest_3rd_avenue)"" <-> ""photo(vehicle,west_6th_street)""))";G((ap_0 <-> ap_1) -> (ap_2 <-> ap_1))
traffic_light.jsonl;"['get_help', '""record(car,north_3rd_avenue)""', '""record(jaywalker,northeast_6th_avenue)""']";If every get_help is eventually followed by recording the car on north_3rd_avenue, then record the jaywalker on northeast_6th_avenue must occur infinitely often.;"G ( ""get_help"" -> F ""record(car,north_3rd_avenue)"" ) -> G F ""record(jaywalker,northeast_6th_avenue)""";"G(get_help -> F""record(car,north_3rd_avenue)"") -> GF""record(jaywalker,northeast_6th_avenue)""";G(ap_0 -> Fap_1) -> GFap_2
traffic_light.jsonl;"['""record(collision,southwest_9th_avenue)""']";From some point onwards, record the collision on southwest_9th_avenue never occurs again.;"F G ! ""record(collision,southwest_9th_avenue)""";"FG!""record(collision,southwest_9th_avenue)""";FG!ap_0
traffic_light.jsonl;"['get_help', '""record(cyclist,east_8th_avenue)""']";Record the cyclist on east_8th_avenue and get_help are mutually exclusive at all times.;"G ! ( ""record(cyclist,east_8th_avenue)"" & ""get_help"" )";"G!(get_help & ""record(cyclist,east_8th_avenue)"")";G!(ap_0 & ap_1)
traffic_light.jsonl;"['get_help', '""change(light_south,yellow)""', '""change(light_east,red)""']";Whenever neither change light_east red nor get_help holds, change light_south yellow eventually holds.;"G ( ! ( ""change(light_east,red)"" & ""get_help"" ) -> F ""change(light_south,yellow)"" )";"G(!(""change(light_east,red)"" & get_help) -> F""change(light_south,yellow)"")";G(!(ap_2 & ap_0) -> Fap_1)
traffic_light.jsonl;"['get_help', '""photo(vehicle,west_2nd_street)""']";Once get_help has occurred, photo the vehicle on west_2nd_street will never occur again.;"G ( ""get_help"" -> X G ! ""photo(vehicle,west_2nd_street)"" )";"G(get_help -> XG!""photo(vehicle,west_2nd_street)"")";G(ap_0 -> XG!ap_1)
traffic_light.jsonl;"['""change(light_east,green)""', '""record(cyclist,west_7th_street)""', '""record(pedestrian,northeast_8th_avenue)""']";If record the cyclist on west_7th_street holds, then in the next step record the pedestrian on northeast_8th_avenue persists until change light_east green holds, or else record the pedestrian on northeast_8th_avenue holds forever.;"""record(cyclist,west_7th_street)"" -> X ( ( ""record(pedestrian,northeast_8th_avenue)"" U ""change(light_east,green)"" ) | G ""record(pedestrian,northeast_8th_avenue)"" )";"""record(cyclist,west_7th_street)"" -> X((""record(pedestrian,northeast_8th_avenue)"" U ""change(light_east,green)"") | G""record(pedestrian,northeast_8th_avenue)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
traffic_light.jsonl;"['""change(light_south,green)""', '""photo(motorcycle,northeast_7th_avenue)""']";Either change light_south green or photo the motorcycle on northeast_7th_avenue happens infinitely often.;"G F ""change(light_south,green)"" | G F ""photo(motorcycle,northeast_7th_avenue)""";"GF""change(light_south,green)"" | GF""photo(motorcycle,northeast_7th_avenue)""";GFap_0 | GFap_1
traffic_light.jsonl;"['get_help', '""change(light_west,red)""']";Whenever get_help holds, change light_west red holds exactly three steps later.;"G ( ""get_help"" -> X ( X ( X ""change(light_west,red)"" ) ) )";"G(get_help -> XXX""change(light_west,red)"")";G(ap_0 -> XXXap_1)
traffic_light.jsonl;"['get_help', '""change(light_east,green)""']";The system must Eventually, both change light_east green and get_help hold simultaneously.;"F ( ""change(light_east,green)"" & ""get_help"" )";"F(""change(light_east,green)"" & get_help)";F(ap_1 & ap_0)
traffic_light.jsonl;"['""change(light_east,red)""', '""change(light_north,green)""']";Update light_north green and change light_east red will each happen at some point.;"F ""change(light_north,green)"" & F ""change(light_east,red)""";"F""change(light_north,green)"" & F""change(light_east,red)""";Fap_1 & Fap_0
traffic_light.jsonl;"['get_help', '""record(person,north_3rd_avenue)""', '""photo(car,southeast_7th_street)""']";Whenever neither get_help nor record the person on north_3rd_avenue holds, photo the car on southeast_7th_street eventually holds.;"G ( ! ( ""get_help"" & ""record(person,north_3rd_avenue)"" ) -> F ""photo(car,southeast_7th_street)"" )";"G(!(get_help & ""record(person,north_3rd_avenue)"") -> F""photo(car,southeast_7th_street)"")";G(!(ap_0 & ap_1) -> Fap_2)
traffic_light.jsonl;"['""record(person,north_4th_avenue)""', '""photo(collision,west_3rd_street)""']";Either record the person on north_4th_avenue or photo the collision on west_3rd_street happens infinitely often.;"G F ""record(person,north_4th_avenue)"" | G F ""photo(collision,west_3rd_street)""";"GF""record(person,north_4th_avenue)"" | GF""photo(collision,west_3rd_street)""";GFap_0 | GFap_1
traffic_light.jsonl;['get_help'];From some point onwards, get_help never occurs again.;"F G ! ""get_help""";FG!get_help;FG!ap_0
traffic_light.jsonl;"['""photo(motorcycle,northeast_7th_avenue)""', '""photo(car,south_3rd_street)""']";At every step, photo the car on south_3rd_street equals the value of photo the motorcycle on northeast_7th_avenue in the next step.;"G ( ""photo(car,south_3rd_street)"" <-> X ""photo(motorcycle,northeast_7th_avenue)"" )";"G(""photo(car,south_3rd_street)"" <-> X""photo(motorcycle,northeast_7th_avenue)"")";G(ap_1 <-> Xap_0)
traffic_light.jsonl;"['get_help', '""photo(car,south_6th_avenue)""']";Either get_help happens infinitely often, or photo the car on south_6th_avenue happens in the next step.;"G F ""get_help"" | X ""photo(car,south_6th_avenue)""";"GFget_help | X""photo(car,south_6th_avenue)""";GFap_0 | Xap_1
traffic_light.jsonl;"['get_help', '""change(light_south,yellow)""']";Either get_help happens infinitely often, or change light_south yellow happens in the next step.;"G F ""get_help"" | X ""change(light_south,yellow)""";"GFget_help | X""change(light_south,yellow)""";GFap_0 | Xap_1
traffic_light.jsonl;['get_help'];Call for help should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""get_help"" & X ""get_help"" ) )";!G!(get_help & Xget_help);!G!(ap_0 & Xap_0)
traffic_light.jsonl;"['""change(light_south,green)""', '""record(vehicle,north_1st_street)""', '""photo(collision,northwest_6th_avenue)""']";If record the vehicle on north_1st_street holds, then in the next step photo the collision on northwest_6th_avenue persists until change light_south green holds, or else photo the collision on northwest_6th_avenue holds forever.;"""record(vehicle,north_1st_street)"" -> X ( ( ""photo(collision,northwest_6th_avenue)"" U ""change(light_south,green)"" ) | G ""photo(collision,northwest_6th_avenue)"" )";"""record(vehicle,north_1st_street)"" -> X((""photo(collision,northwest_6th_avenue)"" U ""change(light_south,green)"") | G""photo(collision,northwest_6th_avenue)"")";ap_1 -> X((ap_2 U ap_0) | Gap_2)
traffic_light.jsonl;"['get_help', '""record(vehicle,southwest_10th_street)""']";Record the vehicle on southwest_10th_street can only happen after calling for help.;"! ""record(vehicle,southwest_10th_street)"" U ""get_help""";"!""record(vehicle,southwest_10th_street)"" U get_help";!ap_1 U ap_0
traffic_light.jsonl;"['""photo(car,north_7th_avenue)""']";Take a picture of the car on north_7th_avenue holds at all times.;"G ""photo(car,north_7th_avenue)""";"G""photo(car,north_7th_avenue)""";Gap_0
traffic_light.jsonl;"['get_help', '""photo(car,west_10th_street)""']";At every step, get_help equals the value of photo the car on west_10th_street in the next step.;"G ( ""get_help"" <-> X ""photo(car,west_10th_street)"" )";"G(get_help <-> X""photo(car,west_10th_street)"")";G(ap_0 <-> Xap_1)
traffic_light.jsonl;"['get_help', '""record(car,southwest_10th_avenue)""', '""record(car,east_9th_street)""']";If every record the car on southwest_10th_avenue is eventually followed by taking a video of the car on east_9th_street, then get_help must occur infinitely often.;"G ( ""record(car,southwest_10th_avenue)"" -> F ""record(car,east_9th_street)"" ) -> G F ""get_help""";"G(""record(car,southwest_10th_avenue)"" -> F""record(car,east_9th_street)"") -> GFget_help";G(ap_1 -> Fap_2) -> GFap_0
traffic_light.jsonl;"['""change(light_north,red)""', '""photo(cyclist,southeast_7th_avenue)""']";The system must eventually photo the cyclist on southeast_7th_avenue and change light_north red.;"F ( ""photo(cyclist,southeast_7th_avenue)"" & ""change(light_north,red)"" )";"F(""change(light_north,red)"" & ""photo(cyclist,southeast_7th_avenue)"")";F(ap_0 & ap_1)
traffic_light.jsonl;"['""change(light_west,yellow)""', '""record(collision,northeast_8th_avenue)""']";You must always maintain both change light_west yellow and record the collision on northeast_8th_avenue.;"G ( ""change(light_west,yellow)"" & ""record(collision,northeast_8th_avenue)"" )";"G(""change(light_west,yellow)"" & ""record(collision,northeast_8th_avenue)"")";G(ap_0 & ap_1)
traffic_light.jsonl;"['""change(light_north,yellow)""', '""record(pedestrian,north_1st_street)""', '""photo(jaywalker,northeast_9th_avenue)""']";Whenever neither photo the jaywalker on northeast_9th_avenue nor record the pedestrian on north_1st_street holds, change light_north yellow eventually holds.;"G ( ! ( ""photo(jaywalker,northeast_9th_avenue)"" & ""record(pedestrian,north_1st_street)"" ) -> F ""change(light_north,yellow)"" )";"G(!(""photo(jaywalker,northeast_9th_avenue)"" & ""record(pedestrian,north_1st_street)"") -> F""change(light_north,yellow)"")";G(!(ap_2 & ap_1) -> Fap_0)
traffic_light.jsonl;"['get_help', '""photo(collision,west_2nd_avenue)""', '""photo(jaywalker,southeast_7th_street)""']";If photo the collision on west_2nd_avenue holds and get_help holds next, then photo the jaywalker on southeast_7th_street holds in the step after that.;"G ( ""photo(collision,west_2nd_avenue)"" & X ""get_help"" -> X X ""photo(jaywalker,southeast_7th_street)"" )";"G((""photo(collision,west_2nd_avenue)"" & Xget_help) -> XX""photo(jaywalker,southeast_7th_street)"")";G((ap_1 & Xap_0) -> XXap_2)
traffic_light.jsonl;"['get_help', '""photo(car,north_2nd_avenue)""', '""record(jaywalker,east_9th_avenue)""']";If every get_help is eventually followed by photoing the car on north_2nd_avenue, then record the jaywalker on east_9th_avenue must occur infinitely often.;"G ( ""get_help"" -> F ""photo(car,north_2nd_avenue)"" ) -> G F ""record(jaywalker,east_9th_avenue)""";"G(get_help -> F""photo(car,north_2nd_avenue)"") -> GF""record(jaywalker,east_9th_avenue)""";G(ap_0 -> Fap_1) -> GFap_2
