source;APs;original NL;original LTL;Spot LTL;lifted_LTL
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', 'go_home', '""avoid(active_gas_leak)""']";Whenever avoid the active_gas_leak and go_home are equal, go_home and communicate the injured_rescuer are equal as well.;"G ( ( ""avoid(active_gas_leak)"" <-> ""go_home"" ) -> ( ""go_home"" <-> ""communicate(injured_rescuer)"" ) )";"G((""avoid(active_gas_leak)"" <-> go_home) -> (""communicate(injured_rescuer)"" <-> go_home))";G((ap_2 <-> ap_1) -> (ap_0 <-> ap_1))
search_and_rescue.jsonl;"['""communicate(safe_rescuer)""', '""communicate(injured_hostile)""']";At every step, communicate the safe_rescuer equals the value of communicate the injured_hostile in the next step.;"G ( ""communicate(safe_rescuer)"" <-> X ""communicate(injured_hostile)"" )";"G(""communicate(safe_rescuer)"" <-> X""communicate(injured_hostile)"")";G(ap_0 <-> Xap_1)
search_and_rescue.jsonl;"['go_home', '""photo(debris)""']";Return to base and photo debris are mutually exclusive at all times.;"G ! ( ""go_home"" & ""photo(debris)"" )";"G!(go_home & ""photo(debris)"")";G!(ap_0 & ap_1)
search_and_rescue.jsonl;"['""record(unsafe_rescuer)""']";Take a video of unsafe_rescuer should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""record(unsafe_rescuer)"" & X ""record(unsafe_rescuer)"" ) )";"!G!(""record(unsafe_rescuer)"" & X""record(unsafe_rescuer)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['""communicate(injured_victim)""', 'go_home', '""record(flood)""']";If communicate the injured_victim holds and record flood holds next, then go_home holds in the step after that.;"G ( ""communicate(injured_victim)"" & X ""record(flood)"" -> X X ""go_home"" )";"G((""communicate(injured_victim)"" & X""record(flood)"") -> XXgo_home)";G((ap_0 & Xap_2) -> XXap_1)
search_and_rescue.jsonl;"['""communicate(injured_victim)""']";From some point onwards, communicate the injured_victim never occurs again.;"F G ! ""communicate(injured_victim)""";"FG!""communicate(injured_victim)""";FG!ap_0
search_and_rescue.jsonl;"['get_help', 'go_home', '""photo(safe_rescuer)""']";If get_help holds and photo safe_rescuer holds next, then go_home holds in the step after that.;"G ( ""get_help"" & X ""photo(safe_rescuer)"" -> X X ""go_home"" )";"G((get_help & X""photo(safe_rescuer)"") -> XXgo_home)";G((ap_0 & Xap_2) -> XXap_1)
search_and_rescue.jsonl;"['""communicate(injured_victim)""', '""communicate(safe_victim)""']";Talk to the safe_victim must keep holding until, from some point on, communicate the injured_victim holds infinitely often.;"""communicate(safe_victim)"" U ( G ( F ""communicate(injured_victim)"" ) )";"""communicate(safe_victim)"" U GF""communicate(injured_victim)""";ap_1 U GFap_0
search_and_rescue.jsonl;"['""photo(safe_victim)""', 'get_help', 'go_home']";Whenever photo safe_victim and get_help are equal, get_help and go_home are equal as well.;"G ( ( ""photo(safe_victim)"" <-> ""get_help"" ) -> ( ""get_help"" <-> ""go_home"" ) )";"G((get_help <-> ""photo(safe_victim)"") -> (get_help <-> go_home))";G((ap_1 <-> ap_0) -> (ap_1 <-> ap_2))
search_and_rescue.jsonl;['get_help'];Get help should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""get_help"" & X ""get_help"" ) )";!G!(get_help & Xget_help);!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['""communicate(safe_victim)""', '""photo(unstable_beam)""']";Whenever communicate the safe_victim holds, photo unstable_beam holds exactly three steps later.;"G ( ""communicate(safe_victim)"" -> X ( X ( X ""photo(unstable_beam)"" ) ) )";"G(""communicate(safe_victim)"" -> XXX""photo(unstable_beam)"")";G(ap_0 -> XXXap_1)
search_and_rescue.jsonl;"['get_help', '""photo(fire_source)""']";You must always maintain both get_help and photo fire_source.;"G ( ""get_help"" & ""photo(fire_source)"" )";"G(get_help & ""photo(fire_source)"")";G(ap_0 & ap_1)
search_and_rescue.jsonl;['go_home'];Return to base holds at all times.;"G ""go_home""";Ggo_home;Gap_0
search_and_rescue.jsonl;"['""avoid(inactive_gas_leak)""']";The system must avoid the inactive_gas_leak should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""avoid(inactive_gas_leak)"" & X ""avoid(inactive_gas_leak)"" ) )";"!G!(""avoid(inactive_gas_leak)"" & X""avoid(inactive_gas_leak)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['get_help', 'go_home', '""avoid(inactive_flood)""']";If get_help holds and go_home holds next, then avoid the inactive_flood holds in the step after that.;"G ( ""get_help"" & X ""go_home"" -> X X ""avoid(inactive_flood)"" )";"G((get_help & Xgo_home) -> XX""avoid(inactive_flood)"")";G((ap_0 & Xap_1) -> XXap_2)
search_and_rescue.jsonl;"['""record(safe_person)""']";Begin recording safe_person holds at all times.;"G ""record(safe_person)""";"G""record(safe_person)""";Gap_0
search_and_rescue.jsonl;"['get_help', '""deliver_aid(safe_victim)""', 'go_home']";If go_home holds and get_help holds next, then deliver_aid the safe_victim holds in the step after that.;"G ( ""go_home"" & X ""get_help"" -> X X ""deliver_aid(safe_victim)"" )";"G((go_home & Xget_help) -> XX""deliver_aid(safe_victim)"")";G((ap_2 & Xap_0) -> XXap_1)
search_and_rescue.jsonl;"['""record(gas_leak)""', '""communicate(injured_hostile)""']";Establish communication with the injured_hostile must keep holding until, from some point on, record gas_leak holds infinitely often.;"""communicate(injured_hostile)"" U ( G ( F ""record(gas_leak)"" ) )";"""communicate(injured_hostile)"" U GF""record(gas_leak)""";ap_1 U GFap_0
search_and_rescue.jsonl;['get_help'];Our agent must eventually, avoid calling for help.;"F ( ! ""get_help"" )";F!get_help;F!ap_0
search_and_rescue.jsonl;"['""deliver_aid(safe_victim)""', '""deliver_aid(injured_rescuer)""']";Deliver aid to the safe_victim and deliver_aid the injured_rescuer are mutually exclusive at all times.;"G ! ( ""deliver_aid(safe_victim)"" & ""deliver_aid(injured_rescuer)"" )";"G!(""deliver_aid(injured_rescuer)"" & ""deliver_aid(safe_victim)"")";G!(ap_1 & ap_0)
search_and_rescue.jsonl;"['""communicate(injured_hostile)""', '""avoid(nearest_debris)""']";In this task, communicate the injured_hostile, then avoid the nearest_debris.;"( ""communicate(injured_hostile)"" U ""avoid(nearest_debris)"" )";"""communicate(injured_hostile)"" U ""avoid(nearest_debris)""";ap_0 U ap_1
search_and_rescue.jsonl;"['""photo(injured_rescuer)""']";Photograph injured_rescuer should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""photo(injured_rescuer)"" & X ""photo(injured_rescuer)"" ) )";"!G!(""photo(injured_rescuer)"" & X""photo(injured_rescuer)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['""photo(injured_rescuer)""', '""photo(unsafe_victim)""']";Whenever photo unsafe_victim holds, eventually photo injured_rescuer will hold.;"G ( ""photo(unsafe_victim)"" -> F ""photo(injured_rescuer)"" )";"G(""photo(unsafe_victim)"" -> F""photo(injured_rescuer)"")";G(ap_1 -> Fap_0)
search_and_rescue.jsonl;"['""photo(injured_person)""', '""record(injured_victim)""']";Either photo injured_person happens infinitely often, or record injured_victim happens in the next step.;"G F ""photo(injured_person)"" | X ""record(injured_victim)""";"GF""photo(injured_person)"" | X""record(injured_victim)""";GFap_0 | Xap_1
search_and_rescue.jsonl;"['""deliver_aid(safe_victim)""', '""communicate(injured_hostile)""', '""avoid(active_fire_source)""']";Whenever communicate the injured_hostile and deliver_aid the safe_victim are equal, deliver_aid the safe_victim and avoid the active_fire_source are equal as well.;"G ( ( ""communicate(injured_hostile)"" <-> ""deliver_aid(safe_victim)"" ) -> ( ""deliver_aid(safe_victim)"" <-> ""avoid(active_fire_source)"" ) )";"G((""communicate(injured_hostile)"" <-> ""deliver_aid(safe_victim)"") -> (""avoid(active_fire_source)"" <-> ""deliver_aid(safe_victim)""))";G((ap_1 <-> ap_0) -> (ap_2 <-> ap_0))
search_and_rescue.jsonl;"['""avoid(probable_flood)""', 'get_help', '""avoid(impending_fire_source)""']";If every get_help is eventually followed by staying away from the impending_fire_source, then avoid the probable_flood must occur infinitely often.;"G ( ""get_help"" -> F ""avoid(impending_fire_source)"" ) -> G F ""avoid(probable_flood)""";"G(get_help -> F""avoid(impending_fire_source)"") -> GF""avoid(probable_flood)""";G(ap_1 -> Fap_2) -> GFap_0
search_and_rescue.jsonl;"['go_home', '""photo(gas_leak)""', '""avoid(inactive_flood)""']";If go_home holds, then in the next step photo gas_leak persists until avoid the inactive_flood holds, or else photo gas_leak holds forever.;"""go_home"" -> X ( ( ""photo(gas_leak)"" U ""avoid(inactive_flood)"" ) | G ""photo(gas_leak)"" )";"go_home -> X((""photo(gas_leak)"" U ""avoid(inactive_flood)"") | G""photo(gas_leak)"")";ap_0 -> X((ap_1 U ap_2) | Gap_1)
search_and_rescue.jsonl;"['get_help', '""avoid(probable_debris)""']";You must avoid the probable_debris must hold until calling for help does, or else avoid the probable_debris holds forever.;"( ""avoid(probable_debris)"" U ""get_help"" ) | G ""avoid(probable_debris)""";"(""avoid(probable_debris)"" U get_help) | G""avoid(probable_debris)""";(ap_1 U ap_0) | Gap_1
search_and_rescue.jsonl;"['""deliver_aid(safe_hostile)""', '""avoid(inactive_fire_source)""', '""avoid(active_fire_source)""']";If deliver_aid the safe_hostile holds, then in the next step avoid the inactive_fire_source persists until avoid the active_fire_source holds, or else avoid the inactive_fire_source holds forever.;"""deliver_aid(safe_hostile)"" -> X ( ( ""avoid(inactive_fire_source)"" U ""avoid(active_fire_source)"" ) | G ""avoid(inactive_fire_source)"" )";"""deliver_aid(safe_hostile)"" -> X((""avoid(inactive_fire_source)"" U ""avoid(active_fire_source)"") | G""avoid(inactive_fire_source)"")";ap_0 -> X((ap_1 U ap_2) | Gap_1)
search_and_rescue.jsonl;"['get_help', '""avoid(impending_debris)""']";If avoid the impending_debris happens infinitely often, then so does get_help.;"G F ""avoid(impending_debris)"" -> G F ""get_help""";"GF""avoid(impending_debris)"" -> GFget_help";GFap_1 -> GFap_0
search_and_rescue.jsonl;"['go_home', '""communicate(safe_hostile)""']";Establish communication with the safe_hostile and go_home are mutually exclusive at all times.;"G ! ( ""communicate(safe_hostile)"" & ""go_home"" )";"G!(""communicate(safe_hostile)"" & go_home)";G!(ap_1 & ap_0)
search_and_rescue.jsonl;"['""deliver_aid(safe_hostile)""']";From some point onwards, deliver_aid the safe_hostile never occurs again.;"F G ! ""deliver_aid(safe_hostile)""";"FG!""deliver_aid(safe_hostile)""";FG!ap_0
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', 'go_home', '""communicate(injured_hostile)""']";Whenever communicate the injured_rescuer and communicate the injured_hostile are equal, communicate the injured_hostile and go_home are equal as well.;"G ( ( ""communicate(injured_rescuer)"" <-> ""communicate(injured_hostile)"" ) -> ( ""communicate(injured_hostile)"" <-> ""go_home"" ) )";"G((""communicate(injured_hostile)"" <-> ""communicate(injured_rescuer)"") -> (""communicate(injured_hostile)"" <-> go_home))";G((ap_2 <-> ap_0) -> (ap_2 <-> ap_1))
search_and_rescue.jsonl;"['get_help', '""deliver_aid(injured_hostile)""', '""record(unstable_beam)""']";If record unstable_beam holds and get_help holds next, then deliver_aid the injured_hostile holds in the step after that.;"G ( ""record(unstable_beam)"" & X ""get_help"" -> X X ""deliver_aid(injured_hostile)"" )";"G((""record(unstable_beam)"" & Xget_help) -> XX""deliver_aid(injured_hostile)"")";G((ap_2 & Xap_0) -> XXap_1)
search_and_rescue.jsonl;"['go_home', '""photo(debris)""']";Whenever photo debris holds, eventually go_home will hold.;"G ( ""photo(debris)"" -> F ""go_home"" )";"G(""photo(debris)"" -> Fgo_home)";G(ap_1 -> Fap_0)
search_and_rescue.jsonl;['go_home'];The robot must eventually, avoid going back to base.;"F ( ! ""go_home"" )";F!go_home;F!ap_0
search_and_rescue.jsonl;"['""communicate(injured_victim)""']";Talk to the injured_victim should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""communicate(injured_victim)"" & X ""communicate(injured_victim)"" ) )";"!G!(""communicate(injured_victim)"" & X""communicate(injured_victim)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['""communicate(injured_victim)""', '""deliver_aid(injured_hostile)""']";You must Eventually, both deliver_aid the injured_hostile and communicate the injured_victim hold simultaneously.;"F ( ""deliver_aid(injured_hostile)"" & ""communicate(injured_victim)"" )";"F(""communicate(injured_victim)"" & ""deliver_aid(injured_hostile)"")";F(ap_0 & ap_1)
search_and_rescue.jsonl;"['""deliver_aid(safe_hostile)""', '""deliver_aid(safe_rescuer)""', '""record(fire_source)""']";Whenever neither deliver_aid the safe_rescuer nor deliver_aid the safe_hostile holds, record fire_source eventually holds.;"G ( ! ( ""deliver_aid(safe_rescuer)"" & ""deliver_aid(safe_hostile)"" ) -> F ""record(fire_source)"" )";"G(!(""deliver_aid(safe_hostile)"" & ""deliver_aid(safe_rescuer)"") -> F""record(fire_source)"")";G(!(ap_0 & ap_1) -> Fap_2)
search_and_rescue.jsonl;['go_home'];Go back to base should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""go_home"" & X ""go_home"" ) )";!G!(go_home & Xgo_home);!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['get_help', 'go_home', '""avoid(active_flood)""']";Whenever neither avoid the active_flood nor go_home holds, get_help eventually holds.;"G ( ! ( ""avoid(active_flood)"" & ""go_home"" ) -> F ""get_help"" )";"G(!(""avoid(active_flood)"" & go_home) -> Fget_help)";G(!(ap_2 & ap_1) -> Fap_0)
search_and_rescue.jsonl;"['""deliver_aid(injured_victim)""', '""avoid(probable_debris)""']";Whenever deliver_aid the injured_victim holds, avoid the probable_debris holds as well.;"G ( ""deliver_aid(injured_victim)"" -> ""avoid(probable_debris)"" )";"G(""deliver_aid(injured_victim)"" -> ""avoid(probable_debris)"")";G(ap_0 -> ap_1)
search_and_rescue.jsonl;"['""photo(flood)""', '""photo(unstable_beam)""']";Take a picture of unstable_beam and photo flood are mutually exclusive at all times.;"G ! ( ""photo(unstable_beam)"" & ""photo(flood)"" )";"G!(""photo(flood)"" & ""photo(unstable_beam)"")";G!(ap_0 & ap_1)
search_and_rescue.jsonl;['get_help'];Our agent must always avoid geting help.;"G ( ! ""get_help"" )";G!get_help;G!ap_0
search_and_rescue.jsonl;"['go_home', '""record(injured_rescuer)""', '""record(unstable_beam)""']";If record injured_rescuer holds, then in the next step go_home persists until recording unstable_beam holds, or else go_home holds forever.;"""record(injured_rescuer)"" -> X ( ( ""go_home"" U ""record(unstable_beam)"" ) | G ""go_home"" )";"""record(injured_rescuer)"" -> X((go_home U ""record(unstable_beam)"") | Ggo_home)";ap_1 -> X((ap_0 U ap_2) | Gap_0)
search_and_rescue.jsonl;"['get_help', '""deliver_aid(safe_rescuer)""', '""record(injured_victim)""']";If every deliver_aid the safe_rescuer is eventually followed by recording injured_victim, then get_help must occur infinitely often.;"G ( ""deliver_aid(safe_rescuer)"" -> F ""record(injured_victim)"" ) -> G F ""get_help""";"G(""deliver_aid(safe_rescuer)"" -> F""record(injured_victim)"") -> GFget_help";G(ap_1 -> Fap_2) -> GFap_0
search_and_rescue.jsonl;"['go_home', '""avoid(inactive_fire_source)""']";Globally, it is not the case that both go_home and avoid the inactive_fire_source hold simultaneously.;"G ( ! ( ""go_home"" & ""avoid(inactive_fire_source)"" ) )";"G!(""avoid(inactive_fire_source)"" & go_home)";G!(ap_1 & ap_0)
search_and_rescue.jsonl;"['""deliver_aid(safe_victim)""', 'go_home', '""record(unstable_beam)""']";Whenever neither deliver_aid the safe_victim nor record unstable_beam holds, go_home eventually holds.;"G ( ! ( ""deliver_aid(safe_victim)"" & ""record(unstable_beam)"" ) -> F ""go_home"" )";"G(!(""deliver_aid(safe_victim)"" & ""record(unstable_beam)"") -> Fgo_home)";G(!(ap_0 & ap_2) -> Fap_1)
search_and_rescue.jsonl;"['go_home', '""avoid(inactive_debris)""']";Every go_home is directly followed by doing not go near the inactive_debris in the next step.;"G ( ""go_home"" -> X ""avoid(inactive_debris)"" )";"G(go_home -> X""avoid(inactive_debris)"")";G(ap_0 -> Xap_1)
search_and_rescue.jsonl;"['""deliver_aid(safe_rescuer)""', '""photo(unsafe_rescuer)""']";Photograph unsafe_rescuer and deliver_aid the safe_rescuer are mutually exclusive at all times.;"G ! ( ""photo(unsafe_rescuer)"" & ""deliver_aid(safe_rescuer)"" )";"G!(""deliver_aid(safe_rescuer)"" & ""photo(unsafe_rescuer)"")";G!(ap_0 & ap_1)
search_and_rescue.jsonl;"['get_help', '""deliver_aid(injured_rescuer)""']";This controller must eventually deliver_aid the injured_rescuer and get_help.;"F ( ""deliver_aid(injured_rescuer)"" & ""get_help"" )";"F(""deliver_aid(injured_rescuer)"" & get_help)";F(ap_1 & ap_0)
search_and_rescue.jsonl;"['""avoid(probable_flood)""']";The system must eventually, avoid avoiding the probable_flood.;"F ( ! ""avoid(probable_flood)"" )";"F!""avoid(probable_flood)""";F!ap_0
search_and_rescue.jsonl;"['""photo(gas_leak)""']";Take a picture of gas_leak should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""photo(gas_leak)"" & X ""photo(gas_leak)"" ) )";"!G!(""photo(gas_leak)"" & X""photo(gas_leak)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;['get_help'];Request assistance holds at all times.;"G ""get_help""";Gget_help;Gap_0
search_and_rescue.jsonl;"['go_home', '""communicate(safe_rescuer)""', '""photo(unstable_beam)""']";If every communicate the safe_rescuer is eventually followed by going home, then photo unstable_beam must occur infinitely often.;"G ( ""communicate(safe_rescuer)"" -> F ""go_home"" ) -> G F ""photo(unstable_beam)""";"G(""communicate(safe_rescuer)"" -> Fgo_home) -> GF""photo(unstable_beam)""";G(ap_1 -> Fap_0) -> GFap_2
search_and_rescue.jsonl;"['""photo(gas_leak)""', '""record(injured_rescuer)""']";When photo gas_leak happens, record injured_rescuer must hold now or in the next step.;"G ( ""photo(gas_leak)"" -> ( ""record(injured_rescuer)"" | X ""record(injured_rescuer)"" ) )";"G(""photo(gas_leak)"" -> (""record(injured_rescuer)"" | X""record(injured_rescuer)""))";G(ap_0 -> (ap_1 | Xap_1))
search_and_rescue.jsonl;"['""deliver_aid(safe_victim)""']";Provide assistance to the safe_victim should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""deliver_aid(safe_victim)"" & X ""deliver_aid(safe_victim)"" ) )";"!G!(""deliver_aid(safe_victim)"" & X""deliver_aid(safe_victim)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['""avoid(nearest_unstable_beam)""', '""record(unstable_beam)""']";Begin recording unstable_beam and avoid the nearest unstable_beam are mutually exclusive at all times.;"G ! ( ""record(unstable_beam)"" & ""avoid(nearest_unstable_beam)"" )";"G!(""avoid(nearest_unstable_beam)"" & ""record(unstable_beam)"")";G!(ap_0 & ap_1)
search_and_rescue.jsonl;"['""record(gas_leak)""', '""record(unsafe_rescuer)""', '""avoid(inactive_flood)""']";If every avoid the inactive_flood is eventually followed by taking a video of gas_leak, then record unsafe_rescuer must occur infinitely often.;"G ( ""avoid(inactive_flood)"" -> F ""record(gas_leak)"" ) -> G F ""record(unsafe_rescuer)""";"G(""avoid(inactive_flood)"" -> F""record(gas_leak)"") -> GF""record(unsafe_rescuer)""";G(ap_2 -> Fap_0) -> GFap_1
search_and_rescue.jsonl;"['get_help', '""photo(flood)""', '""record(safe_person)""']";If record safe_person holds and photo flood holds next, then get_help holds in the step after that.;"G ( ""record(safe_person)"" & X ""photo(flood)"" -> X X ""get_help"" )";"G((""record(safe_person)"" & X""photo(flood)"") -> XXget_help)";G((ap_2 & Xap_1) -> XXap_0)
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', 'get_help', '""deliver_aid(injured_rescuer)""']";If every communicate the injured_rescuer is eventually followed by delivering aid to the injured_rescuer, then get_help must occur infinitely often.;"G ( ""communicate(injured_rescuer)"" -> F ""deliver_aid(injured_rescuer)"" ) -> G F ""get_help""";"G(""communicate(injured_rescuer)"" -> F""deliver_aid(injured_rescuer)"") -> GFget_help";G(ap_0 -> Fap_2) -> GFap_1
search_and_rescue.jsonl;"['get_help', '""communicate(safe_victim)""', '""avoid(nearest_unstable_beam)""']";If avoid the nearest_unstable_beam holds and get_help holds next, then communicate the safe_victim holds in the step after that.;"G ( ""avoid(nearest_unstable_beam)"" & X ""get_help"" -> X X ""communicate(safe_victim)"" )";"G((""avoid(nearest_unstable_beam)"" & Xget_help) -> XX""communicate(safe_victim)"")";G((ap_2 & Xap_0) -> XXap_1)
search_and_rescue.jsonl;"['""record(flood)""']";Begin recording flood should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""record(flood)"" & X ""record(flood)"" ) )";"!G!(""record(flood)"" & X""record(flood)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['get_help', '""photo(debris)""']";Both get_help and photo debris hold at every step.;"G ( ""get_help"" & ""photo(debris)"" )";"G(get_help & ""photo(debris)"")";G(ap_0 & ap_1)
search_and_rescue.jsonl;"['""deliver_aid(safe_hostile)""']";Provide assistance to the safe_hostile should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""deliver_aid(safe_hostile)"" & X ""deliver_aid(safe_hostile)"" ) )";"!G!(""deliver_aid(safe_hostile)"" & X""deliver_aid(safe_hostile)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;['get_help'];The robot must always avoid calling for help.;"G ( ! ""get_help"" )";G!get_help;G!ap_0
search_and_rescue.jsonl;"['""communicate(safe_rescuer)""', '""avoid(inactive_fire_source)""']";Either avoid the inactive_fire_source or communicate the safe_rescuer happens infinitely often.;"G F ""avoid(inactive_fire_source)"" | G F ""communicate(safe_rescuer)""";"GF""avoid(inactive_fire_source)"" | GF""communicate(safe_rescuer)""";GFap_1 | GFap_0
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', '""deliver_aid(safe_victim)""', '""record(unsafe_victim)""']";If record unsafe_victim holds, then in the next step deliver_aid the safe_victim persists until talking to the injured_rescuer holds, or else deliver_aid the safe_victim holds forever.;"""record(unsafe_victim)"" -> X ( ( ""deliver_aid(safe_victim)"" U ""communicate(injured_rescuer)"" ) | G ""deliver_aid(safe_victim)"" )";"""record(unsafe_victim)"" -> X((""deliver_aid(safe_victim)"" U ""communicate(injured_rescuer)"") | G""deliver_aid(safe_victim)"")";ap_2 -> X((ap_1 U ap_0) | Gap_1)
search_and_rescue.jsonl;"['""communicate(safe_victim)""', '""photo(safe_person)""', '""record(unsafe_civilian)""']";Whenever neither photo safe_person nor record unsafe_civilian holds, communicate the safe_victim eventually holds.;"G ( ! ( ""photo(safe_person)"" & ""record(unsafe_civilian)"" ) -> F ""communicate(safe_victim)"" )";"G(!(""photo(safe_person)"" & ""record(unsafe_civilian)"") -> F""communicate(safe_victim)"")";G(!(ap_1 & ap_2) -> Fap_0)
search_and_rescue.jsonl;"['""deliver_aid(injured_victim)""', '""communicate(safe_rescuer)""']";If deliver_aid the injured_victim happens infinitely often, then so does communicate the safe_rescuer.;"G F ""deliver_aid(injured_victim)"" -> G F ""communicate(safe_rescuer)""";"GF""deliver_aid(injured_victim)"" -> GF""communicate(safe_rescuer)""";GFap_0 -> GFap_1
search_and_rescue.jsonl;"['""photo(fire_source)""', '""avoid(impending_unstable_beam)""']";At every step, avoid the impending_unstable_beam equals the value of photo fire_source in the next step.;"G ( ""avoid(impending_unstable_beam)"" <-> X ""photo(fire_source)"" )";"G(""avoid(impending_unstable_beam)"" <-> X""photo(fire_source)"")";G(ap_1 <-> Xap_0)
search_and_rescue.jsonl;"['""deliver_aid(safe_rescuer)""']";Provide assistance to the safe_rescuer holds at all times.;"G ""deliver_aid(safe_rescuer)""";"G""deliver_aid(safe_rescuer)""";Gap_0
search_and_rescue.jsonl;"['go_home', '""photo(unstable_beam)""', '""record(injured_victim)""']";Whenever go_home and photo unstable_beam are equal, photo unstable_beam and record injured_victim are equal as well.;"G ( ( ""go_home"" <-> ""photo(unstable_beam)"" ) -> ( ""photo(unstable_beam)"" <-> ""record(injured_victim)"" ) )";"G((go_home <-> ""photo(unstable_beam)"") -> (""photo(unstable_beam)"" <-> ""record(injured_victim)""))";G((ap_0 <-> ap_1) -> (ap_1 <-> ap_2))
search_and_rescue.jsonl;"['""communicate(safe_rescuer)""']";Talk to the safe_rescuer should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""communicate(safe_rescuer)"" & X ""communicate(safe_rescuer)"" ) )";"!G!(""communicate(safe_rescuer)"" & X""communicate(safe_rescuer)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['""communicate(safe_victim)""']";Talk to the safe_victim holds at all times.;"G ""communicate(safe_victim)""";"G""communicate(safe_victim)""";Gap_0
search_and_rescue.jsonl;['go_home'];Go home holds at all times.;"G ""go_home""";Ggo_home;Gap_0
search_and_rescue.jsonl;"['""record(gas_leak)""']";From some point onwards, record gas_leak never occurs again.;"F G ! ""record(gas_leak)""";"FG!""record(gas_leak)""";FG!ap_0
search_and_rescue.jsonl;"['get_help', '""deliver_aid(safe_hostile)""', '""communicate(safe_hostile)""']";If get_help holds and deliver_aid the safe_hostile holds next, then communicate the safe_hostile holds in the step after that.;"G ( ""get_help"" & X ""deliver_aid(safe_hostile)"" -> X X ""communicate(safe_hostile)"" )";"G((get_help & X""deliver_aid(safe_hostile)"") -> XX""communicate(safe_hostile)"")";G((ap_0 & Xap_1) -> XXap_2)
search_and_rescue.jsonl;['get_help'];This controller must eventually, avoid geting help.;"F ( ! ""get_help"" )";F!get_help;F!ap_0
search_and_rescue.jsonl;"['""record(flood)""']";Take a video of flood should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""record(flood)"" & X ""record(flood)"" ) )";"!G!(""record(flood)"" & X""record(flood)"")";!G!(ap_0 & Xap_0)
search_and_rescue.jsonl;"['get_help', '""deliver_aid(safe_rescuer)""']";Whenever deliver_aid the safe_rescuer holds, from the next step onwards get_help will eventually hold.;"G ( ""deliver_aid(safe_rescuer)"" -> X F ""get_help"" )";"G(""deliver_aid(safe_rescuer)"" -> XFget_help)";G(ap_1 -> XFap_0)
search_and_rescue.jsonl;"['""communicate(injured_rescuer)""', '""avoid(probable_gas_leak)""', '""photo(injured_rescuer)""']";If communicate the injured_rescuer holds, then in the next step photo injured_rescuer persists until doing not go near the probable_gas_leak holds, or else photo injured_rescuer holds forever.;"""communicate(injured_rescuer)"" -> X ( ( ""photo(injured_rescuer)"" U ""avoid(probable_gas_leak)"" ) | G ""photo(injured_rescuer)"" )";"""communicate(injured_rescuer)"" -> X((""photo(injured_rescuer)"" U ""avoid(probable_gas_leak)"") | G""photo(injured_rescuer)"")";ap_0 -> X((ap_2 U ap_1) | Gap_2)
search_and_rescue.jsonl;['get_help', 'go_home'];Whenever go_home holds, get_help holds exactly three steps later.;"G ( ""go_home"" -> X ( X ( X ""get_help"" ) ) )";G(go_home -> XXXget_help);G(ap_1 -> XXXap_0)
search_and_rescue.jsonl;"['go_home', '""communicate(safe_victim)""']";When go_home happens, communicate the safe_victim must hold now or in the next step.;"G ( ""go_home"" -> ( ""communicate(safe_victim)"" | X ""communicate(safe_victim)"" ) )";"G(go_home -> (""communicate(safe_victim)"" | X""communicate(safe_victim)""))";G(ap_0 -> (ap_1 | Xap_1))
search_and_rescue.jsonl;"['get_help', '""communicate(safe_hostile)""', '""avoid(active_gas_leak)""']";Whenever get_help and avoid the active_gas_leak are equal, avoid the active_gas_leak and communicate the safe_hostile are equal as well.;"G ( ( ""get_help"" <-> ""avoid(active_gas_leak)"" ) -> ( ""avoid(active_gas_leak)"" <-> ""communicate(safe_hostile)"" ) )";"G((""avoid(active_gas_leak)"" <-> get_help) -> (""avoid(active_gas_leak)"" <-> ""communicate(safe_hostile)""))";G((ap_2 <-> ap_0) -> (ap_2 <-> ap_1))
