source;APs;original NL;original LTL;Spot LTL
conformal.jsonl;['photo', 'charger_5', 'region_4'];Ensure you repeatedly visit charger_5 while continuously taking pictures of region_4;"globally finally ""charger_5"" and globally finally ( ""region_4"" and ""photo"" )";GFcharger_5 & GF(photo & region_4)
conformal.jsonl;['street_5', 'parking_lot_2'];Go to street_5 but avoid parking_lot_2;"finally ""street_5"" and globally not ""parking_lot_2""";Fstreet_5 & G!parking_lot_2
conformal.jsonl;['building_4', 'room_4'];Stay away from room_4 until you reach building_4;"not ""room_4"" until ""building_4""";!room_4 U building_4
conformal.jsonl;"['photo', 'garage_1', '""l&mark_5""']";Stay out of garage_1 until you photo as part of photographing landmark_5;"not ""garage_1"" until ""photo"" and finally ( ""landmark_5"" and ""photo"" )";"(!garage_1 U photo) & F(""l&mark_5"" & photo)"
conformal.jsonl;"['pd', '""st|e_4""', 'p_box_2', 'hall_8']";Continuously transport box_2 from store_4 to hall_8;"globally finally ( ""store_4"" and finally ( ""p_box_2"" and finally ( ""hall_8"" and ""pd"" ) ) )";"GF(""st|e_4"" & F(p_box_2 & F(hall_8 & pd)))"
conformal.jsonl;['pd', 'house_1', 'mall_5', 'p_box_4'];Visit mall_5, pickup box_4, and deliver it to house_1;"finally ( ""mall_5"" and finally ( ""p_box_4"" and finally ( ""house_1"" and ""pd"" ) ) )";F(mall_5 & F(p_box_4 & F(house_1 & pd)))
conformal.jsonl;['p_bottle_4', 'hospital_3', 'pharmacy_2'];Pick up water bottle_4 from hospital_3 while staying away from pharmacy_2;"finally ( ""hospital_3"" and ""p_bottle_4"" ) and globally not ""pharmacy_2""";F(hospital_3 & p_bottle_4) & G!pharmacy_2
conformal.jsonl;['photo', 'statue_5'];Visit statue_5 and photo of it;"finally ( ""statue_5"" and ""photo"" )";F(photo & statue_5)
conformal.jsonl;"['pd', 'p_package_4', 'house_4', '""st|e_2""']";Retrieve package_4 from store_2 and then deliver it to house_4;"finally ( ""store_2"" and finally ( ""p_package_4"" and finally ( ""house_4"" and ""pd"" ) ) )";"F(""st|e_2"" & F(p_package_4 & F(house_4 & pd)))"
conformal.jsonl;['photo', 'building_5', 'charger_4'];Keep taking a picture of building_5 while you also keep visiting charger_4;"globally finally ( ""building_5"" and ""photo"" ) and globally finally ""charger_4""";GF(building_5 & photo) & GFcharger_4
conformal.jsonl;['intersection_5'];Ensure you at intersection_5 and remain in that location forever;"finally globally ""intersection_5""";FGintersection_5
conformal.jsonl;['photo', 'park_4', 'statue_9'];Stay in park_4 until you successfully photo of statue_9;"""park_4"" until ( ""statue_9"" and ""photo"" )";park_4 U (photo & statue_9)
conformal.jsonl;['park_1', 'table_3'];Remain in park_1 until you arrive at table_3;"""park_1"" until ""table_3""";park_1 U table_3
conformal.jsonl;['park_6', 'p_pass_4'];Do not enter park_6 until you pickup pass_4;"not ""park_6"" until ""p_pass_4""";!park_6 U p_pass_4
conformal.jsonl;['pd', 'house_1', 'p_trash_can_4', 'garbage_dump_3'];Collect trash_can_4 from house_1 and place it in garbage_dump_3;"finally ( ""house_1"" and finally ( ""p_trash_can_4"" and finally ( ""garbage_dump_3"" and ""pd"" ) ) )";F(house_1 & F(p_trash_can_4 & F(garbage_dump_3 & pd)))
conformal.jsonl;['table_2', 'park_4', 'p_brochure_9'];Get brochure_9 from table_2 and at park_4 and stay there;"finally ( ""table_2"" and finally ( ""p_brochure_9"" and finally ( ""park_4"" and globally ""park_4"" ) ) )";F(table_2 & F(p_brochure_9 & F(park_4 & Gpark_4)))
conformal.jsonl;"['pd', 'house_2', '""st|e_3""', 'p_package_2', 'mall_1']";Go to store_3 to get package_2 and deliver it to house_2, ensuring you do not enter mall_1;"finally ( ""store_3"" and finally ( ""p_package_2"" and finally ( ""house_2"" and ""pd"" ) ) ) and globally not ""mall_1""";"F(""st|e_3"" & F(p_package_2 & F(house_2 & pd))) & G!mall_1"
conformal.jsonl;['photo', 'area_2'];Keep going to area_2 and taking a picture;"globally finally ( ""area_2"" and ""photo"" )";GF(area_2 & photo)
conformal.jsonl;['pd', 'p_bottle_3', 'shop_1', 'hospital_2'];Pick up bottle_3 from store 1 and deliver it to hospital_2.;"finally ( ""shop_1"" and finally ( ""p_bottle_3"" and finally ( ""hospital_2"" and ""pd"" ) ) )";F(shop_1 & F(p_bottle_3 & F(hospital_2 & pd)))
conformal.jsonl;['photo', 'park_5', 'monument_3', 'intersection_5'];Do not enter park_5 until you reach intersection_5 as you photo of monument_3;"not ""park_5"" until ""intersection_5"" and finally ( ""monument_3"" and ""photo"" )";(!park_5 U intersection_5) & F(monument_3 & photo)
conformal.jsonl;"['pd', 'photo', 'area_9', 'camp_4', '""p_|dnance_3""', 'camp_9']";Ensure you repeatedly photograph area_9 while regularly moving ordnance_3 from camp_4 to camp_9;"globally finally ( ""area_9"" and ""photo"" ) and globally finally ( ""camp_4"" and finally ( ""p_ordnance_3"" and finally ( ""camp_9"" and ""pd"" ) ) )";"GF(area_9 & photo) & GF(camp_4 & F(""p_|dnance_3"" & F(camp_9 & pd)))"
conformal.jsonl;['pd', 'parking_lot_2'];Go to parkinglot 2 while ensureing you do not place anything down.;"finally ""parking_lot_2"" and globally not ""pd""";Fparking_lot_2 & G!pd
conformal.jsonl;['pd', 'warehouse_4', 'p_crate_3', 'mall_3'];Repeatedly pickup crate_3 from warehouse_4 and deliver it to mall_3;"globally finally ( ""warehouse_4"" and finally ( ""p_crate_3"" and finally ( ""mall_3"" and ""pd"" ) ) )";GF(warehouse_4 & F(p_crate_3 & F(mall_3 & pd)))
conformal.jsonl;"['pd', 'house_1', 'p_box_8', '""st|e_5""']";Go to store_5 to collect box_8 and take it to house_1;"finally ( ""store_5"" and finally ( ""p_box_8"" and finally ( ""house_1"" and ""pd"" ) ) )";"F(""st|e_5"" & F(p_box_8 & F(house_1 & pd)))"
conformal.jsonl;"['pd', 'plant_8', 'p_box_5', '""st|e_6""']";Take box_5 to store_6 after picking it up from plant_8;"finally ( ""plant_8"" and finally ( ""p_box_5"" and finally ( ""store_6"" and ""pd"" ) ) )";"F(plant_8 & F(p_box_5 & F(pd & ""st|e_6"")))"
conformal.jsonl;['pd', 'street_4', 'house_4', 'intersection_5', 'p_pass_4', 'office_1'];Avoid going to intersection_5 until you reach street_4 while delivering pass_4 from house_4 to office_1;"not ""intersection_5"" until ""street_4"" and finally ( ""house_4"" and finally ( ""p_pass_4"" and finally ( ""office_1"" and ""pd"" ) ) )";(!intersection_5 U street_4) & F(house_4 & F(p_pass_4 & F(office_1 & pd)))
conformal.jsonl;['photo', 'park_2', 'monument_13'];Stay at park_2 until taking a picture of monument_13;"""park_2"" until ( ""monument_13"" and ""photo"" )";park_2 U (monument_13 & photo)
conformal.jsonl;['office_6', 'building_2', 'p_letter_5'];Do not visit building_2 while making sure to retrieve letter_5 from office_6;"globally not ""building_2"" and finally ( ""office_6"" and ""p_letter_5"" )";G!building_2 & F(office_6 & p_letter_5)
conformal.jsonl;['pd', 'house_1', 'office_4', 'p_box_2'];Start by obtaining box_2 from office_4 and make sure it is delivered to house_1 afterward;"finally ( ""office_4"" and finally ( ""p_box_2"" and finally ( ""house_1"" and ""pd"" ) ) )";F(office_4 & F(p_box_2 & F(house_1 & pd)))
conformal.jsonl;['area_5'];Continuously visit area_5 at regular intervals;"globally finally ""area_5""";GFarea_5
conformal.jsonl;['pd', 'house_1', 'p_trash_can_4', 'garbage_dump_3'];Pick up trash_can_4 from house_1 and deliver it to gabage dump 3;"finally ( ""house_1"" and finally ( ""p_trash_can_4"" and finally ( ""garbage_dump_3"" and ""pd"" ) ) )";F(house_1 & F(p_trash_can_4 & F(garbage_dump_3 & pd)))
conformal.jsonl;"['pd', 'photo', 'area_9', 'camp_4', '""p_|dnance_3""', 'camp_9']";Keep capturing photos of area_9 while you also periodically taking ordnance_3 from camp_4 to camp_9;"globally finally ( ""area_9"" and ""photo"" ) and globally finally ( ""camp_4"" and finally ( ""p_ordnance_3"" and finally ( ""camp_9"" and ""pd"" ) ) )";"GF(area_9 & photo) & GF(camp_4 & F(""p_|dnance_3"" & F(camp_9 & pd)))"
conformal.jsonl;"['pd', 'p_package_5', '""st|e_5""', 'charging_station_5', 'warehouse_1']";Keep visiting charging_station_5 and keep taking package_5 from warehouse_1 to store_5;"globally finally ""charging_station_5"" and globally finally ( ""warehouse_1"" and finally ( ""p_package_5"" and finally ( ""store_5"" and ""pd"" ) ) )";"GFcharging_station_5 & GF(warehouse_1 & F(p_package_5 & F(pd & ""st|e_5"")))"
conformal.jsonl;['p_box_3'];Avoid picking up box_3;"globally not ""p_box_3""";G!p_box_3
conformal.jsonl;['street_5', 'house_2', 'p_box_4'];Never at street_5 as you pickup box_4 from house_2;"globally not ""street_5"" and finally ( ""house_2"" and ""p_box_4"" )";G!street_5 & F(house_2 & p_box_4)
conformal.jsonl;['street_3'];Never at street_3;"globally not ""street_3""";G!street_3
conformal.jsonl;['building_6'];Stay away from building_6 indefinitely;"globally not ""building_6""";G!building_6
conformal.jsonl;['photo', 'intersection_7'];Eventually you will need to at intersection_7 and photo there and remain at intersection_7 permanently;"finally ( ""intersection_7"" and ""photo"" and globally ""intersection_7"" )";F(intersection_7 & photo & Gintersection_7)
conformal.jsonl;"['pd', 'locality_6', '""st|e_8""', 'p_package_3', 'house_5']";Stay within locality_6 until you collect package_3 from store_8 and transport it to house_5;"""locality_6"" until ( ""store_8"" and finally ( ""p_package_3"" and finally ( ""house_5"" and ""pd"" ) ) )";"locality_6 U (""st|e_8"" & F(p_package_3 & F(house_5 & pd)))"
conformal.jsonl;['intersection_4', 'locality_9'];Keep visiting intersection_4 as you proceed to locality_9;"globally finally ""intersection_4"" and finally ""locality_9""";GFintersection_4 & Flocality_9
conformal.jsonl;"['pd', 'office_2', '""st|age_4""', 'p_crate_1']";Continuously transport crate_1 from storage_4 to office_2;"globally finally ( ""storage_4"" and finally ( ""p_crate_1"" and finally ( ""office_2"" and ""pd"" ) ) )";"GF(""st|age_4"" & F(p_crate_1 & F(office_2 & pd)))"
conformal.jsonl;"['photo', 'park_5', '""l&mark_5""']";Refrain from entering landmark_5 until you reach park_5, and then ensure you photo of landmark_5 at some point;"not ""landmark_5"" until ""park_5"" and finally ( ""landmark_5"" and ""photo"" )";"(!""l&mark_5"" U park_5) & F(""l&mark_5"" & photo)"
conformal.jsonl;['photo', 'bench_4'];Make sure to at bench_4, photo, and remain at that location;"finally ( ""bench_4"" and ""photo"" and globally ""bench_4"" )";F(bench_4 & photo & Gbench_4)
conformal.jsonl;['street_4', 'intersection_2', 'house_13', 'p_trash_13'];Ensure you avoid street_4 until intersection_2 is reached while picking up trash_13 at house_13;"not ""street_4"" until ""intersection_2"" and finally ( ""house_13"" and ""p_trash_13"" )";(!street_4 U intersection_2) & F(house_13 & p_trash_13)
conformal.jsonl;['p_package_4'];Never touch package_4;"globally not ""p_package_4""";G!p_package_4
conformal.jsonl;['photo', 'parking_lot_2', 'building_4'];You capture a photo of building_4 and proceed to parking_lot_2 and stay there;"finally ( ""building_4"" and ""photo"" and finally ( ""parking_lot_2"" and globally ""parking_lot_2"" ) )";F(building_4 & photo & F(parking_lot_2 & Gparking_lot_2))
conformal.jsonl;['street_4', 'street_3'];Do not visit either street_3 or street_4 at any point;"globally not ( ""street_3"" or ""street_4"" )";G!(street_3 | street_4)
conformal.jsonl;['pd', 'p_box_8', 'office_2', 'house_3'];Take box_8 from house_3 and move it to office_2;"finally ( ""house_3"" and finally ( ""p_box_8"" and finally ( ""office_2"" and ""pd"" ) ) )";F(house_3 & F(p_box_8 & F(office_2 & pd)))
conformal.jsonl;['p_bottle_4', 'hospital_3', 'pharmacy_2'];Go to hospital_3 and pickup water bottle_4 while never entering pharmacy_2;"finally ( ""hospital_3"" and ""p_bottle_4"" ) and globally not ""pharmacy_2""";F(hospital_3 & p_bottle_4) & G!pharmacy_2
conformal.jsonl;['pd', 'park_4'];Drop whatever you are holding and at park_4 to remain there permanently;"finally ( ""pd"" and finally ( ""park_4"" and globally ""park_4"" ) )";F(pd & F(park_4 & Gpark_4))
conformal.jsonl;['photo', 'statue_7'];Take a picture at statue_7 after visiting it;"finally ( ""statue_7"" and ""photo"" )";F(photo & statue_7)
conformal.jsonl;['pd', 'house_1', 'p_trash_can_4', 'garbage_dump_3'];at house_1, pickup trash_can_4, and take it ot garbage_dump_3;"finally ( ""house_1"" and finally ( ""p_trash_can_4"" and finally ( ""garbage_dump_3"" and ""pd"" ) ) )";F(house_1 & F(p_trash_can_4 & F(garbage_dump_3 & pd)))
conformal.jsonl;['pd', 'office_4', 'house_5', 'p_pass_6'];Do not at office_4 until you pick pass_6 as you deliver pass_6 from house_5 to office_4;"not ""office_4"" until ""p_pass_6"" and finally ( ""house_5"" and finally ( ""p_pass_6"" and finally ( ""office_4"" and ""pd"" ) ) )";(!office_4 U p_pass_6) & F(house_5 & F(p_pass_6 & F(office_4 & pd)))
conformal.jsonl;"['pd', 'park_1', '""p_crate_4 ""', '""park_1 ""']";Eventually pickup crate_4 and then at park_1 and then put_down and remain in park_1;"finally ( ""p_crate_4 "" and finally ( ""park_1 "" and ""pd"" and globally ""park_1"" ) )";"F(""p_crate_4 "" & F(""park_1 "" & pd & Gpark_1))"
conformal.jsonl;['pd', 'street_5', 'office_2', 'house_3', 'p_pass_2'];Deliver pass_2 from house_3 to office_2 but do not enter street_5 until you pickup pass_2;"finally ( ""house_3"" and finally ( ""p_pass_2"" and finally ( ""office_2"" and ""pd"" ) ) ) and not ""street_5"" until ""p_pass_2""";F(house_3 & F(p_pass_2 & F(office_2 & pd))) & (!street_5 U p_pass_2)
conformal.jsonl;['photo', 'park_2', 'monument_13'];Stay within park_2 until you capture a photo of monument_13;"""park_2"" until ( ""monument_13"" and ""photo"" )";park_2 U (monument_13 & photo)
conformal.jsonl;"['pd', 'house_2', '""st|e_3""', 'p_package_2', 'mall_1']";Get package_2 from store_3 and take it to house_2 but do not enter mall_1;"finally ( ""store_3"" and finally ( ""p_package_2"" and finally ( ""house_2"" and ""pd"" ) ) ) and globally not ""mall_1""";"F(""st|e_3"" & F(p_package_2 & F(house_2 & pd))) & G!mall_1"
conformal.jsonl;['p_dish_2', 'parking_lot_2'];Go to parking_lot_2 and pickup dish_2;"finally ( ""parking_lot_2"" and ""p_dish_2"" )";F(p_dish_2 & parking_lot_2)
conformal.jsonl;['intersection_5'];Find your way to intersection_5 and stay there permanently;"finally globally ""intersection_5""";FGintersection_5
conformal.jsonl;['photo', 'park_5', 'intersection_5', 'monument_2'];Be in park_5 until you photo of monument_2 and then at intersection_5 and stay there;"""park_5"" until ( ""monument_2"" and ""photo"" and finally ( ""intersection_5"" and globally ""intersection_5"" ) )";park_5 U (monument_2 & photo & F(intersection_5 & Gintersection_5))
conformal.jsonl;['car_3', 'building_2'];Keep visiting car_3 on your way to building_2;"globally finally ""car_3"" and finally ""building_2""";GFcar_3 & Fbuilding_2
conformal.jsonl;['pd', 'house_4', 'p_trash_4', 'garbage_dump_1'];Go to house_4, collect trash_4, and place it at garbage_dump_1;"finally ( ""house_4"" and finally ( ""p_trash_4"" and finally ( ""garbage_dump_1"" and ""pd"" ) ) )";F(house_4 & F(p_trash_4 & F(garbage_dump_1 & pd)))
conformal.jsonl;['house_2', 'p_trash_can_2'];Make your way to house_2 and pickup trash_can_2;"finally ( ""house_2"" and ""p_trash_can_2"" )";F(house_2 & p_trash_can_2)
conformal.jsonl;['pd', 'street_5', 'table_2', 'p_brochure_5'];Pick up brochure_5 from table_2 and put it in street_5;"finally ( ""table_2"" and finally ( ""p_brochure_5"" and finally ( ""street_5"" and ""pd"" ) ) )";F(table_2 & F(p_brochure_5 & F(pd & street_5)))
conformal.jsonl;['building_8', 'parking_lot_8'];Ensure you stay away from building_8 until parking_lot_8 is visited;"not ""building_8"" until ""parking_lot_8""";!building_8 U parking_lot_8
conformal.jsonl;['photo', 'monument_3', 'park_3'];Do not at park_3 as you photo of monument_3;"globally not ""park_3"" and finally ( ""monument_3"" and ""photo"" )";G!park_3 & F(monument_3 & photo)
conformal.jsonl;['photo', 'locality_7', 'park_3'];Repeatedly photograph locality_7 while staying away from park_3 entirely;"globally finally ( ""locality_7"" and ""photo"" ) and globally not ""park_3""";GF(locality_7 & photo) & G!park_3
conformal.jsonl;['table_2', 'park_4', 'p_brochure_9'];Ensure you collect brochure_9 from table_2, travel to park_4, and remain there continuously;"finally ( ""table_2"" and finally ( ""p_brochure_9"" and finally ( ""park_4"" and globally ""park_4"" ) ) )";F(table_2 & F(p_brochure_9 & F(park_4 & Gpark_4)))
conformal.jsonl;['street_8'];Stay in street_8;"globally ""street_8""";Gstreet_8
conformal.jsonl;"['photo', '""l&mark_6""']";Go to landmark_6 and photo of it;"finally ( ""landmark_6"" and ""photo"" )";"F(""l&mark_6"" & photo)"
conformal.jsonl;['park_1', 'table_3'];Be in park_1 and continue to stay there until you get to table_3;"""park_1"" until ""table_3""";park_1 U table_3
conformal.jsonl;"['photo', 'park_5', '""l&mark_4""']";Avoid taking pictures until you get to park_5 while going to landmark_4 to take its picture;"not ""photo"" until ""park_5"" and finally ( ""landmark_4"" and ""photo"" )";"(!photo U park_5) & F(""l&mark_4"" & photo)"
conformal.jsonl;['photo', 'park_7', 'monument_4'];Ensure you at park_7 and then capture a photo of monument_4;"finally ( ""park_7"" and finally ( ""monument_4"" and ""photo"" ) )";F(park_7 & F(monument_4 & photo))
conformal.jsonl;['photo', 'building_5', 'charger_4'];Persistently photograph building_5 while maintaining consistent visits to charger_4;"globally finally ( ""building_5"" and ""photo"" ) and globally finally ""charger_4""";GF(building_5 & photo) & GFcharger_4
conformal.jsonl;['street_4', 'intersection_2', 'house_13', 'p_trash_13'];Do not at street_4 before reaching intersection_2, as you proceed to house_13 and collect trash_13;"not ""street_4"" until ""intersection_2"" and finally ( ""house_13"" and ""p_trash_13"" )";(!street_4 U intersection_2) & F(house_13 & p_trash_13)
conformal.jsonl;['building_1', 'street_4'];Do not at building_1 until you arrive at street_4.;"not ""building_1"" until ""street_4""";!building_1 U street_4
conformal.jsonl;['photo', 'car_1', 'parking_lot_9'];Ensure you persistently take pictures of car_1 while refraining from visiting parking_lot_9 at all times;"globally finally ( ""car_1"" and ""photo"" ) and globally not ""parking_lot_9""";GF(car_1 & photo) & G!parking_lot_9
conformal.jsonl;['photo', 'monument_3', 'pathway_8'];Ensure you photograph monument_3 and afterward proceed to pathway_8 and stay there;"finally ( ""monument_3"" and ""photo"" and finally ( ""pathway_8"" and globally ""pathway_8"" ) )";F(monument_3 & photo & F(pathway_8 & Gpathway_8))
conformal.jsonl;['area_5'];Keep returning to area_5 periodically;"globally finally ""area_5""";GFarea_5
conformal.jsonl;['photo', 'building_2'];Take a photograph of building_2.;"finally ( ""building_2"" and ""photo"" )";F(building_2 & photo)
conformal.jsonl;['parking_lot_9'];Stay in parking_lot_9;"globally ""parking_lot_9""";Gparking_lot_9
conformal.jsonl;"['photo', 'garage_1', '""l&mark_5""']";Do not enter garage_1 until you photo of landmark_5;"not ""garage_1"" until ( ""landmark_5"" and ""photo"" )";"!garage_1 U (""l&mark_5"" & photo)"
conformal.jsonl;"['pd', '""st|e_2""', 'building_5', 'p_crate_6']";Keep taking crate_6 to building_5 after picking it up from store_2;"globally finally ( ""store_2"" and finally ( ""p_crate_6"" and finally ( ""building_5"" and ""pd"" ) ) )";"GF(""st|e_2"" & F(p_crate_6 & F(building_5 & pd)))"
conformal.jsonl;['pd', 'office_3', 'p_package_5', 'office_6', 'locality_5'];Always stay within locality_5 as you move package_5 from office_3 to office_6;"globally ""locality_5"" and finally ( ""office_3"" and finally ( ""p_package_5"" and finally ( ""office_6"" and ""pd"" ) ) )";Glocality_5 & F(office_3 & F(p_package_5 & F(office_6 & pd)))
conformal.jsonl;"['pd', '""st|e_4""', 'p_box_2', 'hall_8']";Persistently transfer box_2 from store_4 to hall_8;"globally finally ( ""store_4"" and finally ( ""p_box_2"" and finally ( ""hall_8"" and ""pd"" ) ) )";"GF(""st|e_4"" & F(p_box_2 & F(hall_8 & pd)))"
conformal.jsonl;['hall_1', 'p_file_6'];Always avoid going to hall_1 to pickup file_6;"globally not ( ""hall_1"" and ""p_file_6"" )";G!(hall_1 & p_file_6)
conformal.jsonl;['pd', 'house_1', 'locality_7', 'office_4', 'p_letter_1'];Persistently remain in locality_7 as you collect letter_1 from office_4 and deliver it to house_1;"globally ""locality_7"" and finally ( ""office_4"" and finally ( ""p_letter_1"" and finally ( ""house_1"" and ""pd"" ) ) )";Glocality_7 & F(office_4 & F(p_letter_1 & F(house_1 & pd)))
conformal.jsonl;['photo', 'street_5', 'parking_lot_4'];Keep taking a picture of parking_lot_4 while you always stay in street_5;"globally ""street_5"" and globally finally ( ""parking_lot_4"" and ""photo"" )";Gstreet_5 & GF(parking_lot_4 & photo)
conformal.jsonl;"['pd', 'office_2', '""st|age_4""', 'p_crate_1']";Repeatedly move crate_1 from storage_4 to office_2;"globally finally ( ""storage_4"" and finally ( ""p_crate_1"" and finally ( ""office_2"" and ""pd"" ) ) )";"GF(""st|age_4"" & F(p_crate_1 & F(office_2 & pd)))"
conformal.jsonl;['photo', 'bench_4'];Go to bench_4, photo, and stay there;"finally ( ""bench_4"" and ""photo"" and globally ""bench_4"" )";F(bench_4 & photo & Gbench_4)
conformal.jsonl;"['photo', '""l&mark_9""']";Visit landmark_9, photo, and remain there indefinitely;"finally ( ""landmark_9"" and ""photo"" and globally ""landmark_9"" )";"F(""l&mark_9"" & photo & G""l&mark_9"")"
conformal.jsonl;['photo', 'building_5', 'charger_4'];Ensure you keep capturing photos of building_5 while regularly revisiting charger_4;"globally finally ( ""building_5"" and ""photo"" ) and globally finally ""charger_4""";GF(building_5 & photo) & GFcharger_4
conformal.jsonl;['house_4'];Stay out of house_4 permanently;"globally not ""house_4""";G!house_4
conformal.jsonl;['pd', 'house_4', 'p_package_2', 'warehouse_5'];Visit house_4, pickup package_2, and deliver it to warehouse_5;"finally ( ""house_4"" and finally ( ""p_package_2"" and finally ( ""warehouse_5"" and ""pd"" ) ) )";F(house_4 & F(p_package_2 & F(pd & warehouse_5)))
conformal.jsonl;['intersection_4'];Find your way to intersection_4 and stay there permanently;"finally globally ""intersection_4""";FGintersection_4
conformal.jsonl;['house_2', 'p_trash_can_4'];Continuously at house_2 and pickup trash_can_4;"globally finally ( ""house_2"" and ""p_trash_can_4"" )";GF(house_2 & p_trash_can_4)
conformal.jsonl;"['pd', '""st|e_6""', 'house_9', 'intersection_5', 'p_box_1']";Ensure you transport box_1 from store_6 to house_9, and afterward, at intersection_5 and stay there indefinitely;"finally ( ""store_6"" and finally ( ""p_box_1"" and finally ( ""house_9"" and ""pd"" ) ) ) and finally ( ""intersection_5"" and globally ""intersection_5"" )";"F(""st|e_6"" & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & Gintersection_5)"
conformal.jsonl;"['pd', '""st|e_8""', 'p_crate_8', 'warehouse_4', 'charger_2']";Ensure you keep delivering crate_8 from warehouse_4 to store_8 and periodically visit charger_2;"globally finally ( ""warehouse_4"" and finally ( ""p_crate_8"" and finally ( ""store_8"" and ""pd"" ) ) ) and globally finally ""charger_2""";"GF(warehouse_4 & F(p_crate_8 & F(pd & ""st|e_8""))) & GFcharger_2"
conformal.jsonl;['p_bottle_4', 'hospital_3', 'pharmacy_2'];Retrieve water bottle_4 at hospital_3 while ensuring pharmacy_2 is not entered.;"finally ( ""hospital_3"" and ""p_bottle_4"" ) and globally not ""pharmacy_2""";F(hospital_3 & p_bottle_4) & G!pharmacy_2
conformal.jsonl;['street_5', 'parking_lot_2'];Reach street_5 without going through parking_lot_2;"finally ""street_5"" and globally not ""parking_lot_2""";Fstreet_5 & G!parking_lot_2
conformal.jsonl;['pd', 'house_1', 'restaurant_9', 'takeout_2'];Deliver takeout_2 from restaurant_9 to house_1;"finally ( ""restaurant_9"" and finally ( ""takeout_2"" and finally ( ""house_1"" and ""pd"" ) ) )";F(restaurant_9 & F(takeout_2 & F(house_1 & pd)))
conformal.jsonl;['p_bottle_3', 'kitchen_2', 'living_room_1'];Go to kitchen_2 to grab bottle_3, staying away from living_room_1;"finally ( ""kitchen_2"" and ""p_bottle_3"" ) and globally not ""living_room_1""";F(kitchen_2 & p_bottle_3) & G!living_room_1
conformal.jsonl;['street_6', 'building_9'];Eventually at building_9 and stay there permanently, but do not enter building_9 before reaching street_6;"finally globally ""building_9"" and not ""building_9"" until ""street_6""";FGbuilding_9 & (!building_9 U street_6)
conformal.jsonl;['p_package_5'];Ensure you never retrieve package_5;"globally not ""p_package_5""";G!p_package_5
conformal.jsonl;['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];Always eventually return to charging_station_9 while regularly taking crate_4 from warehouse_5 to mall_4;"globally finally ""charging_station_9"" and globally finally ( ""warehouse_5"" and finally ( ""p_crate_4"" and finally ( ""mall_4"" and ""pd"" ) ) )";GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)))
conformal.jsonl;['building_2', 'path_3'];Stay in building_2 until you reach path_3;"""building_2"" until ""path_3""";building_2 U path_3
conformal.jsonl;['pd', 'house_1', 'locality_7', 'office_4', 'p_letter_1'];Always remain in locality_7 while transporting letter_1 from office_4 to house_1;"globally ""locality_7"" and finally ( ""office_4"" and finally ( ""p_letter_1"" and finally ( ""house_1"" and ""pd"" ) ) )";Glocality_7 & F(office_4 & F(p_letter_1 & F(house_1 & pd)))
conformal.jsonl;['park_8', 'photo', 'arch_2'];Take a picture of arch_2 and then at park_8 and stay there;"finally ( ""arch_2"" and ""photo"" and finally ( ""park_8"" and globally ""park_8"" ) )";F(arch_2 & photo & F(park_8 & Gpark_8))
conformal.jsonl;['pd', 'house_4', 'p_trash_4', 'garbage_dump_1'];Pick up trash_4 from house_4 and deliver it to garbage_dump_1;"finally ( ""house_4"" and finally ( ""p_trash_4"" and finally ( ""garbage_dump_1"" and ""pd"" ) ) )";F(house_4 & F(p_trash_4 & F(garbage_dump_1 & pd)))
conformal.jsonl;['pd', 'table_4', 'room_2', 'kitchen_1', 'p_bottle_4'];Refrain from going to room_2 until you pickup bottle_4 from kitchen_1 and place it on table_4;"not ""room_2"" until ( ""kitchen_1"" and finally ( ""p_bottle_4"" and finally ( ""table_4"" and ""pd"" ) ) )";!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4)))
conformal.jsonl;"['pd', 'office_2', '""st|age_4""', 'p_crate_1']";Keep delivering crate_1 from storage_4 to office_2 over and over;"globally finally ( ""storage_4"" and finally ( ""p_crate_1"" and finally ( ""office_2"" and ""pd"" ) ) )";"GF(""st|age_4"" & F(p_crate_1 & F(office_2 & pd)))"
conformal.jsonl;['street_6', 'intersection_8'];Stay in street_6 until you reach intersection_8;"""street_6"" until ""intersection_8""";street_6 U intersection_8
conformal.jsonl;['area_3'];Ensure that you always stay within area_3;"globally ""area_3""";Garea_3
conformal.jsonl;['pd', 'street_6', 'street_2', 'intersection_1', 'p_cone_3'];Refrain from entering intersection_1 until you reach street_6, and then move cone_3 from street_2 to intersection_1;"not ""intersection_1"" until ""street_6"" and finally ( ""street_2"" and finally ( ""p_cone_3"" and finally ( ""intersection_1"" and ""pd"" ) ) )";(!intersection_1 U street_6) & F(street_2 & F(p_cone_3 & F(intersection_1 & pd)))
conformal.jsonl;['photo', 'monument_3', 'pathway_8'];photo of monument_3 and then ensure you reach pathway_8 and stay there indefinitely;"finally ( ""monument_3"" and ""photo"" and finally ( ""pathway_8"" and globally ""pathway_8"" ) )";F(monument_3 & photo & F(pathway_8 & Gpathway_8))
conformal.jsonl;['intersection_5'];Go to intersection_5 and stay there;"finally globally ""intersection_5""";FGintersection_5
