source;APs;original NL;original LTL;Spot LTL;lifted_LTL
GLTL.jsonl;['red_room', 'green_room'];pass through the non red_room to reach the green_room;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'green_room'];enter the door to the blue_room and exit the other door into the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];go into the blue_room without going through the yellow_room;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['yellow_room', 'green_room'];move to the yellow_room by going through the green_room first;"F ( ""green_room"" & F ""yellow_room"" )";F(green_room & Fyellow_room);F(ap_1 & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];at red but not through green;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['yellow_room', 'green_room'];move to the yellow_room avoiding the green_room;"( F ( ""yellow_room"" ) & G ( ! ""green_room"" ) )";Fyellow_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['yellow_room', 'green_room'];only go through rooms that are not green to get to the yellow_room;"( F ( ""yellow_room"" ) & G ( ! ""green_room"" ) )";Fyellow_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];enter the room that isn t yellow and then proceed to the blue_room;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];go through either the red or blue_room to reach the yellow_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""yellow_room"" )";F((blue_room | red_room) & Fyellow_room);F((ap_0 | ap_2) & Fap_1)
GLTL.jsonl;['blue_room', 'green_room'];at blue area by avoiding green area;"( F ( ""blue_room"" ) & G ( ! ""green_room"" ) )";Fblue_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'red_room'];walk through the blue_room until you reach the red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];move the robot through the blue or red small room and then to the large green_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['yellow_room', 'green_room'];move to the yellow_room and move into the green_room;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'green_room'];enter the green_room and exit into the yellow_room;"F ( ""green_room"" & F ""yellow_room"" )";F(green_room & Fyellow_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go through the green or yellow to get to the blue_room;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((green_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['yellow_room', 'green_room'];enter into the room that is not green and continue through that room into the yellow_room;"( F ( ""yellow_room"" ) & G ( ! ""green_room"" ) )";Fyellow_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'green_room'];enter the blue_room and then the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'red_room', 'green_room'];go through the red or yellow_room to enter the green_room;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""green_room"" )";F((red_room | yellow_room) & Fgreen_room);F((ap_1 | ap_0) & Fap_2)
GLTL.jsonl;['red_room', 'green_room'];take the red_room first which leads to the green_room;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'green_room'];go through the green_room in to the blue_room;"F ( ""green_room"" & F ""blue_room"" )";F(green_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['yellow_room', 'green_room'];at the yellow_room then at the green_room;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'green_room'];go through the room that isn t green and enter the yellow_room;"( F ( ""yellow_room"" ) & G ( ! ""green_room"" ) )";Fyellow_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];going through the red_room or the yellow room straight to the red_room avoiding the green_room;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];at the red room or the yellow_room and head straight away to the yellow_room avoiding the blue_room;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'red_room'];move through the blue_room to the red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room'];move to the blue_room avoiding the red_room;"( F ( ""blue_room"" ) & G ( ! ""red_room"" ) )";Fblue_room & G!red_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];walk to the red_room while avoiding the green_room;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];enter the room that isn t red and then proceed to the green_room;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'green_room'];walk pass the blue_room into the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];move the robot from the green_room to the yellow or red room to the big blue_room;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((green_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];at the red_room but don t go through the green_room;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'red_room'];travel through the blue_room to go into the red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room'];at red without going through blue;"( F ( ""red_room"" ) & G ( ! ""blue_room"" ) )";Fred_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'red_room'];move to the red_room and pick up the chair then move the chair into the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['yellow_room', 'green_room'];follow the green_room to the yellow_room;"F ( ""green_room"" & F ""yellow_room"" )";F(green_room & Fyellow_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];at red area by avoiding blue area;"( F ( ""red_room"" ) & G ( ! ""blue_room"" ) )";Fred_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'green_room'];go through the blue_room while moving to the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];avoid the yellow room and enter the green_room through either the red or blue_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go through either the yellow or the green_room to get to the blue_room;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((green_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'green_room'];while avoiding blue navigate to green;"( F ( ""green_room"" ) & G ( ! ""blue_room"" ) )";Fgreen_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room'];the robot goes through the blue to get to the yellow;"F ( ""blue_room"" & F ""yellow_room"" )";F(blue_room & Fyellow_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'green_room'];pass through the small yellow_room to get to the large green_room;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room'];move through the red_room to the blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['yellow_room', 'green_room'];at the yellow_room but avoid the green_room;"( F ( ""yellow_room"" ) & G ( ! ""green_room"" ) )";Fyellow_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];without stepping on red spaces move into the green_room then stop once you enter it;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room'];move into the yellow_room while being sure to pass through only the blue_room;"F ( ""blue_room"" & F ""yellow_room"" )";F(blue_room & Fyellow_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go through the yellow or blue_room into the green_room;"F ( ( ""blue_room"" | ""yellow_room"" ) & F ""green_room"" )";F((blue_room | yellow_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['yellow_room', 'green_room'];at the green_room but don t go through the yellow_room;"( F ( ""green_room"" ) & G ( ! ""yellow_room"" ) )";Fgreen_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'green_room'];travel through the blue_room into the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'green_room'];go into the green_room through the yellow_room;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];pass through the small blue_room to get to the large yellow_room;"F ( ""blue_room"" & F ""yellow_room"" )";F(blue_room & Fyellow_room);F(ap_0 & Fap_1)
GLTL.jsonl;['red_room', 'green_room'];enter the green_room without going through the red_room;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'red_room'];avoid the blue_room and continue to the red_room;"( F ( ""red_room"" ) & G ( ! ""blue_room"" ) )";Fred_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];enter the green or red_room and then continue to the blue_room;"F ( ( ""red_room"" | ""green_room"" ) & F ""blue_room"" )";F((green_room | red_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'yellow_room'];avoid the yellow_room and move to the blue_room;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'red_room'];move through the red_room to gain access to the large blue_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['yellow_room', 'red_room'];go through the room which isn t red to get to the yellow_room;"( F ( ""yellow_room"" ) & G ( ! ""red_room"" ) )";Fyellow_room & G!red_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];go through the yellow_room to the blue_room;"F ( ""yellow_room"" & F ""blue_room"" )";F(yellow_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];enter the green_room without going through the red_room;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room'];travel to the blue_room but do not go through the yellow_room;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'green_room'];at green_room before blue_room;"F ( ""green_room"" & F ""blue_room"" )";F(green_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];avoiding red navigate to green;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'green_room'];go into the green_room through the blue_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];go through the room which is not blue to get to the yellow_room;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['yellow_room', 'green_room'];at yellow_room without going to green_room;"( F ( ""yellow_room"" ) & G ( ! ""green_room"" ) )";Fyellow_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['yellow_room', 'red_room'];at the red_room but avoid using the yellow_room;"( F ( ""red_room"" ) & G ( ! ""yellow_room"" ) )";Fred_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['yellow_room', 'green_room'];at yellow via green;"F ( ""green_room"" & F ""yellow_room"" )";F(green_room & Fyellow_room);F(ap_1 & Fap_0)
GLTL.jsonl;['yellow_room', 'green_room'];move toward the yellow_room then into the green_room;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'red_room', 'green_room'];go thru the yellow or red box to get to the green box;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""green_room"" )";F((red_room | yellow_room) & Fgreen_room);F((ap_1 | ap_0) & Fap_2)
GLTL.jsonl;['blue_room', 'green_room'];move to the blue_room then at the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'green_room'];at the blue_room while avoiding the green_room;"( F ( ""blue_room"" ) & G ( ! ""green_room"" ) )";Fblue_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];instead of going through the red room move through the blue_room to enter the yellow_room;"F ( ""blue_room"" & F ""yellow_room"" )";F(blue_room & Fyellow_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];at the yellow_room through the red or blue_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""yellow_room"" )";F((blue_room | red_room) & Fyellow_room);F((ap_0 | ap_2) & Fap_1)
GLTL.jsonl;['red_room'];go from the blue room to the red_room then to the red_room;"F ""red_room""";Fred_room;Fap_0
GLTL.jsonl;['blue_room', 'yellow_room'];at the blue area through yellow area;"F ( ""yellow_room"" & F ""blue_room"" )";F(yellow_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'green_room'];the robot avoids blue to get to the green;"( F ( ""green_room"" ) & G ( ! ""blue_room"" ) )";Fgreen_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['red_room', 'green_room'];at the red_room go the yellow chair push the yellow chair to the green_room;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['red_room', 'green_room'];move into the red_room then move into the green_room;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];at blue via yellow;"F ( ""yellow_room"" & F ""blue_room"" )";F(yellow_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];move to reach the blue place by taking a path which has red colour and white colour in it while avoiding black yellow and red colour;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'green_room'];walk through any room except the green_room to enter the blue_room;"( F ( ""blue_room"" ) & G ( ! ""green_room"" ) )";Fblue_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];enter the room that isn t blue and proceed through to the yellow_room;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['yellow_room', 'red_room'];at the red_room then to the yellow_room;"F ( ""red_room"" & F ""yellow_room"" )";F(red_room & Fyellow_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];enter the blue_room through the red_room;"F ( ""red_room"" & F ""blue_room"" )";F(red_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['yellow_room', 'red_room'];at red area avoiding yellow area;"( F ( ""red_room"" ) & G ( ! ""yellow_room"" ) )";Fred_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['yellow_room', 'green_room'];go through yellow to green_room;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room'];at red without going through blue;"( F ( ""red_room"" ) & G ( ! ""blue_room"" ) )";Fred_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['red_room', 'green_room'];only go through green_rooms to get to red_rooms;"F ( ""green_room"" & F ""red_room"" )";F(green_room & Fred_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'green_room'];travel through the blue square room to the large green rectangular room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'green_room'];go through the room which is not blue to get to the green_room;"( F ( ""green_room"" ) & G ( ! ""blue_room"" ) )";Fgreen_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room'];move until you are one square into the blue_room;"F ""blue_room""";Fblue_room;Fap_0
GLTL.jsonl;['yellow_room', 'green_room'];pass through the green rom to the yellow_room;"F ( ""green_room"" & F ""yellow_room"" )";F(green_room & Fyellow_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'green_room'];move through the room that isn t blue into the green_room;"( F ( ""green_room"" ) & G ( ! ""blue_room"" ) )";Fgreen_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room'];at the blue_room via the yellow_room;"F ( ""yellow_room"" & F ""blue_room"" )";F(yellow_room & Fblue_room);F(ap_1 & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];at green rectangle via red square;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'green_room'];move to the large blue_room while avoiding the small green_room;"( F ( ""blue_room"" ) & G ( ! ""green_room"" ) )";Fblue_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'red_room'];go through the blue_room and enter the red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];take the red or blue_room into the green_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | red_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];go green to blue or red to blue;"F ( ( ""green_room"" | ""red_room"" ) & F ""blue_room"" )";F((green_room | red_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['yellow_room', 'green_room'];travel to the green_room without going through the yellow_room;"( F ( ""green_room"" ) & G ( ! ""yellow_room"" ) )";Fgreen_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];avoid the yellow_room and enter the yellow_room through either the red or blue_room;"F ( ( ""red_room"" | ""blue_room"" ) & F ""yellow_room"" )";F((blue_room | red_room) & Fyellow_room);F((ap_0 | ap_2) & Fap_1)
GLTL.jsonl;['blue_room', 'red_room'];go through the door to the blue_room and continue into the red_room;"F ( ""blue_room"" & F ""red_room"" )";F(blue_room & Fred_room);F(ap_0 & Fap_1)
GLTL.jsonl;['red_room', 'green_room'];enter the door to the red_room and exit the other door into the green_room;"F ( ""red_room"" & F ""green_room"" )";F(red_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];at blue_room through green or yellow_room;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((green_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];go through the red or yellow_room and at the blue_room;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((red_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['yellow_room', 'green_room'];at the yellow_room through the room that is not green;"( F ( ""yellow_room"" ) & G ( ! ""green_room"" ) )";Fyellow_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];go through the blue_room into the yellow_room;"F ( ""blue_room"" & F ""yellow_room"" )";F(blue_room & Fyellow_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room'];at the yellow_room without entering a blue_room;"( F ( ""yellow_room"" ) & G ( ! ""blue_room"" ) )";Fyellow_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['red_room', 'green_room'];going through the red_room or the yellow room straight to the red_room avoiding the green_room;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'green_room'];at the green_room but do not take the blue_room to get there;"( F ( ""green_room"" ) & G ( ! ""blue_room"" ) )";Fgreen_room & G!blue_room;Fap_1 & G!ap_0
GLTL.jsonl;['yellow_room', 'red_room', 'green_room'];move through the yellow or green_room to the red_room;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""red_room"" )";F((green_room | yellow_room) & Fred_room);F((ap_2 | ap_0) & Fap_1)
GLTL.jsonl;['yellow_room', 'green_room'];go through the yellow_room and enter the green_room;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room', 'green_room'];at yellow_room and then green_room;"F ( ""yellow_room"" & F ""green_room"" )";F(yellow_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['yellow_room'];move to yellow_room;"F ""yellow_room""";Fyellow_room;Fap_0
GLTL.jsonl;['blue_room', 'yellow_room', 'red_room'];go red or yellow to blue;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((red_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'yellow_room'];don t go through the yellow_room towards the blue_room;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['yellow_room', 'green_room'];move to the green_room without entering a yellow_room;"( F ( ""green_room"" ) & G ( ! ""yellow_room"" ) )";Fgreen_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['red_room', 'green_room'];the robot avoids the red_room in going towards the green_room;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room'];make your way to the blue_room while avoiding the yellow_room;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'green_room'];enter the blue_room then enter the green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'red_room', 'green_room'];move through the green or red_rooms and enter the blue_room;"F ( ( ""green_room"" | ""red_room"" ) & F ""blue_room"" )";F((green_room | red_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['yellow_room', 'green_room'];at green area by avoiding yellow area;"( F ( ""green_room"" ) & G ( ! ""yellow_room"" ) )";Fgreen_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go through either the yellow or the green_room to get to the blue_room;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((green_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['blue_room', 'red_room'];at blue but not through red;"( F ( ""blue_room"" ) & G ( ! ""red_room"" ) )";Fblue_room & G!red_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];move through the blue_room into the yellow_room;"F ( ""blue_room"" & F ""yellow_room"" )";F(blue_room & Fyellow_room);F(ap_0 & Fap_1)
GLTL.jsonl;['red_room', 'green_room'];avoid red area on way to green area each time;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'green_room'];go through blue_room to get to green_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);F(ap_0 & Fap_1)
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go green to blue or yellow to blue;"F ( ( ""green_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((green_room | yellow_room) & Fblue_room);F((ap_2 | ap_1) & Fap_0)
GLTL.jsonl;['red_room', 'green_room'];enter the room that isn t red and proceed through to the green_room;"( F ( ""green_room"" ) & G ( ! ""red_room"" ) )";Fgreen_room & G!red_room;Fap_1 & G!ap_0
GLTL.jsonl;['yellow_room', 'red_room'];make your way to the red_room while avoiding the yellow_room;"( F ( ""red_room"" ) & G ( ! ""yellow_room"" ) )";Fred_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['blue_room', 'yellow_room'];enter the room that isn t yellow and proceed through to the blue_room;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['red_room', 'green_room'];going through the red_room or the yellow room straight to the red_room avoiding the green_room;"( F ( ""red_room"" ) & G ( ! ""green_room"" ) )";Fred_room & G!green_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];avoiding the yellow rectangle travel to the blue area;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['blue_room', 'yellow_room'];go into the blue_room while totally avoiding the yellow_room;"( F ( ""blue_room"" ) & G ( ! ""yellow_room"" ) )";Fblue_room & G!yellow_room;Fap_0 & G!ap_1
GLTL.jsonl;['yellow_room', 'green_room'];at green area by avoiding yellow area;"( F ( ""green_room"" ) & G ( ! ""yellow_room"" ) )";Fgreen_room & G!yellow_room;Fap_1 & G!ap_0
GLTL.jsonl;['red_room', 'green_room'];move to reach the red place by taking a path which has green colour and white colour in it while avoiding black yellow and red colour;"F ( ""green_room"" & F ""red_room"" )";F(green_room & Fred_room);F(ap_1 & Fap_0)
GLTL.jsonl;['blue_room', 'yellow_room', 'green_room'];go through yellow or blue square to get to green square;"F ( ( ""blue_room"" | ""yellow_room"" ) & F ""green_room"" )";F((blue_room | yellow_room) & Fgreen_room);F((ap_0 | ap_1) & Fap_2)
GLTL.jsonl;['red_room'];go in and then at the red_room;"F ""red_room""";Fred_room;Fap_0
GLTL.jsonl;['red_room', 'green_room'];to reach the red go through the green;"F ( ""green_room"" & F ""red_room"" )";F(green_room & Fred_room);F(ap_1 & Fap_0)
