NL;LTL;APs;lifted_lifted;source
Give aid to the safe_hostile and deliver_aid the injured_rescuer never coincide, yet one of them is always true.;G!("deliver_aid(injured_rescuer)" & "deliver_aid(safe_hostile)") & G("deliver_aid(injured_rescuer)" | "deliver_aid(safe_hostile)");['"deliver_aid(safe_hostile)"', '"deliver_aid(injured_rescuer)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Find the microwave and search the sheep never coincide, yet one of them is always true.;G!("search(microwave)" & "search(sheep)") & G("search(microwave)" | "search(sheep)");['"search(sheep)"', '"search(microwave)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Deliver aid to the safe_victim and deliver_aid the safe_rescuer never coincide, yet one of them is always true.;G!("deliver_aid(safe_rescuer)" & "deliver_aid(safe_victim)") & G("deliver_aid(safe_rescuer)" | "deliver_aid(safe_victim)");['"deliver_aid(safe_victim)"', '"deliver_aid(safe_rescuer)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Idle and deliver the horse to the loading_dock never coincide, yet one of them is always true.;G!("deliver(horse,loading_dock)" & idle) & G("deliver(horse,loading_dock)" | idle);['idle', '"deliver(horse,loading_dock)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Look for the clock and get_help never coincide, yet one of them is always true.;G!(get_help & "search(clock)") & G(get_help | "search(clock)");['get_help', '"search(clock)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Return to base and photo flood never coincide, yet one of them is always true.;G!(go_home & "photo(flood)") & G(go_home | "photo(flood)");['go_home', '"photo(flood)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Call for help and change light_north red never coincide, yet one of them is always true.;G!("change(light_north,red)" & get_help) & G("change(light_north,red)" | get_help);['get_help', '"change(light_north,red)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Take a picture of safe_person and record gas_leak never coincide, yet one of them is always true.;G!("photo(safe_person)" & "record(gas_leak)") & G("photo(safe_person)" | "record(gas_leak)");['"record(gas_leak)"', '"photo(safe_person)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Transport the microwave to the shelf and get_help never coincide, yet one of them is always true.;G!("deliver(microwave,shelf)" & get_help) & G("deliver(microwave,shelf)" | get_help);['get_help', '"deliver(microwave,shelf)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Request assistance and record debris never coincide, yet one of them is always true.;G!(get_help & "record(debris)") & G(get_help | "record(debris)");['get_help', '"record(debris)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
Collect the bicycle and search the broccoli never coincide, yet one of them is always true.;G!("pickup(bicycle)" & "search(broccoli)") & G("pickup(bicycle)" | "search(broccoli)");['"search(broccoli)"', '"pickup(bicycle)"'];G!(prop & prop) & G(prop | prop);VLTL-Bench_New
You must always avoid deliver the mouse to the loading_dock.;G!"deliver(mouse,loading_dock)";['"deliver(mouse,loading_dock)"'];G!prop;VLTL-Bench_New
This controller must always avoid looking for the cell_phone.;G!"search(cell_phone)";['"search(cell_phone)"'];G!prop;VLTL-Bench_New
This controller must always avoid photoing the person on north_2nd_avenue.;G!"photo(person,north_2nd_avenue)";['"photo(person,north_2nd_avenue)"'];G!prop;VLTL-Bench_New
You must always avoid photoing the person on southwest_10th_avenue.;G!"photo(person,southwest_10th_avenue)";['"photo(person,southwest_10th_avenue)"'];G!prop;VLTL-Bench_New
Our agent must always avoid deliver the aeroplane to the shelf.;G!"deliver(aeroplane,shelf)";['"deliver(aeroplane,shelf)"'];G!prop;VLTL-Bench_New
You must always avoid establishing communication with the safe_hostile.;G!"communicate(safe_hostile)";['"communicate(safe_hostile)"'];G!prop;VLTL-Bench_New
You must always avoid droping off the tie to the loading_dock.;G!"deliver(tie,loading_dock)";['"deliver(tie,loading_dock)"'];G!prop;VLTL-Bench_New
You must always avoid handing over the broccoli to the shelf.;G!"deliver(broccoli,shelf)";['"deliver(broccoli,shelf)"'];G!prop;VLTL-Bench_New
The robot must always avoid returning to base.;G!go_home;['go_home'];G!prop;VLTL-Bench_New
You must always avoid photoing the motorcycle on west_6th_avenue.;G!"photo(motorcycle,west_6th_avenue)";['"photo(motorcycle,west_6th_avenue)"'];G!prop;VLTL-Bench_New
This controller must always avoid begining recording the car on south_7th_street.;G!"record(car,south_7th_street)";['"record(car,south_7th_street)"'];G!prop;VLTL-Bench_New
Our agent must always avoid deliver_aid the injured_victim.;G!"deliver_aid(injured_victim)";['"deliver_aid(injured_victim)"'];G!prop;VLTL-Bench_New
Whenever neither record the collision on northeast_4th_avenue nor photo the pedestrian on east_4th_avenue holds, record the jaywalker on northeast_4th_street eventually holds.;G(!("photo(pedestrian,east_4th_avenue)" & "record(collision,northeast_4th_avenue)") -> F"record(jaywalker,northeast_4th_street)");['"record(collision,northeast_4th_avenue)"', '"record(jaywalker,northeast_4th_street)"', '"photo(pedestrian,east_4th_avenue)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither communicate the injured_victim nor communicate the safe_hostile holds, deliver_aid the injured_hostile eventually holds.;G(!("communicate(injured_victim)" & "communicate(safe_hostile)") -> F"deliver_aid(injured_hostile)");['"communicate(injured_victim)"', '"deliver_aid(injured_hostile)"', '"communicate(safe_hostile)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither get_help nor change light_east yellow holds, change light_north red eventually holds.;G(!("change(light_east,yellow)" & get_help) -> F"change(light_north,red)");['get_help', '"change(light_east,yellow)"', '"change(light_north,red)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither photo gas_leak nor photo safe_victim holds, deliver_aid the injured_rescuer eventually holds.;G(!("photo(gas_leak)" & "photo(safe_victim)") -> F"deliver_aid(injured_rescuer)");['"photo(safe_victim)"', '"photo(gas_leak)"', '"deliver_aid(injured_rescuer)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither change light_south red nor record the cyclist on south_6th_avenue holds, get_help eventually holds.;G(!("change(light_south,red)" & "record(cyclist,south_6th_avenue)") -> Fget_help);['get_help', '"change(light_south,red)"', '"record(cyclist,south_6th_avenue)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither pickup the backpack nor search the microwave holds, pickup the toaster eventually holds.;G(!("pickup(backpack)" & "search(microwave)") -> F"pickup(toaster)");['"pickup(backpack)"', '"pickup(toaster)"', '"search(microwave)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither get_help nor change light_west yellow holds, record the vehicle on northeast_4th_street eventually holds.;G(!("change(light_west,yellow)" & get_help) -> F"record(vehicle,northeast_4th_street)");['get_help', '"change(light_west,yellow)"', '"record(vehicle,northeast_4th_street)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither record gas_leak nor avoid the impending gas_leak holds, communicate the injured_rescuer eventually holds.;G(!("avoid(impending_gas_leak)" & "record(gas_leak)") -> F"communicate(injured_rescuer)");['"communicate(injured_rescuer)"', '"avoid(impending_gas_leak)"', '"record(gas_leak)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither photo the pedestrian on east_3rd_avenue nor get_help holds, change light_south yellow eventually holds.;G(!(get_help & "photo(pedestrian,east_3rd_avenue)") -> F"change(light_south,yellow)");['get_help', '"change(light_south,yellow)"', '"photo(pedestrian,east_3rd_avenue)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither change light_north yellow nor photo the jaywalker on northeast_5th_avenue holds, photo the car on southwest_4th_street eventually holds.;G(!("change(light_north,yellow)" & "photo(jaywalker,northeast_5th_avenue)") -> F"photo(car,southwest_4th_street)");['"change(light_north,yellow)"', '"photo(jaywalker,northeast_5th_avenue)"', '"photo(car,southwest_4th_street)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither search the suitcase nor deliver the wine_glass to the loading_dock holds, search the toilet eventually holds.;G(!("deliver(wine_glass,loading_dock)" & "search(suitcase)") -> F"search(toilet)");['"search(toilet)"', '"search(suitcase)"', '"deliver(wine_glass,loading_dock)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
Whenever neither record the collision on southwest_7th_avenue nor photo the motorcycle on northwest_9th_street holds, change light_west yellow eventually holds.;G(!("photo(motorcycle,northwest_9th_street)" & "record(collision,southwest_7th_avenue)") -> F"change(light_west,yellow)");['"change(light_west,yellow)"', '"photo(motorcycle,northwest_9th_street)"', '"record(collision,southwest_7th_avenue)"'];G(!(prop & prop) -> Fprop);VLTL-Bench_New
If photo the collision on south_3rd_avenue holds and photo the motorcycle on south_1st_street holds next, then photo the pedestrian on southeast_3rd_avenue holds in the step after that.;G(("photo(collision,south_3rd_avenue)" & X"photo(motorcycle,south_1st_street)") -> XX"photo(pedestrian,southeast_3rd_avenue)");['"photo(collision,south_3rd_avenue)"', '"photo(motorcycle,south_1st_street)"', '"photo(pedestrian,southeast_3rd_avenue)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If deliver the car to the shelf holds and deliver the tennis_racket to the shelf holds next, then search the refrigerator holds in the step after that.;G(("deliver(car,shelf)" & X"deliver(tennis_racket,shelf)") -> XX"search(refrigerator)");['"search(refrigerator)"', '"deliver(tennis_racket,shelf)"', '"deliver(car,shelf)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If deliver_aid the injured_rescuer holds and communicate the safe_victim holds next, then communicate the injured_victim holds in the step after that.;G(("deliver_aid(injured_rescuer)" & X"communicate(safe_victim)") -> XX"communicate(injured_victim)");['"communicate(injured_victim)"', '"communicate(safe_victim)"', '"deliver_aid(injured_rescuer)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If idle holds and get_help holds next, then search the sports_ball holds in the step after that.;G((idle & Xget_help) -> XX"search(sports_ball)");['get_help', 'idle', '"search(sports_ball)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If search the book holds and search the microwave holds next, then idle holds in the step after that.;G(("search(book)" & X"search(microwave)") -> XXidle);['idle', '"search(microwave)"', '"search(book)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If photo safe_victim holds and photo injured_victim holds next, then get_help holds in the step after that.;G(("photo(safe_victim)" & X"photo(injured_victim)") -> XXget_help);['"photo(safe_victim)"', 'get_help', '"photo(injured_victim)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If get_help holds and deliver the toothbrush to the shelf holds next, then search the cell_phone holds in the step after that.;G((get_help & X"deliver(toothbrush,shelf)") -> XX"search(cell_phone)");['get_help', '"search(cell_phone)"', '"deliver(toothbrush,shelf)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If idle holds and search the umbrella holds next, then deliver the baseball_glove to the shelf holds in the step after that.;G((idle & X"search(umbrella)") -> XX"deliver(baseball_glove,shelf)");['idle', '"search(umbrella)"', '"deliver(baseball_glove,shelf)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If change light_north green holds and get_help holds next, then photo the motorcycle on west_7th_street holds in the step after that.;G(("change(light_north,green)" & Xget_help) -> XX"photo(motorcycle,west_7th_street)");['get_help', '"change(light_north,green)"', '"photo(motorcycle,west_7th_street)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If record the pedestrian on east_2nd_avenue holds and change light_north yellow holds next, then photo the pedestrian on southwest_3rd_avenue holds in the step after that.;G(("record(pedestrian,east_2nd_avenue)" & X"change(light_north,yellow)") -> XX"photo(pedestrian,southwest_3rd_avenue)");['"change(light_north,yellow)"', '"record(pedestrian,east_2nd_avenue)"', '"photo(pedestrian,southwest_3rd_avenue)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If get_help holds and pickup the fire_hydrant holds next, then pickup the tv_monitor holds in the step after that.;G((get_help & X"pickup(fire_hydrant)") -> XX"pickup(tv_monitor)");['get_help', '"pickup(fire_hydrant)"', '"pickup(tv_monitor)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
If pickup the hot_dog holds and deliver the cell_phone to the loading_dock holds next, then pickup the orange holds in the step after that.;G(("pickup(hot_dog)" & X"deliver(cell_phone,loading_dock)") -> XX"pickup(orange)");['"pickup(hot_dog)"', '"pickup(orange)"', '"deliver(cell_phone,loading_dock)"'];G((prop & Xprop) -> XXprop);VLTL-Bench_New
Whenever get_help and photo the car on east_7th_avenue are equal, photo the car on east_7th_avenue and change light_south green are equal as well.;G((get_help <-> "photo(car,east_7th_avenue)") -> ("change(light_south,green)" <-> "photo(car,east_7th_avenue)"));['get_help', '"change(light_south,green)"', '"photo(car,east_7th_avenue)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever get_help and deliver the toothbrush to the shelf are equal, deliver the toothbrush to the shelf and pickup the bird are equal as well.;G(("deliver(toothbrush,shelf)" <-> get_help) -> ("deliver(toothbrush,shelf)" <-> "pickup(bird)"));['get_help', '"pickup(bird)"', '"deliver(toothbrush,shelf)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever idle and search the toothbrush are equal, search the toothbrush and get_help are equal as well.;G((idle <-> "search(toothbrush)") -> (get_help <-> "search(toothbrush)"));['get_help', 'idle', '"search(toothbrush)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever change light_west red and get_help are equal, get_help and record the car on west_7th_street are equal as well.;G(("change(light_west,red)" <-> get_help) -> (get_help <-> "record(car,west_7th_street)"));['get_help', '"change(light_west,red)"', '"record(car,west_7th_street)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever pickup the tie and search the spoon are equal, search the spoon and deliver the pizza to the shelf are equal as well.;G(("pickup(tie)" <-> "search(spoon)") -> ("deliver(pizza,shelf)" <-> "search(spoon)"));['"deliver(pizza,shelf)"', '"search(spoon)"', '"pickup(tie)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever get_help and photo the pedestrian on east_4th_street are equal, photo the pedestrian on east_4th_street and change light_west yellow are equal as well.;G((get_help <-> "photo(pedestrian,east_4th_street)") -> ("change(light_west,yellow)" <-> "photo(pedestrian,east_4th_street)"));['get_help', '"change(light_west,yellow)"', '"photo(pedestrian,east_4th_street)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever photo the jaywalker on northeast_3rd_street and record the motorcycle on southeast_1st_street are equal, record the motorcycle on southeast_1st_street and photo the vehicle on northeast_1st_street are equal as well.;G(("photo(jaywalker,northeast_3rd_street)" <-> "record(motorcycle,southeast_1st_street)") -> ("photo(vehicle,northeast_1st_street)" <-> "record(motorcycle,southeast_1st_street)"));['"photo(vehicle,northeast_1st_street)"', '"photo(jaywalker,northeast_3rd_street)"', '"record(motorcycle,southeast_1st_street)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever get_help and photo the car on northwest_4th_street are equal, photo the car on northwest_4th_street and change light_east yellow are equal as well.;G((get_help <-> "photo(car,northwest_4th_street)") -> ("change(light_east,yellow)" <-> "photo(car,northwest_4th_street)"));['get_help', '"change(light_east,yellow)"', '"photo(car,northwest_4th_street)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever photo the motorcycle on west_7th_avenue and photo the collision on west_7th_street are equal, photo the collision on west_7th_street and photo the pedestrian on southwest_9th_street are equal as well.;G(("photo(collision,west_7th_street)" <-> "photo(motorcycle,west_7th_avenue)") -> ("photo(collision,west_7th_street)" <-> "photo(pedestrian,southwest_9th_street)"));['"photo(collision,west_7th_street)"', '"photo(pedestrian,southwest_9th_street)"', '"photo(motorcycle,west_7th_avenue)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever change light_west red and record the collision on southwest_2nd_avenue are equal, record the collision on southwest_2nd_avenue and photo the motorcycle on east_5th_street are equal as well.;G(("change(light_west,red)" <-> "record(collision,southwest_2nd_avenue)") -> ("photo(motorcycle,east_5th_street)" <-> "record(collision,southwest_2nd_avenue)"));['"change(light_west,red)"', '"record(collision,southwest_2nd_avenue)"', '"photo(motorcycle,east_5th_street)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever record the cyclist on southeast_8th_avenue and record the pedestrian on northeast_8th_avenue are equal, record the pedestrian on northeast_8th_avenue and photo the collision on northeast_6th_avenue are equal as well.;G(("record(cyclist,southeast_8th_avenue)" <-> "record(pedestrian,northeast_8th_avenue)") -> ("photo(collision,northeast_6th_avenue)" <-> "record(pedestrian,northeast_8th_avenue)"));['"record(pedestrian,northeast_8th_avenue)"', '"record(cyclist,southeast_8th_avenue)"', '"photo(collision,northeast_6th_avenue)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Whenever avoid the probable_gas_leak and deliver_aid the injured_hostile are equal, deliver_aid the injured_hostile and record flood are equal as well.;G(("avoid(probable_gas_leak)" <-> "deliver_aid(injured_hostile)") -> ("deliver_aid(injured_hostile)" <-> "record(flood)"));['"avoid(probable_gas_leak)"', '"deliver_aid(injured_hostile)"', '"record(flood)"'];G((prop <-> prop) -> (prop <-> prop));VLTL-Bench_New
Both idle and search the knife hold at every step.;G(idle & "search(knife)");['idle', '"search(knife)"'];G(prop & prop);VLTL-Bench_New
Both get_help and photo the motorcycle on south_9th_avenue hold at every step.;G(get_help & "photo(motorcycle,south_9th_avenue)");['get_help', '"photo(motorcycle,south_9th_avenue)"'];G(prop & prop);VLTL-Bench_New
Both get_help and change light_north green hold at every step.;G("change(light_north,green)" & get_help);['get_help', '"change(light_north,green)"'];G(prop & prop);VLTL-Bench_New
Both search the toaster and idle holding at every step.;G(idle & "search(toaster)");['idle', '"search(toaster)"'];G(prop & prop);VLTL-Bench_New
The robot must always maintain both get_help and search the chair.;G(get_help & "search(chair)");['get_help', '"search(chair)"'];G(prop & prop);VLTL-Bench_New
The system must always maintain both deliver the book to the loading_dock and idle.;G("deliver(book,loading_dock)" & idle);['idle', '"deliver(book,loading_dock)"'];G(prop & prop);VLTL-Bench_New
The robot must always maintain both record the vehicle on west_10th_street and photo the cyclist on west_6th_street.;G("photo(cyclist,west_6th_street)" & "record(vehicle,west_10th_street)");['"record(vehicle,west_10th_street)"', '"photo(cyclist,west_6th_street)"'];G(prop & prop);VLTL-Bench_New
Both get_help and photo the jaywalker on north_4th_avenue hold at every step.;G(get_help & "photo(jaywalker,north_4th_avenue)");['get_help', '"photo(jaywalker,north_4th_avenue)"'];G(prop & prop);VLTL-Bench_New
Both go_home and deliver_aid the safe_rescuer hold at every step.;G("deliver_aid(safe_rescuer)" & go_home);['go_home', '"deliver_aid(safe_rescuer)"'];G(prop & prop);VLTL-Bench_New
The robot must always maintain both pickup the frisbee and search the bowl.;G("pickup(frisbee)" & "search(bowl)");['"search(bowl)"', '"pickup(frisbee)"'];G(prop & prop);VLTL-Bench_New
Both get_help and photo debris hold at every step.;G(get_help & "photo(debris)");['get_help', '"photo(debris)"'];G(prop & prop);VLTL-Bench_New
Both change light_west red and record the cyclist on southeast_1st_street hold at every step.;G("change(light_west,red)" & "record(cyclist,southeast_1st_street)");['"change(light_west,red)"', '"record(cyclist,southeast_1st_street)"'];G(prop & prop);VLTL-Bench_New
When deliver_aid the injured_victim happens, avoid the nearest_debris must hold now or in the next step.;G("deliver_aid(injured_victim)" -> ("avoid(nearest_debris)" | X"avoid(nearest_debris)"));['"deliver_aid(injured_victim)"', '"avoid(nearest_debris)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When change light_south yellow happens, record the motorcycle on north_7th_avenue must hold now or in the next step.;G("change(light_south,yellow)" -> ("record(motorcycle,north_7th_avenue)" | X"record(motorcycle,north_7th_avenue)"));['"change(light_south,yellow)"', '"record(motorcycle,north_7th_avenue)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When photo the vehicle on south_6th_avenue happens, get_help must hold now or in the next step.;G("photo(vehicle,south_6th_avenue)" -> (get_help | Xget_help));['get_help', '"photo(vehicle,south_6th_avenue)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When record the car on southeast_7th_avenue happens, photo the pedestrian on north_3rd_avenue must hold now or in the next step.;G("record(car,southeast_7th_avenue)" -> ("photo(pedestrian,north_3rd_avenue)" | X"photo(pedestrian,north_3rd_avenue)"));['"photo(pedestrian,north_3rd_avenue)"', '"record(car,southeast_7th_avenue)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When pickup the bench happens, deliver the apple to the shelf must hold now or in the next step.;G("pickup(bench)" -> ("deliver(apple,shelf)" | X"deliver(apple,shelf)"));['"pickup(bench)"', '"deliver(apple,shelf)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When idle happens, get_help must hold now or in the next step.;G(idle -> (get_help | Xget_help));['get_help', 'idle'];G(prop -> (prop | Xprop));VLTL-Bench_New
When photo the person on east_4th_avenue happens, record the vehicle on south_2nd_street must hold now or in the next step.;G("photo(person,east_4th_avenue)" -> ("record(vehicle,south_2nd_street)" | X"record(vehicle,south_2nd_street)"));['"record(vehicle,south_2nd_street)"', '"photo(person,east_4th_avenue)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When search the apple happens, idle must hold now or in the next step.;G("search(apple)" -> (idle | Xidle));['idle', '"search(apple)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When record the person on east_5th_street happens, change light_north green must hold now or in the next step.;G("record(person,east_5th_street)" -> ("change(light_north,green)" | X"change(light_north,green)"));['"change(light_north,green)"', '"record(person,east_5th_street)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When deliver_aid the injured_victim happens, photo injured_victim must hold now or in the next step.;G("deliver_aid(injured_victim)" -> ("photo(injured_victim)" | X"photo(injured_victim)"));['"deliver_aid(injured_victim)"', '"photo(injured_victim)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When change light_north green happens, photo the person on northeast_5th_avenue must hold now or in the next step.;G("change(light_north,green)" -> ("photo(person,northeast_5th_avenue)" | X"photo(person,northeast_5th_avenue)"));['"change(light_north,green)"', '"photo(person,northeast_5th_avenue)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
When deliver_aid the safe_rescuer happens, photo debris must hold now or in the next step.;G("deliver_aid(safe_rescuer)" -> ("photo(debris)" | X"photo(debris)"));['"photo(debris)"', '"deliver_aid(safe_rescuer)"'];G(prop -> (prop | Xprop));VLTL-Bench_New
Globally, if idle occurs then finally pickup the aeroplane happens.;G(idle -> F"pickup(aeroplane)");['idle', '"pickup(aeroplane)"'];G(prop -> Fprop);VLTL-Bench_New
Whenever deliver the cake to the shelf holds, eventually pickup the vase will hold.;G("deliver(cake,shelf)" -> F"pickup(vase)");['"pickup(vase)"', '"deliver(cake,shelf)"'];G(prop -> Fprop);VLTL-Bench_New
Whenever go_home holds, eventually record unsafe_person will hold.;G(go_home -> F"record(unsafe_person)");['go_home', '"record(unsafe_person)"'];G(prop -> Fprop);VLTL-Bench_New
Whenever search the bench holds, eventually deliver the suitcase to the shelf will hold.;G("search(bench)" -> F"deliver(suitcase,shelf)");['"search(bench)"', '"deliver(suitcase,shelf)"'];G(prop -> Fprop);VLTL-Bench_New
Globally, if deliver the donut to the shelf occurs then finally get_help happens.;G("deliver(donut,shelf)" -> Fget_help);['get_help', '"deliver(donut,shelf)"'];G(prop -> Fprop);VLTL-Bench_New
Whenever communicate the injured_victim holds, eventually go_home will hold.;G("communicate(injured_victim)" -> Fgo_home);['"communicate(injured_victim)"', 'go_home'];G(prop -> Fprop);VLTL-Bench_New
Whenever get_help holds, eventually deliver the oven to the shelf will hold.;G(get_help -> F"deliver(oven,shelf)");['get_help', '"deliver(oven,shelf)"'];G(prop -> Fprop);VLTL-Bench_New
Whenever pickup the toaster holds, eventually search the remote will hold.;G("pickup(toaster)" -> F"search(remote)");['"pickup(toaster)"', '"search(remote)"'];G(prop -> Fprop);VLTL-Bench_New
Whenever record the car on west_6th_avenue holds, eventually get_help will hold.;G("record(car,west_6th_avenue)" -> Fget_help);['get_help', '"record(car,west_6th_avenue)"'];G(prop -> Fprop);VLTL-Bench_New
Globally, if change light_south red occurs then finally photo the pedestrian on northwest_10th_avenue happens.;G("change(light_south,red)" -> F"photo(pedestrian,northwest_10th_avenue)");['"change(light_south,red)"', '"photo(pedestrian,northwest_10th_avenue)"'];G(prop -> Fprop);VLTL-Bench_New
Whenever go_home holds, eventually record safe_civilian will hold.;G(go_home -> F"record(safe_civilian)");['go_home', '"record(safe_civilian)"'];G(prop -> Fprop);VLTL-Bench_New
Globally, if idle occurs then finally deliver the bear to the loading_dock happens.;G(idle -> F"deliver(bear,loading_dock)");['idle', '"deliver(bear,loading_dock)"'];G(prop -> Fprop);VLTL-Bench_New
If every photo the motorcycle on south_6th_avenue is eventually followed by photoing the cyclist on southeast_4th_street, then get_help must occur infinitely often.;G("photo(motorcycle,south_6th_avenue)" -> F"photo(cyclist,southeast_4th_street)") -> GFget_help;['get_help', '"photo(motorcycle,south_6th_avenue)"', '"photo(cyclist,southeast_4th_street)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every communicate the injured_rescuer is eventually followed by staying away from the active_unstable_beam, then get_help must occur infinitely often.;G("communicate(injured_rescuer)" -> F"avoid(active_unstable_beam)") -> GFget_help;['"communicate(injured_rescuer)"', 'get_help', '"avoid(active_unstable_beam)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every get_help is eventually followed by photoing the car on north_2nd_avenue, then record the jaywalker on east_9th_avenue must occur infinitely often.;G(get_help -> F"photo(car,north_2nd_avenue)") -> GF"record(jaywalker,east_9th_avenue)";['get_help', '"photo(car,north_2nd_avenue)"', '"record(jaywalker,east_9th_avenue)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every go_home is eventually followed by avoid the probable_debris, then deliver_aid the injured_hostile must occur infinitely often.;G(go_home -> F"avoid(probable_debris)") -> GF"deliver_aid(injured_hostile)";['go_home', '"deliver_aid(injured_hostile)"', '"avoid(probable_debris)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every record fire_source is eventually followed by requesting assistance, then record injured_person must occur infinitely often.;G("record(fire_source)" -> Fget_help) -> GF"record(injured_person)";['get_help', '"record(injured_person)"', '"record(fire_source)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every deliver_aid the safe_rescuer is eventually followed by going home, then communicate the safe_victim must occur infinitely often.;G("deliver_aid(safe_rescuer)" -> Fgo_home) -> GF"communicate(safe_victim)";['go_home', '"communicate(safe_victim)"', '"deliver_aid(safe_rescuer)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every idle is eventually followed by calling for help, then pickup the bear must occur infinitely often.;G(idle -> Fget_help) -> GF"pickup(bear)";['get_help', 'idle', '"pickup(bear)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every record fire_source is eventually followed by doing not go near the probable_flood, then avoid the nearest_gas_leak must occur infinitely often.;G("record(fire_source)" -> F"avoid(probable_flood)") -> GF"avoid(nearest_gas_leak)";['"avoid(probable_flood)"', '"avoid(nearest_gas_leak)"', '"record(fire_source)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every avoid the probable_debris is eventually followed by staying away from the nearest_debris, then communicate the safe_hostile must occur infinitely often.;G("avoid(probable_debris)" -> F"avoid(nearest_debris)") -> GF"communicate(safe_hostile)";['"avoid(nearest_debris)"', '"communicate(safe_hostile)"', '"avoid(probable_debris)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
If every search the bowl is eventually followed by delivering the giraffe to the shelf, then pickup the tie must occur infinitely often.;G("search(bowl)" -> F"deliver(giraffe,shelf)") -> GF"pickup(tie)";['"search(bowl)"', '"deliver(giraffe,shelf)"', '"pickup(tie)"'];G(prop -> Fprop) -> GFprop;VLTL-Bench_New
