NL;LTL;APs
first, in the future either a sensor retrieves data or the train has been launched, and then, at a certain moment either the bar has to be repaired or a table is old;G!(sensor_retrieves_data | train_has_been_launched) | F((sensor_retrieves_data | train_has_been_launched) & F(bar_has_to_be_repaired | table_is_old));['table_is_old', 'bar_has_to_be_repaired', 'train_has_been_launched', 'sensor_retrieves_data']
first, in the future either the house is open or the motorbike is driven, and then, it will happen that the elevator is blocked or the escalator speeds up;G!(house_is_open | motorbike_is_driven) | F((house_is_open | motorbike_is_driven) & F(elevator_is_blocked | escalator_speeds_up));['house_is_open', 'escalator_speeds_up', 'motorbike_is_driven', 'elevator_is_blocked']
first, finally, the train is crossing or the manager collect claims, and then, at a certain moment either the table is old or the bar has to be repaired;G!(manager_collect_claims | train_is_crossing) | F((manager_collect_claims | train_is_crossing) & F(bar_has_to_be_repaired | table_is_old));['train_is_crossing', 'manager_collect_claims', 'table_is_old', 'bar_has_to_be_repaired']
first, at some point in time either the bar is closing or the brake is pressed, and then, at some point in time either a table is old or the bar has to be repaired;G!(bar_is_closing | brake_is_pressed) | F((bar_is_closing | brake_is_pressed) & F(bar_has_to_be_repaired | table_is_old));['brake_is_pressed', 'bar_is_closing', 'table_is_old', 'bar_has_to_be_repaired']
at some point the elevator is open or the train derails and, eventually, a sensor retrieves data or a bridge closes afterwards;G!(elevator_is_open | train_derails) | F((elevator_is_open | train_derails) & F(bridge_closes | sensor_retrieves_data));['train_derails', 'bridge_closes', 'sensor_retrieves_data', 'elevator_is_open']
first, in the future the train has arrived or the escalator moves, and then, it is going to happen that either the engine breaks or the car enters;G!(escalator_moves | train_has_arrived) | F((escalator_moves | train_has_arrived) & F(car_enters | engine_breaks));['car_enters', 'escalator_moves', 'engine_breaks', 'train_has_arrived']
first, finally, a semaphore is green or the bar is closing, and then, eventually, the bar is closing or a motorbike has stopped;G!(bar_is_closing | semaphore_is_green) | F((bar_is_closing | semaphore_is_green) & F(bar_is_closing | motorbike_has_stopped));['bar_is_closing', 'motorbike_has_stopped', 'semaphore_is_green']
first, at a certain moment the bar is closing or the table is brown, and then, it is going to happen that the escalator speeds up or a house collapses;G!(bar_is_closing | table_is_brown) | F((bar_is_closing | table_is_brown) & F(escalator_speeds_up | house_collapses));['escalator_speeds_up', 'bar_is_closing', 'table_is_brown', 'house_collapses']
at a certain moment the engine stops or the manager collect claims and, in the future a bridge closes or the semaphore is broken afterwards;G!(engine_stops | manager_collect_claims) | F((engine_stops | manager_collect_claims) & F(bridge_closes | semaphore_is_broken));['manager_collect_claims', 'bridge_closes', 'semaphore_is_broken', 'engine_stops']
first, at a certain moment the train is crossing or the elevator rises, and then, it is going to happen that a sensor gathers information;G!(elevator_rises | train_is_crossing) | F((elevator_rises | train_is_crossing) & Fsensor_gathers_information);['train_is_crossing', 'elevator_rises', 'sensor_gathers_information']
first, finally, the escalator moves or the manager collect claims, and then, it will happen that a bridge closes;G!(escalator_moves | manager_collect_claims) | F((escalator_moves | manager_collect_claims) & Fbridge_closes);['manager_collect_claims', 'escalator_moves', 'bridge_closes']
first, in the future a constructor creates instances or the motorbike is driven, and then, it is going to happen that a bridge closes;G!(constructor_creates_instances | motorbike_is_driven) | F((constructor_creates_instances | motorbike_is_driven) & Fbridge_closes);['motorbike_is_driven', 'constructor_creates_instances', 'bridge_closes']
first, it is going to happen that the bar has to be repaired or the table is old, and then, it is going to happen that a sensor gathers information;G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & Fsensor_gathers_information);['table_is_old', 'bar_has_to_be_repaired', 'sensor_gathers_information']
eventually, the bar is down or the motorbike is driven and, in the future a train has arrived afterwards;G!(bar_is_down | motorbike_is_driven) | F((bar_is_down | motorbike_is_driven) & Ftrain_has_arrived);['motorbike_is_driven', 'bar_is_down', 'train_has_arrived']
finally, either the semaphore is green or the bar is up and, it is going to happen that a train has arrived afterwards;G!(bar_is_up | semaphore_is_green) | F((bar_is_up | semaphore_is_green) & Ftrain_has_arrived);['bar_is_up', 'semaphore_is_green', 'train_has_arrived']
in the future either a semaphore is green or the bar is up and, it will happen that the bridge closes afterwards;G!(bar_is_up | semaphore_is_green) | F((bar_is_up | semaphore_is_green) & Fbridge_closes);['bar_is_up', 'bridge_closes', 'semaphore_is_green']
first, at a certain moment the engine stops or a constructor instantiate objects, and then, in the future a sensor gathers information;G!(constructor_instantiate_objects | engine_stops) | F((constructor_instantiate_objects | engine_stops) & Fsensor_gathers_information);['constructor_instantiate_objects', 'sensor_gathers_information', 'engine_stops']
finally, either the sensor retrieves data or a table is brown and, in the future the sensor gathers information afterwards;G!(sensor_retrieves_data | table_is_brown) | F((sensor_retrieves_data | table_is_brown) & Fsensor_gathers_information);['table_is_brown', 'sensor_retrieves_data', 'sensor_gathers_information']
first, sooner or later a car enters or the bar has to be repaired, and then, it is going to happen that the sensor gathers information;G!(bar_has_to_be_repaired | car_enters) | F((bar_has_to_be_repaired | car_enters) & Fsensor_gathers_information);['car_enters', 'bar_has_to_be_repaired', 'sensor_gathers_information']
first, eventually, either an elevator is blocked or the escalator speeds up, and then, it is going to happen that the sensor gathers information;G!(elevator_is_blocked | escalator_speeds_up) | F((elevator_is_blocked | escalator_speeds_up) & Fsensor_gathers_information);['escalator_speeds_up', 'sensor_gathers_information', 'elevator_is_blocked']
first, sooner or later the constructor creates instances or the table is old, and then, finally, the train has arrived;G!(constructor_creates_instances | table_is_old) | F((constructor_creates_instances | table_is_old) & Ftrain_has_arrived);['constructor_creates_instances', 'table_is_old', 'train_has_arrived']
under no condition the bar has to be repaired;G!bar_has_to_be_repaired;['bar_has_to_be_repaired']
at no time the elevator falls;G!elevator_falls;['elevator_falls']
first, at some point a bridge closes, and then, eventually, both a table is brown and the bar is closing;G!bridge_closes | F(bridge_closes & F(bar_is_closing & table_is_brown));['bar_is_closing', 'table_is_brown', 'bridge_closes']
sooner or later a bridge closes and, it is going to happen that both the sensor gathers information and the motorbike catches fire afterwards;G!bridge_closes | F(bridge_closes & F(motorbike_catches_fire & sensor_gathers_information));['motorbike_catches_fire', 'bridge_closes', 'sensor_gathers_information']
first, it is going to happen that a sensor gathers information, and then, sooner or later both a train has arrived and the brake is pressed;G!sensor_gathers_information | F(sensor_gathers_information & F(brake_is_pressed & train_has_arrived));['brake_is_pressed', 'sensor_gathers_information', 'train_has_arrived']
first, at some point in time a train has arrived, and then, in the future the bar is closing and an elevator is blocked;G!train_has_arrived | F(train_has_arrived & F(bar_is_closing & elevator_is_blocked));['bar_is_closing', 'elevator_is_blocked', 'train_has_arrived']
finally, a train has arrived and, at some point in time both the table is brown and the escalator moves afterwards;G!train_has_arrived | F(train_has_arrived & F(escalator_moves & table_is_brown));['table_is_brown', 'escalator_moves', 'train_has_arrived']
first, at some point the train has arrived, and then, finally, both a house collapses and the house is open;G!train_has_arrived | F(train_has_arrived & F(house_collapses & house_is_open));['house_is_open', 'house_collapses', 'train_has_arrived']
at a certain moment the train has arrived and, eventually, the bar has to be repaired and a car stops afterwards;G!train_has_arrived | F(train_has_arrived & F(bar_has_to_be_repaired & car_stops));['car_stops', 'bar_has_to_be_repaired', 'train_has_arrived']
finally, the sensor gathers information and, at some point a train stops and the brake is pressed afterwards;G!sensor_gathers_information | F(sensor_gathers_information & F(brake_is_pressed & train_stops));['brake_is_pressed', 'sensor_gathers_information', 'train_stops']
in the future the bridge closes and, at some point a train derails and a manager handles requests afterwards;G!bridge_closes | F(bridge_closes & F(manager_handles_requests & train_derails));['train_derails', 'bridge_closes', 'manager_handles_requests']
it is going to happen that a bridge closes and, eventually, the semaphore is yellow and the bridge closes afterwards;G!bridge_closes | F(bridge_closes & F(bridge_closes & semaphore_is_yellow));['semaphore_is_yellow', 'bridge_closes']
first, eventually, the sensor gathers information, and then, it is going to happen that both the car starts and the semaphore is red;G!sensor_gathers_information | F(sensor_gathers_information & F(car_starts & semaphore_is_red));['car_starts', 'semaphore_is_red', 'sensor_gathers_information']
it is going to happen that the sensor gathers information and, finally, a motorbike catches fire and a semaphore is red afterwards;G!sensor_gathers_information | F(sensor_gathers_information & F(motorbike_catches_fire & semaphore_is_red));['semaphore_is_red', 'motorbike_catches_fire', 'sensor_gathers_information']
first, at some point in time the sensor gathers information, and then, at a certain moment either the engine starts or an elevator is open;G!sensor_gathers_information | F(sensor_gathers_information & F(elevator_is_open | engine_starts));['engine_starts', 'sensor_gathers_information', 'elevator_is_open']
first, eventually, the bridge closes, and then, eventually, either the train has arrived or the escalator moves;G!bridge_closes | F(bridge_closes & F(escalator_moves | train_has_arrived));['escalator_moves', 'bridge_closes', 'train_has_arrived']
first, in the future the train has arrived, and then, at a certain moment either an elevator is blocked or the escalator speeds up;G!train_has_arrived | F(train_has_arrived & F(elevator_is_blocked | escalator_speeds_up));['escalator_speeds_up', 'elevator_is_blocked', 'train_has_arrived']
eventually, the bridge closes and, finally, either the engine starts or an elevator falls afterwards;G!bridge_closes | F(bridge_closes & F(elevator_falls | engine_starts));['elevator_falls', 'engine_starts', 'bridge_closes']
first, it will happen that the sensor gathers information, and then, sooner or later either an elevator falls or the brake is pressed;G!sensor_gathers_information | F(sensor_gathers_information & F(brake_is_pressed | elevator_falls));['brake_is_pressed', 'elevator_falls', 'sensor_gathers_information']
first, eventually, a bridge closes, and then, eventually, either a manager handles requests or a motorbike has started;G!bridge_closes | F(bridge_closes & F(manager_handles_requests | motorbike_has_started));['bridge_closes', 'motorbike_has_started', 'manager_handles_requests']
at a certain moment a sensor gathers information and, in the future the engine stops or the train is crossing afterwards;G!sensor_gathers_information | F(sensor_gathers_information & F(engine_stops | train_is_crossing));['train_is_crossing', 'sensor_gathers_information', 'engine_stops']
first, it is going to happen that the train has arrived, and then, at some point the escalator is blocked or a sensor captures data;G!train_has_arrived | F(train_has_arrived & F(escalator_is_blocked | sensor_captures_data));['sensor_captures_data', 'escalator_is_blocked', 'train_has_arrived']
first, at some point in time the sensor gathers information, and then, at some point a sensor retrieves data or the engine starts;G!sensor_gathers_information | F(sensor_gathers_information & F(engine_starts | sensor_retrieves_data));['engine_starts', 'sensor_retrieves_data', 'sensor_gathers_information']
first, at some point in time a bridge closes, and then, it is going to happen that either an elevator is open or the train derails;G!bridge_closes | F(bridge_closes & F(elevator_is_open | train_derails));['train_derails', 'bridge_closes', 'elevator_is_open']
eventually, a train has arrived and, in the future a constructor creates instances or the elevator is blocked afterwards;G!train_has_arrived | F(train_has_arrived & F(constructor_creates_instances | elevator_is_blocked));['constructor_creates_instances', 'elevator_is_blocked', 'train_has_arrived']
first, at a certain moment the train has arrived, and then, finally, the engine breaks or the manager handles requests;G!train_has_arrived | F(train_has_arrived & F(engine_breaks | manager_handles_requests));['engine_breaks', 'manager_handles_requests', 'train_has_arrived']
first, at some point a train has arrived, and then, at some point a sensor gathers information;G!train_has_arrived | F(train_has_arrived & Fsensor_gathers_information);['sensor_gathers_information', 'train_has_arrived']
first, sooner or later a bridge closes, and then, eventually, a train has arrived;G!bridge_closes | F(bridge_closes & Ftrain_has_arrived);['bridge_closes', 'train_has_arrived']
first, at some point a train has arrived, and then, sooner or later the bridge closes;G!train_has_arrived | F(train_has_arrived & Fbridge_closes);['bridge_closes', 'train_has_arrived']
first, it is going to happen that a sensor gathers information, and then, eventually, a bridge closes;G!sensor_gathers_information | F(sensor_gathers_information & Fbridge_closes);['bridge_closes', 'sensor_gathers_information']
first, at a certain moment the bridge closes, and then, at some point in time the sensor gathers information;G!bridge_closes | F(bridge_closes & Fsensor_gathers_information);['bridge_closes', 'sensor_gathers_information']
eventually, a sensor gathers information and, sooner or later a train has arrived afterwards;G!sensor_gathers_information | F(sensor_gathers_information & Ftrain_has_arrived);['sensor_gathers_information', 'train_has_arrived']
it is going to happen that the train derails and the escalator moves after both the sensor retrieves data and the sensor captures data;G((sensor_captures_data & sensor_retrieves_data) -> F(escalator_moves & train_derails));['train_derails', 'sensor_captures_data', 'escalator_moves', 'sensor_retrieves_data']
if a semaphore is green and a train derails then it will happen that both a constructor instantiate objects and the train stops;G((semaphore_is_green & train_derails) -> F(constructor_instantiate_objects & train_stops));['train_derails', 'constructor_instantiate_objects', 'semaphore_is_green', 'train_stops']
always when the sensor retrieves data and the escalator moves then eventually, a table has been moved and the escalator is blocked;G((escalator_moves & sensor_retrieves_data) -> F(escalator_is_blocked & table_has_been_moved));['table_has_been_moved', 'escalator_moves', 'sensor_retrieves_data', 'escalator_is_blocked']
eventually, both the sensor captures data and the engine stops after both the engine starts and the semaphore is broken;G((engine_starts & semaphore_is_broken) -> F(engine_stops & sensor_captures_data));['sensor_captures_data', 'engine_starts', 'semaphore_is_broken', 'engine_stops']
after both a table is brown and the train stops, it is going to happen that both a constructor instantiate objects and a train stops;G((table_is_brown & train_stops) -> F(constructor_instantiate_objects & train_stops));['constructor_instantiate_objects', 'table_is_brown', 'train_stops']
eventually, the motorbike has stopped and the train is crossing after the semaphore is yellow and a train is crossing;G((semaphore_is_yellow & train_is_crossing) -> F(motorbike_has_stopped & train_is_crossing));['train_is_crossing', 'semaphore_is_yellow', 'motorbike_has_stopped']
always when both a table has been moved and the escalator is blocked then it will happen that the sensor captures data and the escalator speeds up;G((escalator_is_blocked & table_has_been_moved) -> F(escalator_speeds_up & sensor_captures_data));['escalator_speeds_up', 'table_has_been_moved', 'sensor_captures_data', 'escalator_is_blocked']
if a sensor retrieves data and the escalator moves then at a certain moment a car starts and the table is brown;G((escalator_moves & sensor_retrieves_data) -> F(car_starts & table_is_brown));['car_starts', 'table_is_brown', 'escalator_moves', 'sensor_retrieves_data']
always when the brake is released and the constructor creates instances then it is going to happen that both a semaphore is green and the elevator is blocked;G((brake_is_released & constructor_creates_instances) -> F(elevator_is_blocked & semaphore_is_green));['constructor_creates_instances', 'brake_is_released', 'elevator_is_blocked', 'semaphore_is_green']
whenever both an elevator is open and the train has arrived then it will happen that both the bridge opens and the train has been launched;G((elevator_is_open & train_has_arrived) -> F(bridge_opens & train_has_been_launched));['bridge_opens', 'train_has_been_launched', 'elevator_is_open', 'train_has_arrived']
every time both a car stops and an elevator is blocked then finally, both the bar is up and the motorbike has started;G((car_stops & elevator_is_blocked) -> F(bar_is_up & motorbike_has_started));['bar_is_up', 'car_stops', 'elevator_is_blocked', 'motorbike_has_started']
after the engine starts and a house is built, in the future both the semaphore is yellow and a sensor retrieves data;G((engine_starts & house_is_built) -> F(semaphore_is_yellow & sensor_retrieves_data));['house_is_built', 'semaphore_is_yellow', 'engine_starts', 'sensor_retrieves_data']
sooner or later a bridge closes or the elevator is blocked after the table is old and a table has been moved;G((table_has_been_moved & table_is_old) -> F(bridge_closes | elevator_is_blocked));['table_has_been_moved', 'table_is_old', 'bridge_closes', 'elevator_is_blocked']
always when both the elevator falls and the escalator is blocked then in the future the car stops or the escalator is blocked;G((elevator_falls & escalator_is_blocked) -> F(car_stops | escalator_is_blocked));['car_stops', 'elevator_falls', 'escalator_is_blocked']
whenever both a motorbike catches fire and the bar has to be repaired then it will happen that either the sensor captures data or the engine starts;G((bar_has_to_be_repaired & motorbike_catches_fire) -> F(engine_starts | sensor_captures_data));['sensor_captures_data', 'bar_has_to_be_repaired', 'motorbike_catches_fire', 'engine_starts']
always when the manager handles requests and a motorbike has stopped then eventually, either the table has been moved or the train stops;G((manager_handles_requests & motorbike_has_stopped) -> F(table_has_been_moved | train_stops));['table_has_been_moved', 'motorbike_has_stopped', 'manager_handles_requests', 'train_stops']
whenever the semaphore is yellow and the train is crossing then at some point in time the manager collect claims or a manager handles requests;G((semaphore_is_yellow & train_is_crossing) -> F(manager_collect_claims | manager_handles_requests));['train_is_crossing', 'manager_collect_claims', 'semaphore_is_yellow', 'manager_handles_requests']
whenever a table has been moved and an elevator is blocked then at some point the elevator falls or a motorbike catches fire;G((elevator_is_blocked & table_has_been_moved) -> F(elevator_falls | motorbike_catches_fire));['table_has_been_moved', 'elevator_falls', 'motorbike_catches_fire', 'elevator_is_blocked']
whenever both the elevator rises and a motorbike falls down then at some point the semaphore is broken or the bar has to be repaired;G((elevator_rises & motorbike_falls_down) -> F(bar_has_to_be_repaired | semaphore_is_broken));['motorbike_falls_down', 'bar_has_to_be_repaired', 'elevator_rises', 'semaphore_is_broken']
it will happen that the elevator falls or the bar is closing after both the engine breaks and the motorbike is driven;G((engine_breaks & motorbike_is_driven) -> F(bar_is_closing | elevator_falls));['bar_is_closing', 'motorbike_is_driven', 'elevator_falls', 'engine_breaks']
in the future a table is brown or the engine stops after the car stops and the table is old;G((car_stops & table_is_old) -> F(engine_stops | table_is_brown));['table_is_brown', 'car_stops', 'table_is_old', 'engine_stops']
in the future either the bar is down or a manager collect claims after the brake is released and the semaphore is yellow;G((brake_is_released & semaphore_is_yellow) -> F(bar_is_down | manager_collect_claims));['manager_collect_claims', 'semaphore_is_yellow', 'brake_is_released', 'bar_is_down']
if the bar is down and the elevator rises then at some point the house is open or the table has been moved;G((bar_is_down & elevator_rises) -> F(house_is_open | table_has_been_moved));['house_is_open', 'table_has_been_moved', 'elevator_rises', 'bar_is_down']
as both a train has been launched and the train stops, at some point in time either the engine breaks or the bar is closing;G((train_has_been_launched & train_stops) -> F(bar_is_closing | engine_breaks));['bar_is_closing', 'train_has_been_launched', 'engine_breaks', 'train_stops']
every time both a table is old and the constructor creates instances then at some point the semaphore is yellow;G((constructor_creates_instances & table_is_old) -> Fsemaphore_is_yellow);['constructor_creates_instances', 'table_is_old', 'semaphore_is_yellow']
whenever the car starts and a table is brown then at some point a sensor captures data;G((car_starts & table_is_brown) -> Fsensor_captures_data);['car_starts', 'table_is_brown', 'sensor_captures_data']
if both the motorbike has stopped and a constructor creates instances then at some point in time a semaphore is yellow;G((constructor_creates_instances & motorbike_has_stopped) -> Fsemaphore_is_yellow);['constructor_creates_instances', 'semaphore_is_yellow', 'motorbike_has_stopped']
as both the bar is up and the car stops, it will happen that a train derails;G((bar_is_up & car_stops) -> Ftrain_derails);['bar_is_up', 'train_derails', 'car_stops']
if both a semaphore is broken and the train is crossing then at some point in time the train has arrived;G((semaphore_is_broken & train_is_crossing) -> Ftrain_has_arrived);['train_is_crossing', 'semaphore_is_broken', 'train_has_arrived']
every time both a table has been moved and an elevator is blocked then at some point a sensor captures data;G((elevator_is_blocked & table_has_been_moved) -> Fsensor_captures_data);['table_has_been_moved', 'sensor_captures_data', 'elevator_is_blocked']
if an elevator is blocked and a train derails then eventually, a train has arrived;G((elevator_is_blocked & train_derails) -> Ftrain_has_arrived);['train_derails', 'elevator_is_blocked', 'train_has_arrived']
always when a constructor instantiate objects and the train stops then eventually, the train has arrived;G((constructor_instantiate_objects & train_stops) -> Ftrain_has_arrived);['constructor_instantiate_objects', 'train_stops', 'train_has_arrived']
as both an elevator is blocked and a motorbike has stopped, at some point a train derails;G((elevator_is_blocked & motorbike_has_stopped) -> Ftrain_derails);['train_derails', 'motorbike_has_stopped', 'elevator_is_blocked']
in the future a train derails after the constructor instantiate objects and a semaphore is red;G((constructor_instantiate_objects & semaphore_is_red) -> Ftrain_derails);['semaphore_is_red', 'train_derails', 'constructor_instantiate_objects']
it is going to happen that the train has arrived after the train derails and the constructor instantiate objects;G((constructor_instantiate_objects & train_derails) -> Ftrain_has_arrived);['train_derails', 'constructor_instantiate_objects', 'train_has_arrived']
sooner or later the sensor captures data after the escalator is blocked and a manager collect claims;G((escalator_is_blocked & manager_collect_claims) -> Fsensor_captures_data);['manager_collect_claims', 'sensor_captures_data', 'escalator_is_blocked']
whenever a car stops and the constructor instantiate objects then under no circumstances both a house is open and a semaphore is green;G((car_stops & constructor_instantiate_objects) -> G!(house_is_open & semaphore_is_green));['house_is_open', 'constructor_instantiate_objects', 'car_stops', 'semaphore_is_green']
under no condition the bar is up and the car starts after the bridge opens and the sensor retrieves data;G((bridge_opens & sensor_retrieves_data) -> G!(bar_is_up & car_starts));['car_starts', 'bar_is_up', 'bridge_opens', 'sensor_retrieves_data']
whenever both the bar is closing and the elevator is blocked then under no circumstances the house is built and the bar is closing;G((bar_is_closing & elevator_is_blocked) -> G!(bar_is_closing & house_is_built));['house_is_built', 'bar_is_closing', 'elevator_is_blocked']
after the escalator is blocked and a semaphore is yellow, it should not happen that both a train is crossing and the bar has to be repaired;G((escalator_is_blocked & semaphore_is_yellow) -> G!(bar_has_to_be_repaired & train_is_crossing));['train_is_crossing', 'bar_has_to_be_repaired', 'semaphore_is_yellow', 'escalator_is_blocked']
after a constructor instantiate objects and the escalator speeds up, absolutely never, a train is crossing and the bar has to be repaired;G((constructor_instantiate_objects & escalator_speeds_up) -> G!(bar_has_to_be_repaired & train_is_crossing));['train_is_crossing', 'escalator_speeds_up', 'constructor_instantiate_objects', 'bar_has_to_be_repaired']
after both the house is built and the bar is closing, it is never the case that both the train is crossing and the bar has to be repaired;G((bar_is_closing & house_is_built) -> G!(bar_has_to_be_repaired & train_is_crossing));['train_is_crossing', 'house_is_built', 'bar_is_closing', 'bar_has_to_be_repaired']
whenever both the house is built and the motorbike has stopped then under no condition both a bridge opens and a sensor retrieves data;G((house_is_built & motorbike_has_stopped) -> G!(bridge_opens & sensor_retrieves_data));['house_is_built', 'bridge_opens', 'sensor_retrieves_data', 'motorbike_has_stopped']
after both the table has been moved and an elevator falls, under no circumstances both the bar is closing and the semaphore is green;G((elevator_falls & table_has_been_moved) -> G!(bar_is_closing & semaphore_is_green));['bar_is_closing', 'table_has_been_moved', 'elevator_falls', 'semaphore_is_green']
always both a house is open and the motorbike has started implies that it is never the case that the escalator is blocked and the semaphore is yellow;G((house_is_open & motorbike_has_started) -> G!(escalator_is_blocked & semaphore_is_yellow));['house_is_open', 'semaphore_is_yellow', 'motorbike_has_started', 'escalator_is_blocked']
whenever the house is open and a semaphore is green then absolutely never, an elevator rises and the train has arrived;G((house_is_open & semaphore_is_green) -> G!(elevator_rises & train_has_arrived));['house_is_open', 'elevator_rises', 'semaphore_is_green', 'train_has_arrived']
always both a motorbike catches fire and a bridge opens implies that under no circumstances both the motorbike falls down and the engine starts;G((bridge_opens & motorbike_catches_fire) -> G!(engine_starts & motorbike_falls_down));['motorbike_falls_down', 'bridge_opens', 'motorbike_catches_fire', 'engine_starts']
always both a constructor creates instances and the engine breaks implies that under no circumstances both a semaphore is broken and an elevator is blocked;G((constructor_creates_instances & engine_breaks) -> G!(elevator_is_blocked & semaphore_is_broken));['constructor_creates_instances', 'semaphore_is_broken', 'elevator_is_blocked', 'engine_breaks']
whenever both the constructor instantiate objects and the escalator speeds up then absolutely never, either the motorbike is driven or the escalator speeds up;G((constructor_instantiate_objects & escalator_speeds_up) -> G!(escalator_speeds_up | motorbike_is_driven));['escalator_speeds_up', 'constructor_instantiate_objects', 'motorbike_is_driven']
it should not happen that the motorbike is driven or the escalator speeds up after both the constructor creates instances and the car enters;G((car_enters & constructor_creates_instances) -> G!(escalator_speeds_up | motorbike_is_driven));['escalator_speeds_up', 'motorbike_is_driven', 'constructor_creates_instances', 'car_enters']
if both a bridge opens and the sensor retrieves data then it is never the case that the semaphore is green or a motorbike falls down;G((bridge_opens & sensor_retrieves_data) -> G!(motorbike_falls_down | semaphore_is_green));['motorbike_falls_down', 'bridge_opens', 'sensor_retrieves_data', 'semaphore_is_green']
every time a sensor captures data and the brake is released then under no condition the escalator is blocked or a motorbike has started;G((brake_is_released & sensor_captures_data) -> G!(escalator_is_blocked | motorbike_has_started));['sensor_captures_data', 'brake_is_released', 'motorbike_has_started', 'escalator_is_blocked']
whenever both the bar is up and the engine stops then absolutely never, either the escalator moves or a table is old;G((bar_is_up & engine_stops) -> G!(escalator_moves | table_is_old));['bar_is_up', 'table_is_old', 'escalator_moves', 'engine_stops']
always both a house is built and the motorbike has stopped implies that it should not happen that either the car enters or the brake is released;G((house_is_built & motorbike_has_stopped) -> G!(brake_is_released | car_enters));['house_is_built', 'car_enters', 'brake_is_released', 'motorbike_has_stopped']
every time both the motorbike has started and a train is crossing then under no circumstances either a semaphore is green or a motorbike falls down;G((motorbike_has_started & train_is_crossing) -> G!(motorbike_falls_down | semaphore_is_green));['train_is_crossing', 'motorbike_falls_down', 'semaphore_is_green', 'motorbike_has_started']
whenever both a motorbike has started and a semaphore is red then absolutely never, the engine starts or a train is crossing;G((motorbike_has_started & semaphore_is_red) -> G!(engine_starts | train_is_crossing));['train_is_crossing', 'semaphore_is_red', 'engine_starts', 'motorbike_has_started']
every time a table is old and the house is built then it will not happen that either the brake is released or the table is brown;G((house_is_built & table_is_old) -> G!(brake_is_released | table_is_brown));['house_is_built', 'table_is_brown', 'table_is_old', 'brake_is_released']
every time both a house is built and a motorbike has stopped then it never happens that either the engine starts or a train is crossing;G((house_is_built & motorbike_has_stopped) -> G!(engine_starts | train_is_crossing));['train_is_crossing', 'house_is_built', 'engine_starts', 'motorbike_has_stopped']
if both the bridge opens and the engine starts then never, the engine stops or a train stops;G((bridge_opens & engine_starts) -> G!(engine_stops | train_stops));['bridge_opens', 'engine_starts', 'train_stops', 'engine_stops']
every time a constructor creates instances and the engine breaks then at no time either the engine starts or the engine stops;G((constructor_creates_instances & engine_breaks) -> G!(engine_starts | engine_stops));['constructor_creates_instances', 'engine_starts', 'engine_breaks', 'engine_stops']
every time a house is built and the train derails then every time the motorbike falls down and the escalator is blocked;G((house_is_built & train_derails) -> G(escalator_is_blocked & motorbike_falls_down));['train_derails', 'house_is_built', 'motorbike_falls_down', 'escalator_is_blocked']
whenever both a table is brown and a car starts then eternally, the semaphore is green and an elevator falls;G((car_starts & table_is_brown) -> G(elevator_falls & semaphore_is_green));['car_starts', 'table_is_brown', 'elevator_falls', 'semaphore_is_green']
every time both the engine starts and the house is built then it is always true that a semaphore is red and the brake is released;G((engine_starts & house_is_built) -> G(brake_is_released & semaphore_is_red));['semaphore_is_red', 'house_is_built', 'engine_starts', 'brake_is_released']
after a house is built and a train derails, eternally, both an elevator is open and the train has been launched;G((house_is_built & train_derails) -> G(elevator_is_open & train_has_been_launched));['train_derails', 'house_is_built', 'train_has_been_launched', 'elevator_is_open']
in any case the brake is released and the bar has to be repaired after a semaphore is yellow and a train stops;G((semaphore_is_yellow & train_stops) -> G(bar_has_to_be_repaired & brake_is_released));['bar_has_to_be_repaired', 'semaphore_is_yellow', 'brake_is_released', 'train_stops']
every time both a house is built and a train derails then at any time the table is brown and a car starts;G((house_is_built & train_derails) -> G(car_starts & table_is_brown));['car_starts', 'train_derails', 'house_is_built', 'table_is_brown']
after the brake is pressed and the bar is down, all the time a train has been launched and the bar is closing;G((bar_is_down & brake_is_pressed) -> G(bar_is_closing & train_has_been_launched));['brake_is_pressed', 'bar_is_closing', 'train_has_been_launched', 'bar_is_down']
if the sensor retrieves data and the engine breaks then every time the bar is down and a semaphore is red;G((engine_breaks & sensor_retrieves_data) -> G(bar_is_down & semaphore_is_red));['semaphore_is_red', 'sensor_retrieves_data', 'bar_is_down', 'engine_breaks']
if the motorbike falls down and the escalator is blocked then eternally, the bridge opens and a constructor creates instances;G((escalator_is_blocked & motorbike_falls_down) -> G(bridge_opens & constructor_creates_instances));['motorbike_falls_down', 'constructor_creates_instances', 'bridge_opens', 'escalator_is_blocked']
every time both the bar has to be repaired and a bridge opens then all the time the escalator moves and the bar is closing;G((bar_has_to_be_repaired & bridge_opens) -> G(bar_is_closing & escalator_moves));['bar_is_closing', 'bar_has_to_be_repaired', 'bridge_opens', 'escalator_moves']
if a train stops and a train has arrived then it is always true that both the train has been launched and a motorbike is driven;G((train_has_arrived & train_stops) -> G(motorbike_is_driven & train_has_been_launched));['motorbike_is_driven', 'train_has_been_launched', 'train_stops', 'train_has_arrived']
