NL;LTL;APs;lifted_lifted;source
The scenario in which ( prop_1 ) doesn't happen is equivalent to the scenario in which ( prop_3 ) happens and continues until ( prop_2 ) happens .;!prop_1 <-> (prop_3 U prop_2);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop U prop);lifted_data_pureLTL.jsonl
The scenario in which (prop_3) or (prop_2) happens is equivalent to the scenario in which (prop_1) does not happen .;!prop_1 <-> (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
It should be the case that not (prop_2) is equivalent to (prop_3) or (prop_1) .;!prop_2 <-> (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
If you do not do (prop_3), then you should do either (prop_1) or (prop_2), and vice versa .;!prop_3 <-> (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
Either (prop_3) or (prop_1) should happen is equal to the case (prop_2) doesn't .;!prop_2 <-> (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
If (prop_2) is not the case, then either (prop_3) or (prop_1) should be the case, and vice versa .;!prop_2 <-> (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
Not having (prop_3) is equivalent to either (prop_2) or (prop_1) happening.;!prop_3 <-> (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
It should be the case that either (prop_2) or (prop_3) is true if and only if (prop_1) is not true .;!prop_1 <-> (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
If either (prop_1) or (prop_2) is true, then (prop_3) should not be true, and vice versa .;!prop_3 <-> (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
Either ( prop_2 ) or ( prop_1 ) is true if and only if ( prop_3 ) is not true.;!prop_3 <-> (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
If either (prop_1) or (prop_3) is true, then (prop_2) should not be true, and vice versa .;!prop_2 <-> (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
The scenario in which (prop_3) or (prop_1) happens is equivalent to the scenario in which (prop_2) does not happen .;!prop_2 <-> (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
It is required that the scenario in which ( prop_3 ) does not happen is equivalent to the scenario in which ( prop_2 ) or ( prop_1 ) happens .;!prop_3 <-> (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop <-> (prop | prop);lifted_data_pureLTL.jsonl
The scenario that ( prop_1 ) is not detected is equivalent to the scenario that ( prop_2 ) is detected .;!prop_1 <-> prop_2;['prop_1', 'prop_2'];!prop <-> prop;lifted_data_pureLTL.jsonl
Make sure (prop_3) doesn't happen until (prop_1) and (prop_2) happen at the same time .;!prop_3 U (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Do not do (prop_1) until you do (prop_3) and (prop_2) .;!prop_1 U (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Until (prop_2) and (prop_3) happen at the same time, keep (prop_1) from happening .;!prop_2 U (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Until (prop_3) and (prop_1) happen at the same time, keep (prop_2) from happening .;!prop_3 U (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Do not let (prop_1) happen until both (prop_2) and (prop_3) happen at the same time.;!prop_1 U (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Make sure (prop_2) does not happen until both (prop_3) and (prop_1) occur together.;!prop_2 U (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Until (prop_2) and (prop_1) happen at the same time, keep (prop_3) not happening .;!prop_2 U (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Do not let (prop_2) happen until both (prop_1) and (prop_3) happen at the same time.;!prop_2 U (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Make sure (prop_1) doesn't happen until (prop_2) and (prop_3) happen at the same time .;!prop_1 U (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Until ( prop_2 ) and ( prop_1 ) happen at the same time , keep ( prop_3 ) not happening .;!prop_2 U (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
( prop_3 ) should not happen and continues until at some point ( prop_2 ) and ( prop_1 ) happen .;!prop_3 U (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
Until (prop_2) and (prop_1) happen at the same time, keep (prop_3) from happening .;!prop_2 U (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop & prop);lifted_data_pureLTL.jsonl
( prop_3 ) will not happen until at some point if ( prop_2 ) then ( prop_1 ) happens .;!prop_3 U (prop_2 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop U (prop -> prop);lifted_data_pureLTL.jsonl
Do not do (prop_1) until you see that (prop_3) implies (prop_2) .;!prop_1 U (prop_3 -> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop -> prop);lifted_data_pureLTL.jsonl
Do not do (prop_3) until you see that (prop_2) implies (prop_1) .;!prop_3 U (prop_2 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop U (prop -> prop);lifted_data_pureLTL.jsonl
Do not do (prop_3) until if (prop_2) happens then you should do (prop_1) .;!prop_3 U (prop_2 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop U (prop -> prop);lifted_data_pureLTL.jsonl
Do not do (prop_2) until if (prop_1) happens then you should do (prop_3) .;!prop_2 U (prop_1 -> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop -> prop);lifted_data_pureLTL.jsonl
( prop_2 ) will not happen until at some point if ( prop_3 ) then ( prop_1 ) happens .;!prop_2 U (prop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop U (prop -> prop);lifted_data_pureLTL.jsonl
Continue not doing ( prop_2 ) until the point when ( prop_1 ) happening leads to ( prop_3 ) happening.;!prop_2 U (prop_1 -> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop -> prop);lifted_data_pureLTL.jsonl
Avoid ( prop_2 ) happening until the point when ( prop_3 ) is true and, as a result, ( prop_1 ) is also true.;!prop_2 U (prop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop U (prop -> prop);lifted_data_pureLTL.jsonl
If at any point you do not have (prop_1), wait until (prop_2) and (prop_3) are equivalent .;!prop_1 U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Until (prop_3) is equal to (prop_1), make sure that (prop_2) is not true .;!prop_3 U (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Until (prop_2) is equal to (prop_3), make sure not to do (prop_1) .;!prop_2 U (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Do not allow ( prop_1 ) to happen until the point at which ( prop_2 ) is equivalent to ( prop_3 ).;!prop_1 U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Keep (prop_2) from happening until there is a point where (prop_1) is equivalent to (prop_3).;!prop_2 U (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
If (prop_2) doesn't happen, then keep waiting until (prop_1) is equivalent to (prop_3) .;!prop_2 U (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Make sure (prop_1) doesn't happen until (prop_3) is equivalent to (prop_2) .;!prop_1 U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Until (prop_3) is equal to (prop_2), make sure that (prop_1) is not true .;!prop_3 U (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Until (prop_1) is equal to (prop_2), make sure not to do (prop_3) .;!prop_1 U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Do not perform (prop_1) until the scenario where (prop_3) is equivalent to the scenario where (prop_2) happens.;!prop_1 U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Make sure (prop_1) never happens until (prop_2) is equivalent to (prop_3) .;!prop_1 U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
While (prop_2) does not happen, keep checking until if (prop_3) is equal to (prop_1) .;!prop_2 U (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop <-> prop);lifted_data_pureLTL.jsonl
Until (prop_1) or (prop_3) happens, keep (prop_2) being false .;!prop_1 U (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_3) doesn't happen, then keep waiting until either (prop_1) or (prop_2) happens .;!prop_3 U (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Until (prop_3) or (prop_2), keep (prop_1) not happening .;!prop_3 U (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Until you do either (prop_2) or (prop_3), make sure not to do (prop_1) .;!prop_2 U (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
If (prop_1) has not occurred yet, then keep waiting until either (prop_2) or (prop_3) happens .;!prop_1 U (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Until you do either (prop_1) or (prop_3), make sure not to do (prop_2) .;!prop_1 U (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Until (prop_3) or (prop_2) happens, keep (prop_1) being false .;!prop_3 U (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Do not let (prop_3) happen until either (prop_1) or (prop_2) occurs.;!prop_3 U (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Until either (prop_3) or (prop_2), make sure that (prop_1) is not true .;!prop_3 U (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Until either (prop_1) or (prop_3) happens, (prop_2) should not have happened .;!prop_1 U (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Until either (prop_2) or (prop_3), make sure that (prop_1) is not true .;!prop_2 U (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
Until (prop_2) or (prop_1), keep (prop_3) not happening .;!prop_2 U (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];!prop U (prop | prop);lifted_data_pureLTL.jsonl
You need to wait until (prop_2) before (prop_1).;!prop_2 U prop_1;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
The scenario that ( prop_2 ) is not detected until the scenario that ( prop_1 ) happens .;!prop_2 U prop_1;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
Make sure you do not (prop_1) until (prop_2).;!prop_1 U prop_2;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
Make sure you do not (prop_2) until (prop_1).;!prop_2 U prop_1;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
You also need to wait until (prop_2) before (prop_1).;!prop_2 U prop_1;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
Do not (prop_2) until (prop_1).;!prop_2 U prop_1;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
Don't (prop_2) until (prop_1).;!prop_2 U prop_1;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
You also need to wait until (prop_1) before (prop_2).;!prop_1 U prop_2;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
Don't (prop_1) until (prop_2).;!prop_1 U prop_2;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
You need to wait until (prop_1) before (prop_2).;!prop_1 U prop_2;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
Do not (prop_1) until (prop_2).;!prop_1 U prop_2;['prop_1', 'prop_2'];!prop U prop;lifted_data_pureLTL.jsonl
If eventually ( prop_1 ) happens, then ( prop_2 ) should also happen, or else ( prop_3 ) should not happen.;!prop_3 | (Fprop_1 -> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (Fprop -> prop);lifted_data_pureLTL.jsonl
If eventually ( prop_3 ) happens, then ( prop_1 ) should happen, or else it should be the case that ( prop_2 ) does not happen.;!prop_2 | (Fprop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (Fprop -> prop);lifted_data_pureLTL.jsonl
If (prop_1) is always true, then (prop_3), or else not (prop_2) .;!prop_2 | (Gprop_1 -> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (Gprop -> prop);lifted_data_pureLTL.jsonl
Either do not let (prop_1) happen or ensure that if (prop_2) always happens, then (prop_3) should also happen.;!prop_1 | (Gprop_2 -> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (Gprop -> prop);lifted_data_pureLTL.jsonl
(prop_2) doesn't happen, or if (prop_3) is always true, then (prop_1) .;!prop_2 | (Gprop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (Gprop -> prop);lifted_data_pureLTL.jsonl
If (prop_3) is always true, then (prop_2), or else not (prop_1) .;!prop_1 | (Gprop_3 -> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (Gprop -> prop);lifted_data_pureLTL.jsonl
Either not do (prop_3), or if (prop_2) is always true, then (prop_1) must also be true.;!prop_3 | (Gprop_2 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (Gprop -> prop);lifted_data_pureLTL.jsonl
(prop_1) doesn't happen, or if (prop_3) is always true, then (prop_2) .;!prop_1 | (Gprop_3 -> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (Gprop -> prop);lifted_data_pureLTL.jsonl
(prop_1) is always true and (prop_2) is true at some point, or (prop_3) should not be true .;!prop_3 | (prop_2 & Gprop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & Gprop);lifted_data_pureLTL.jsonl
(prop_3) is always true and (prop_2) is true at some point, or (prop_1) should not be true .;!prop_1 | (prop_2 & Gprop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & Gprop);lifted_data_pureLTL.jsonl
Either (prop_2) does not happen, or both (prop_3) and (prop_1) happen.;!prop_2 | (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
Either (prop_3) and (prop_1) happen at the same time, or (prop_2) doesn't .;!prop_2 | (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
(prop_2) is not true, or make sure (prop_1) and (prop_3) both happen .;!prop_2 | (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
Either do not let (prop_3) happen, or make sure that both (prop_2) and (prop_1) happen.;!prop_3 | (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
Either (prop_2) and (prop_1) happen at the same time, or (prop_3) doesn't .;!prop_3 | (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
Either ( prop_3 ) happens and at the same time ( prop_2 ) happens , or else ( prop_1 ) does not happen .;!prop_1 | (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
Either (prop_1) doesn't happen or else both (prop_3) and (prop_2) happen .;!prop_1 | (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
(prop_2) doesn't happen, or make sure (prop_1) and (prop_3) both happen .;!prop_2 | (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
(prop_2) doesn't happen, or make sure both of the following happens: (prop_1) and (prop_3) .;!prop_2 | (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
Either (prop_3) and (prop_2) happen at the same time, or (prop_1) doesn't happen .;!prop_1 | (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
Either (prop_1) and (prop_2) happen at the same time, or (prop_3) doesn't happen .;!prop_3 | (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
(prop_2) is not observed, or do (prop_3) and (prop_1) .;!prop_2 | (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop & prop);lifted_data_pureLTL.jsonl
(prop_2) does not happen, or if (prop_3) then (prop_1) .;!prop_2 | (prop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
You may not do (prop_1), or if you do (prop_3), then you should do (prop_2) .;!prop_1 | (prop_3 -> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
Either if (prop_1) then (prop_3) or else not (prop_2) .;!prop_2 | (prop_1 -> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
If ( prop_1 ) happens, then ( prop_2 ) should also happen, or else ( prop_3 ) should not happen.;!prop_3 | (prop_1 -> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
If (prop_3) doesn't happen, or if (prop_2), then (prop_1) .;!prop_3 | (prop_2 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
If you do (prop_2), then you should do (prop_1), or else don't do (prop_3) .;!prop_3 | (prop_2 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
If ( prop_2 ) then ( prop_1 ) happens , or else ( prop_3 ) does not happen .;!prop_3 | (prop_2 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
Do not do (prop_1), or when you see (prop_2), then you should do (prop_3) .;!prop_1 | (prop_2 -> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
If (prop_1) then (prop_2), or else don't (prop_3) .;!prop_3 | (prop_1 -> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
If (prop_1) doesn't happen, or if (prop_2) then make sure (prop_3) happens .;!prop_1 | (prop_2 -> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
If (prop_1), then do (prop_3) or else, don't (prop_2) .;!prop_2 | (prop_1 -> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
If (prop_3) doesn't happen, or if (prop_2) then make sure (prop_1) happens .;!prop_3 | (prop_2 -> prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop -> prop);lifted_data_pureLTL.jsonl
Either (prop_3) happening eventually is equivalent to (prop_2) happening, or the scenario in which (prop_1) does not happen.;!prop_1 | (prop_2 <-> Fprop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> Fprop);lifted_data_pureLTL.jsonl
Either (prop_2) does not happen, or eventually a situation where (prop_3) is equivalent to (prop_1) will occur.;!prop_2 | (prop_1 <-> Fprop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> Fprop);lifted_data_pureLTL.jsonl
If at some point (prop_2) happens and is equivalent to (prop_3), or if (prop_1) never happens .;!prop_1 | (prop_3 <-> Fprop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> Fprop);lifted_data_pureLTL.jsonl
It is required that at some point the scenario in which ( prop_1 ) happens is equivalent to the scenario in which ( prop_3 ) happens , or else ( prop_2 ) does not happen .;!prop_2 | (prop_3 <-> Fprop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> Fprop);lifted_data_pureLTL.jsonl
If (prop_1) is always true, then it is equivalent to (prop_3), or else (prop_2) is not true .;!prop_2 | (prop_3 <-> Gprop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> Gprop);lifted_data_pureLTL.jsonl
Either ( prop_1 ) does not happen, or it is always the case that ( prop_3 ) is equivalent to ( prop_2 ).;!prop_1 | (prop_2 <-> Gprop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> Gprop);lifted_data_pureLTL.jsonl
(prop_3) is not the case, or (prop_2) should be equivalent to (prop_1) .;!prop_3 | (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
Either ( prop_2 ) is equivalent to ( prop_3 ), or ( prop_1 ) does not happen.;!prop_1 | (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
(prop_1) is not the case, or (prop_2) should be equivalent to (prop_3) .;!prop_1 | (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
(prop_3) is equivalent to (prop_2), or (prop_1) is false .;!prop_1 | (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
Either the scenario in which (prop_2) is equivalent to the scenario in which (prop_3), or the scenario in which (prop_1) does not happen.;!prop_1 | (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
( prop_2 ) is equivalent to ( prop_1 ), or else ( prop_3 ) is not true .;!prop_3 | (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
Either (prop_2) should not happen, or else (prop_3) is equivalent to (prop_1) .;!prop_2 | (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
Either ( prop_1 ) happens if and only if ( prop_2 ) , or ( prop_3 ) does not happen.;!prop_3 | (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
Either (prop_2) is equivalent to (prop_1), or (prop_3) is not true .;!prop_3 | (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
It should be that (prop_2) is equivalent to (prop_3), or else (prop_1) is not true .;!prop_1 | (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
Either (prop_1) is equivalent to (prop_2), or (prop_3) is not true .;!prop_3 | (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
( prop_1 ) is equivalent to ( prop_2 ), or else ( prop_3 ) is not true .;!prop_3 | (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop <-> prop);lifted_data_pureLTL.jsonl
Either keep doing (prop_3) until (prop_1), or make sure not to do (prop_2) .;!prop_2 | (prop_3 U prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
If (prop_3) is not the case, then (prop_1) should occur until (prop_2) .;!prop_3 | (prop_1 U prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
Either (prop_2) happens and continues until (prop_3), or (prop_1) doesn't .;!prop_1 | (prop_2 U prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
Either (prop_3) happens until (prop_1) or not (prop_2) .;!prop_2 | (prop_3 U prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
( prop_3 ) should happen and hold until ( prop_1 ) happens , or else ( prop_2 ) should not happen .;!prop_2 | (prop_3 U prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
Either (prop_1) happens until (prop_3) or make sure (prop_2) doesn't happen .;!prop_2 | (prop_1 U prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
( prop_1 ) happens and continues until at some point ( prop_2 ) happens , or else ( prop_3 ) does not happen .;!prop_3 | (prop_1 U prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
Either keep (prop_2) until (prop_1) or make sure (prop_3) doesn't happen .;!prop_3 | (prop_2 U prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
( prop_3 ) should happen and hold until ( prop_2 ) happens , or else ( prop_1 ) should not happen .;!prop_1 | (prop_3 U prop_2);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
Either (prop_2) happens and continues until (prop_3) happens, or (prop_1) does not happen.;!prop_1 | (prop_2 U prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
( prop_2 ) should happen and continue until ( prop_1 ) happens , or else ( prop_3 ) should not happen .;!prop_3 | (prop_2 U prop_1);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
( prop_1 ) happens and continues until ( prop_3 ) happens , or else ( prop_2 ) should not happen .;!prop_2 | (prop_1 U prop_3);['prop_1', 'prop_2', 'prop_3'];!prop | (prop U prop);lifted_data_pureLTL.jsonl
Either (prop_3) should eventually happen, or not (prop_1) or (prop_2) should happen.;!prop_1 | prop_2 | Fprop_3;['prop_1', 'prop_2', 'prop_3'];!prop | prop | Fprop;lifted_data_pureLTL.jsonl
