NL;LTL;APs;lifted_lifted;source
at a certain moment the elevator falls and a manager collect claims and, at some point in time a train has arrived afterwards;G!(elevator_falls & manager_collect_claims) | F(elevator_falls & manager_collect_claims & Ftrain_has_arrived);['manager_collect_claims', 'elevator_falls', 'train_has_arrived'];G!(prop & prop) | F(prop & prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, eventually, both a train has arrived and a bridge closes, and then, at some point in time the sensor gathers information;G!(bridge_closes & train_has_arrived) | F(bridge_closes & train_has_arrived & Fsensor_gathers_information);['bridge_closes', 'sensor_gathers_information', 'train_has_arrived'];G!(prop & prop) | F(prop & prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, eventually, both the engine stops and the sensor gathers information, and then, at a certain moment the sensor gathers information;G!(engine_stops & sensor_gathers_information) | F(engine_stops & sensor_gathers_information & Fsensor_gathers_information);['sensor_gathers_information', 'engine_stops'];G!(prop & prop) | F(prop & prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
finally, both the semaphore is yellow and a bridge closes and, it will happen that a sensor gathers information afterwards;G!(bridge_closes & semaphore_is_yellow) | F(bridge_closes & semaphore_is_yellow & Fsensor_gathers_information);['semaphore_is_yellow', 'bridge_closes', 'sensor_gathers_information'];G!(prop & prop) | F(prop & prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, sooner or later both the bar has to be repaired and a sensor retrieves data, and then, at some point a train has arrived;G!(bar_has_to_be_repaired & sensor_retrieves_data) | F(bar_has_to_be_repaired & sensor_retrieves_data & Ftrain_has_arrived);['bar_has_to_be_repaired', 'sensor_retrieves_data', 'train_has_arrived'];G!(prop & prop) | F(prop & prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
it will happen that both a train stops and the elevator is blocked and, at some point the bridge closes afterwards;G!(elevator_is_blocked & train_stops) | F(elevator_is_blocked & train_stops & Fbridge_closes);['bridge_closes', 'elevator_is_blocked', 'train_stops'];G!(prop & prop) | F(prop & prop & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
it never happens that either the house is built, the train is crossing or the manager collect claims;G!(house_is_built | manager_collect_claims | train_is_crossing);['train_is_crossing', 'house_is_built', 'manager_collect_claims'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at no time an elevator is blocked or a car starts or an elevator rises;G!(car_starts | elevator_is_blocked | elevator_rises);['car_starts', 'elevator_rises', 'elevator_is_blocked'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
never, either the engine stops, a car starts or a manager collect claims;G!(car_starts | engine_stops | manager_collect_claims);['car_starts', 'manager_collect_claims', 'engine_stops'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
never, the car enters or the engine breaks or the table is brown;G!(car_enters | engine_breaks | table_is_brown);['table_is_brown', 'car_enters', 'engine_breaks'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it will not happen that either the escalator is blocked, the motorbike falls down or the sensor retrieves data;G!(escalator_is_blocked | motorbike_falls_down | sensor_retrieves_data);['motorbike_falls_down', 'sensor_retrieves_data', 'escalator_is_blocked'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
never, an elevator rises or the bridge opens or an elevator is blocked;G!(bridge_opens | elevator_is_blocked | elevator_rises);['bridge_opens', 'elevator_rises', 'elevator_is_blocked'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
absolutely never, a sensor captures data or the escalator is blocked or an elevator rises;G!(elevator_rises | escalator_is_blocked | sensor_captures_data);['sensor_captures_data', 'elevator_rises', 'escalator_is_blocked'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at no time either the bar is up, a manager collect claims or the elevator rises;G!(bar_is_up | elevator_rises | manager_collect_claims);['bar_is_up', 'manager_collect_claims', 'elevator_rises'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it will not happen that the escalator is blocked or the semaphore is yellow or a manager handles requests;G!(escalator_is_blocked | manager_handles_requests | semaphore_is_yellow);['semaphore_is_yellow', 'manager_handles_requests', 'escalator_is_blocked'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it should not happen that either the motorbike has stopped, an elevator rises or a sensor retrieves data;G!(elevator_rises | motorbike_has_stopped | sensor_retrieves_data);['elevator_rises', 'sensor_retrieves_data', 'motorbike_has_stopped'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at no time the motorbike has started or a table is old or the sensor captures data;G!(motorbike_has_started | sensor_captures_data | table_is_old);['sensor_captures_data', 'table_is_old', 'motorbike_has_started'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it should not happen that a sensor gathers information or the manager collect claims or a car enters;G!(car_enters | manager_collect_claims | sensor_gathers_information);['manager_collect_claims', 'car_enters', 'sensor_gathers_information'];G!(prop | prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at no time a sensor captures data or a motorbike is driven;G!(motorbike_is_driven | sensor_captures_data);['motorbike_is_driven', 'sensor_captures_data'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
under no circumstances either a train has arrived or the brake is pressed;G!(brake_is_pressed | train_has_arrived);['brake_is_pressed', 'train_has_arrived'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it should not happen that either the manager handles requests or a train has been launched;G!(manager_handles_requests | train_has_been_launched);['train_has_been_launched', 'manager_handles_requests'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it never happens that a train has been launched or a semaphore is green;G!(semaphore_is_green | train_has_been_launched);['train_has_been_launched', 'semaphore_is_green'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
never, the engine starts or the brake is pressed;G!(brake_is_pressed | engine_starts);['brake_is_pressed', 'engine_starts'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it will not happen that the manager handles requests or a sensor captures data;G!(manager_handles_requests | sensor_captures_data);['sensor_captures_data', 'manager_handles_requests'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is never the case that the house is built or a semaphore is green;G!(house_is_built | semaphore_is_green);['house_is_built', 'semaphore_is_green'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
under no condition either the car stops or the engine breaks;G!(car_stops | engine_breaks);['car_stops', 'engine_breaks'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it never happens that a motorbike has stopped or the engine stops;G!(engine_stops | motorbike_has_stopped);['motorbike_has_stopped', 'engine_stops'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is never the case that either the engine starts or a car stops;G!(car_stops | engine_starts);['car_stops', 'engine_starts'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
under no circumstances the bridge closes or the brake is pressed;G!(brake_is_pressed | bridge_closes);['brake_is_pressed', 'bridge_closes'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it should not happen that either the engine breaks or the escalator moves;G!(engine_breaks | escalator_moves);['escalator_moves', 'engine_breaks'];G!(prop | prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at some point either a train derails or the house collapses and, it is going to happen that both the motorbike has started and the semaphore is yellow afterwards;G!(house_collapses | train_derails) | F((house_collapses | train_derails) & F(motorbike_has_started & semaphore_is_yellow));['train_derails', 'house_collapses', 'semaphore_is_yellow', 'motorbike_has_started'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, sooner or later the house is built or the bridge opens, and then, sooner or later both the brake is released and a car starts;G!(bridge_opens | house_is_built) | F((bridge_opens | house_is_built) & F(brake_is_released & car_starts));['car_starts', 'house_is_built', 'bridge_opens', 'brake_is_released'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at some point either the motorbike is driven or the escalator moves and, at a certain moment both a car stops and the constructor instantiate objects afterwards;G!(escalator_moves | motorbike_is_driven) | F((escalator_moves | motorbike_is_driven) & F(car_stops & constructor_instantiate_objects));['constructor_instantiate_objects', 'motorbike_is_driven', 'car_stops', 'escalator_moves'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, in the future either the escalator speeds up or the house collapses, and then, finally, the bar has to be repaired and the car stops;G!(escalator_speeds_up | house_collapses) | F((escalator_speeds_up | house_collapses) & F(bar_has_to_be_repaired & car_stops));['escalator_speeds_up', 'car_stops', 'bar_has_to_be_repaired', 'house_collapses'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it will happen that either the brake is pressed or the bridge closes and, finally, both the brake is released and a car starts afterwards;G!(brake_is_pressed | bridge_closes) | F((brake_is_pressed | bridge_closes) & F(brake_is_released & car_starts));['brake_is_pressed', 'car_starts', 'bridge_closes', 'brake_is_released'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment the elevator falls or the brake is pressed and, at some point in time a table has been moved and a train derails afterwards;G!(brake_is_pressed | elevator_falls) | F((brake_is_pressed | elevator_falls) & F(table_has_been_moved & train_derails));['brake_is_pressed', 'train_derails', 'table_has_been_moved', 'elevator_falls'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, finally, either the engine starts or the elevator falls, and then, at a certain moment both a constructor creates instances and a motorbike has stopped;G!(elevator_falls | engine_starts) | F((elevator_falls | engine_starts) & F(constructor_creates_instances & motorbike_has_stopped));['constructor_creates_instances', 'elevator_falls', 'engine_starts', 'motorbike_has_stopped'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, in the future the manager handles requests or the motorbike has started, and then, eventually, both a sensor gathers information and the motorbike catches fire;G!(manager_handles_requests | motorbike_has_started) | F((manager_handles_requests | motorbike_has_started) & F(motorbike_catches_fire & sensor_gathers_information));['motorbike_catches_fire', 'sensor_gathers_information', 'motorbike_has_started', 'manager_handles_requests'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point in time either the train is crossing or a manager collect claims, and then, in the future a sensor gathers information and the motorbike catches fire;G!(manager_collect_claims | train_is_crossing) | F((manager_collect_claims | train_is_crossing) & F(motorbike_catches_fire & sensor_gathers_information));['train_is_crossing', 'manager_collect_claims', 'motorbike_catches_fire', 'sensor_gathers_information'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
eventually, a sensor retrieves data or a table is brown and, at a certain moment both a train has arrived and the manager handles requests afterwards;G!(sensor_retrieves_data | table_is_brown) | F((sensor_retrieves_data | table_is_brown) & F(manager_handles_requests & train_has_arrived));['table_is_brown', 'sensor_retrieves_data', 'manager_handles_requests', 'train_has_arrived'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it will happen that the escalator speeds up or the bar is closing and, at a certain moment the car enters and the engine stops afterwards;G!(bar_is_closing | escalator_speeds_up) | F((bar_is_closing | escalator_speeds_up) & F(car_enters & engine_stops));['escalator_speeds_up', 'bar_is_closing', 'car_enters', 'engine_stops'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, finally, either the elevator is open or a train derails, and then, eventually, the house is open and the elevator rises;G!(elevator_is_open | train_derails) | F((elevator_is_open | train_derails) & F(elevator_rises & house_is_open));['house_is_open', 'train_derails', 'elevator_rises', 'elevator_is_open'];G!(prop | prop) | F((prop | prop) & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is going to happen that the train is crossing or a manager collect claims and, at some point in time either the escalator speeds up or the bar is closing afterwards;G!(manager_collect_claims | train_is_crossing) | F((manager_collect_claims | train_is_crossing) & F(bar_is_closing | escalator_speeds_up));['train_is_crossing', 'escalator_speeds_up', 'bar_is_closing', 'manager_collect_claims'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, sooner or later either the engine stops or the train is crossing, and then, finally, either a sensor retrieves data or a train has been launched;G!(engine_stops | train_is_crossing) | F((engine_stops | train_is_crossing) & F(sensor_retrieves_data | train_has_been_launched));['train_is_crossing', 'train_has_been_launched', 'sensor_retrieves_data', 'engine_stops'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, finally, the brake is pressed or the motorbike has started, and then, eventually, the escalator moves or the manager collect claims;G!(brake_is_pressed | motorbike_has_started) | F((brake_is_pressed | motorbike_has_started) & F(escalator_moves | manager_collect_claims));['brake_is_pressed', 'manager_collect_claims', 'escalator_moves', 'motorbike_has_started'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
eventually, either the train has arrived or the escalator is blocked and, in the future a semaphore is green or the car starts afterwards;G!(escalator_is_blocked | train_has_arrived) | F((escalator_is_blocked | train_has_arrived) & F(car_starts | semaphore_is_green));['car_starts', 'semaphore_is_green', 'escalator_is_blocked', 'train_has_arrived'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, at a certain moment a semaphore is green or the car starts, and then, in the future either the engine breaks or the bar is down;G!(car_starts | semaphore_is_green) | F((car_starts | semaphore_is_green) & F(bar_is_down | engine_breaks));['car_starts', 'bar_is_down', 'engine_breaks', 'semaphore_is_green'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point in time either the manager handles requests or a manager collect claims, and then, it is going to happen that the elevator is blocked or the escalator speeds up;G!(manager_collect_claims | manager_handles_requests) | F((manager_collect_claims | manager_handles_requests) & F(elevator_is_blocked | escalator_speeds_up));['escalator_speeds_up', 'manager_collect_claims', 'elevator_is_blocked', 'manager_handles_requests'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, sooner or later a car stops or the brake is released, and then, it is going to happen that either an elevator is blocked or the escalator speeds up;G!(brake_is_released | car_stops) | F((brake_is_released | car_stops) & F(elevator_is_blocked | escalator_speeds_up));['escalator_speeds_up', 'car_stops', 'brake_is_released', 'elevator_is_blocked'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment either a train is crossing or an elevator rises and, eventually, either a house is open or a motorbike is driven afterwards;G!(elevator_rises | train_is_crossing) | F((elevator_rises | train_is_crossing) & F(house_is_open | motorbike_is_driven));['house_is_open', 'train_is_crossing', 'motorbike_is_driven', 'elevator_rises'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, sooner or later either the engine stops or the train is crossing, and then, it is going to happen that the car enters or a motorbike has started;G!(engine_stops | train_is_crossing) | F((engine_stops | train_is_crossing) & F(car_enters | motorbike_has_started));['train_is_crossing', 'car_enters', 'motorbike_has_started', 'engine_stops'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, finally, the escalator is blocked or a table is old, and then, it is going to happen that the sensor retrieves data or a bridge closes;G!(escalator_is_blocked | table_is_old) | F((escalator_is_blocked | table_is_old) & F(bridge_closes | sensor_retrieves_data));['table_is_old', 'bridge_closes', 'sensor_retrieves_data', 'escalator_is_blocked'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, it will happen that a train is crossing or a manager collect claims, and then, at some point in time the brake is pressed or the motorbike has started;G!(manager_collect_claims | train_is_crossing) | F((manager_collect_claims | train_is_crossing) & F(brake_is_pressed | motorbike_has_started));['brake_is_pressed', 'train_is_crossing', 'manager_collect_claims', 'motorbike_has_started'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
sooner or later the escalator is blocked or a table is old and, eventually, the semaphore is red or the engine stops afterwards;G!(escalator_is_blocked | table_is_old) | F((escalator_is_blocked | table_is_old) & F(engine_stops | semaphore_is_red));['semaphore_is_red', 'table_is_old', 'escalator_is_blocked', 'engine_stops'];G!(prop | prop) | F((prop | prop) & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, sooner or later either the manager handles requests or a motorbike has started, and then, at some point the bridge closes;G!(manager_handles_requests | motorbike_has_started) | F((manager_handles_requests | motorbike_has_started) & Fbridge_closes);['bridge_closes', 'motorbike_has_started', 'manager_handles_requests'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, it is going to happen that either the brake is pressed or a motorbike has started, and then, sooner or later a bridge closes;G!(brake_is_pressed | motorbike_has_started) | F((brake_is_pressed | motorbike_has_started) & Fbridge_closes);['brake_is_pressed', 'bridge_closes', 'motorbike_has_started'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
in the future the engine breaks or the manager handles requests and, it is going to happen that the sensor gathers information afterwards;G!(engine_breaks | manager_handles_requests) | F((engine_breaks | manager_handles_requests) & Fsensor_gathers_information);['sensor_gathers_information', 'engine_breaks', 'manager_handles_requests'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, at a certain moment either the bar is closing or the table is brown, and then, sooner or later the sensor gathers information;G!(bar_is_closing | table_is_brown) | F((bar_is_closing | table_is_brown) & Fsensor_gathers_information);['bar_is_closing', 'table_is_brown', 'sensor_gathers_information'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point in time either a table is brown or an elevator rises, and then, it will happen that a train has arrived;G!(elevator_rises | table_is_brown) | F((elevator_rises | table_is_brown) & Ftrain_has_arrived);['table_is_brown', 'elevator_rises', 'train_has_arrived'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point either a table is brown or the motorbike has started, and then, at a certain moment a sensor gathers information;G!(motorbike_has_started | table_is_brown) | F((motorbike_has_started | table_is_brown) & Fsensor_gathers_information);['table_is_brown', 'sensor_gathers_information', 'motorbike_has_started'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, finally, either the elevator falls or the brake is pressed, and then, eventually, a bridge closes;G!(brake_is_pressed | elevator_falls) | F((brake_is_pressed | elevator_falls) & Fbridge_closes);['brake_is_pressed', 'elevator_falls', 'bridge_closes'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment either the engine stops or the train is crossing and, at a certain moment the sensor gathers information afterwards;G!(engine_stops | train_is_crossing) | F((engine_stops | train_is_crossing) & Fsensor_gathers_information);['train_is_crossing', 'sensor_gathers_information', 'engine_stops'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, sooner or later either the bridge opens or the bar is up, and then, finally, the train has arrived;G!(bar_is_up | bridge_opens) | F((bar_is_up | bridge_opens) & Ftrain_has_arrived);['bar_is_up', 'bridge_opens', 'train_has_arrived'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
first, finally, the bar is up or the elevator is open, and then, in the future the train has arrived;G!(bar_is_up | elevator_is_open) | F((bar_is_up | elevator_is_open) & Ftrain_has_arrived);['bar_is_up', 'elevator_is_open', 'train_has_arrived'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
eventually, either the bar is down or a motorbike is driven and, in the future the bridge closes afterwards;G!(bar_is_down | motorbike_is_driven) | F((bar_is_down | motorbike_is_driven) & Fbridge_closes);['motorbike_is_driven', 'bridge_closes', 'bar_is_down'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment the escalator is blocked or the table is old and, sooner or later the train has arrived afterwards;G!(escalator_is_blocked | table_is_old) | F((escalator_is_blocked | table_is_old) & Ftrain_has_arrived);['table_is_old', 'escalator_is_blocked', 'train_has_arrived'];G!(prop | prop) | F((prop | prop) & Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
under no condition the bar has to be repaired;G!bar_has_to_be_repaired;['bar_has_to_be_repaired'];G!prop;NL-to-LTL-Synthetic-Datasetprocessed_data
at no time the elevator falls;G!elevator_falls;['elevator_falls'];G!prop;NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point a bridge closes, and then, eventually, both a table is brown and the bar is closing;G!bridge_closes | F(bridge_closes & F(bar_is_closing & table_is_brown));['bar_is_closing', 'table_is_brown', 'bridge_closes'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, it will happen that a train has arrived, and then, in the future the train has arrived and an elevator falls;G!train_has_arrived | F(train_has_arrived & F(elevator_falls & train_has_arrived));['elevator_falls', 'train_has_arrived'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, finally, the sensor gathers information, and then, sooner or later both the train has arrived and the manager handles requests;G!sensor_gathers_information | F(sensor_gathers_information & F(manager_handles_requests & train_has_arrived));['sensor_gathers_information', 'manager_handles_requests', 'train_has_arrived'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, it will happen that a train has arrived, and then, at some point in time both a table has been moved and the motorbike is driven;G!train_has_arrived | F(train_has_arrived & F(motorbike_is_driven & table_has_been_moved));['table_has_been_moved', 'motorbike_is_driven', 'train_has_arrived'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point a bridge closes, and then, finally, a house is open and the bar is up;G!bridge_closes | F(bridge_closes & F(bar_is_up & house_is_open));['house_is_open', 'bar_is_up', 'bridge_closes'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
sooner or later the sensor gathers information and, in the future both the bar is closing and an elevator is blocked afterwards;G!sensor_gathers_information | F(sensor_gathers_information & F(bar_is_closing & elevator_is_blocked));['bar_is_closing', 'sensor_gathers_information', 'elevator_is_blocked'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, eventually, a train has arrived, and then, eventually, a train stops and an elevator is blocked;G!train_has_arrived | F(train_has_arrived & F(elevator_is_blocked & train_stops));['elevator_is_blocked', 'train_stops', 'train_has_arrived'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, it is going to happen that a bridge closes, and then, it will happen that the constructor instantiate objects and an elevator rises;G!bridge_closes | F(bridge_closes & F(constructor_instantiate_objects & elevator_rises));['constructor_instantiate_objects', 'elevator_rises', 'bridge_closes'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, at a certain moment the sensor gathers information, and then, it will happen that both a manager collect claims and the semaphore is broken;G!sensor_gathers_information | F(sensor_gathers_information & F(manager_collect_claims & semaphore_is_broken));['manager_collect_claims', 'sensor_gathers_information', 'semaphore_is_broken'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
finally, a sensor gathers information and, at some point the motorbike catches fire and a car enters afterwards;G!sensor_gathers_information | F(sensor_gathers_information & F(car_enters & motorbike_catches_fire));['car_enters', 'motorbike_catches_fire', 'sensor_gathers_information'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is going to happen that a bridge closes and, eventually, the semaphore is yellow and the bridge closes afterwards;G!bridge_closes | F(bridge_closes & F(bridge_closes & semaphore_is_yellow));['semaphore_is_yellow', 'bridge_closes'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at some point the bridge closes and, at some point both the car enters and the engine stops afterwards;G!bridge_closes | F(bridge_closes & F(car_enters & engine_stops));['car_enters', 'bridge_closes', 'engine_stops'];G!prop | F(prop & F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at some point in time the bridge closes and, it will happen that either the sensor retrieves data or the engine starts afterwards;G!bridge_closes | F(bridge_closes & F(engine_starts | sensor_retrieves_data));['engine_starts', 'bridge_closes', 'sensor_retrieves_data'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
sooner or later the train has arrived and, eventually, either the bar is closing or the brake is pressed afterwards;G!train_has_arrived | F(train_has_arrived & F(bar_is_closing | brake_is_pressed));['brake_is_pressed', 'bar_is_closing', 'train_has_arrived'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, it is going to happen that the train has arrived, and then, at some point the escalator is blocked or a sensor captures data;G!train_has_arrived | F(train_has_arrived & F(escalator_is_blocked | sensor_captures_data));['sensor_captures_data', 'escalator_is_blocked', 'train_has_arrived'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is going to happen that a train has arrived and, it will happen that the engine stops or a manager collect claims afterwards;G!train_has_arrived | F(train_has_arrived & F(engine_stops | manager_collect_claims));['manager_collect_claims', 'engine_stops', 'train_has_arrived'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
in the future a sensor gathers information and, it will happen that either the bridge closes or the escalator is blocked afterwards;G!sensor_gathers_information | F(sensor_gathers_information & F(bridge_closes | escalator_is_blocked));['bridge_closes', 'sensor_gathers_information', 'escalator_is_blocked'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, it will happen that the sensor gathers information, and then, sooner or later either an elevator falls or the brake is pressed;G!sensor_gathers_information | F(sensor_gathers_information & F(brake_is_pressed | elevator_falls));['brake_is_pressed', 'elevator_falls', 'sensor_gathers_information'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment a bridge closes and, it will happen that either the bridge opens or the bar is up afterwards;G!bridge_closes | F(bridge_closes & F(bar_is_up | bridge_opens));['bar_is_up', 'bridge_opens', 'bridge_closes'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, in the future a train has arrived, and then, it will happen that the sensor retrieves data or the engine starts;G!train_has_arrived | F(train_has_arrived & F(engine_starts | sensor_retrieves_data));['engine_starts', 'sensor_retrieves_data', 'train_has_arrived'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment a train has arrived and, it is going to happen that the escalator speeds up or the house collapses afterwards;G!train_has_arrived | F(train_has_arrived & F(escalator_speeds_up | house_collapses));['escalator_speeds_up', 'house_collapses', 'train_has_arrived'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
first, at some point in time the sensor gathers information, and then, at some point a sensor retrieves data or the engine starts;G!sensor_gathers_information | F(sensor_gathers_information & F(engine_starts | sensor_retrieves_data));['engine_starts', 'sensor_retrieves_data', 'sensor_gathers_information'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
finally, the bridge closes and, at some point in time the elevator falls or the bar is up afterwards;G!bridge_closes | F(bridge_closes & F(bar_is_up | elevator_falls));['bar_is_up', 'elevator_falls', 'bridge_closes'];G!prop | F(prop & F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
